Year,Station,Variety,Category,Rep,Yield,GD
2015,Rangpur,BR11,Long,2,6.6,146
2015,Rangpur,BRRI dhan54,Medium,2,5.2,146
2015,Rangpur,BR11,Long,3,6.6,146
2015,Rangpur,BRRI dhan54,Medium,3,6,146
2016,Bhanga,BR4,Long,2,3.03,146
2016,Bhanga,BRRI dhan77,Long,3,2.94,146
2016,Rajshahi,BRRI dhan34,Medium,1,4.32,146
2016,Rajshahi,BRRI dhan34,Medium,2,3.71,146
2016,Rajshahi,BR3,Long,3,5.09,146
2016,Rajshahi,BRRI dhan34,Medium,3,4.43,146
2016,Rangpur,BRRI dhan30,Long,1,4.42,146
2016,Rangpur,BRRI dhan40,Long,1,4.46,146
2016,Rangpur,BRRI dhan44,Long,1,4.43,146
2016,Rangpur,BRRI dhan76,Long,1,3.8,146
2016,Rangpur,BRRI dhan30,Long,2,3.29,146
2016,Rangpur,BRRI dhan40,Long,2,3.54,146
2016,Rangpur,BRRI dhan44,Long,2,3.75,146
2016,Rangpur,BRRI dhan76,Long,2,2.16,146
2016,Rangpur,BRRI dhan30,Long,3,3.04,146
2016,Rangpur,BRRI dhan40,Long,3,3.4,146
2016,Rangpur,BRRI dhan44,Long,3,3.75,146
2016,Rangpur,BRRI dhan76,Long,3,2.87,146
2016,Satkhira,BRRI dhan40,Long,1,5.8,146
2016,Satkhira,BRRI dhan41,Long,1,5.72,146
2016,Satkhira,BR4,Long,2,5.07,146
2016,Satkhira,BR23,Long,2,5.3,146
2016,Satkhira,BRRI dhan30,Long,2,4.87,146
2016,Satkhira,BRRI dhan41,Long,2,4.71,146
2016,Satkhira,BR11,Long,3,6.28,146
2016,Satkhira,BRRI dhan40,Long,3,4.48,146
2016,Satkhira,BRRI dhan44,Long,3,4.3,146
2017,Cumilla,BR11,Long,1,3.12,146
2017,Cumilla,BR3,Long,2,4.79,146
2017,Cumilla,BR4,Long,2,3.38,146
2017,Cumilla,BRRI dhan30,Long,2,3.65,146
2017,Cumilla,BR11,Long,3,2.7,146
2017,Kushtia,BRRI dhan30,Long,1,3.98,146
2017,Kushtia,BR22,Long,2,3.52,146
2017,Kushtia,BRRI dhan40,Long,2,3.53,146
2017,Kushtia,BRRI dhan77,Long,2,3.65,146
2017,Kushtia,BR5,Long,3,3.24,146
2017,Kushtia,BRRI dhan30,Long,3,4,146
2017,Rajshahi,BR3,Long,1,2.98,146
2017,Rajshahi,BRRI dhan34,Medium,1,2.63,146
2017,Rajshahi,BRRI dhan34,Medium,2,3.96,146
2017,Rajshahi,BR3,Long,3,3.15,146
2017,Rajshahi,BRRI dhan34,Medium,3,3.97,146
2017,Sonagazi,BR4,Long,1,6.01,146
2017,Sonagazi,BR11,Long,1,5.56,146
2017,Sonagazi,BRRI dhan40,Long,1,5.54,146
2017,Sonagazi,BRRI dhan44,Long,1,6.88,146
2017,Sonagazi,BR4,Long,2,6.71,146
2017,Sonagazi,BR11,Long,2,5.61,146
2017,Sonagazi,BRRI dhan40,Long,2,5.57,146
2017,Sonagazi,BRRI dhan44,Long,2,6.6,146
2017,Sonagazi,BR4,Long,3,6.89,146
2017,Sonagazi,BR11,Long,3,4.7,146
2017,Sonagazi,BRRI dhan40,Long,3,5.38,146
2017,Sonagazi,BRRI dhan44,Long,3,6.76,146
2016,Kushtia,BRRI dhan46,Long,1,5.92,147
2016,Kushtia,BRRI dhan46,Long,2,4.93,147
2016,Kushtia,BRRI dhan46,Long,3,5.92,147
2015,Bhanga,BR4,Long,1,5.07,147
2015,Cumilla,BR11,Long,2,5.61,147
2015,Kushtia,BR11,Long,1,6.35,147
2015,Kushtia,BRRI dhan51,Long,1,6.49,147
2015,Kushtia,BR11,Long,2,5.7,147
2015,Kushtia,BRRI dhan51,Long,2,5.34,147
2015,Kushtia,BR11,Long,3,6.28,147
2015,Kushtia,BRRI dhan51,Long,3,6.68,147
2015,Rajshahi,BR3,Long,3,5.02,147
2015,Rajshahi,BRRI dhan38,Long,3,2.78,147
2015,Rangpur,BRRI dhan51,Long,1,6.8,147
2015,Rangpur,BRRI dhan51,Long,2,6.8,147
2015,Rangpur,BRRI dhan51,Long,3,7.6,147
2015,Satkhira,BR23,Long,2,4.85,147
2015,Satkhira,BR22,Long,3,3.75,147
2016,Bhanga,BRRI dhan41,Long,1,2.13,147
2016,Cumilla,BRRI dhan41,Long,2,3.79,147
2016,Cumilla,BRRI dhan41,Long,3,3.95,147
2016,Gazipur,BRRI dhan77,Long,1,3.98,147
2016,Gazipur,BRRI dhan77,Long,2,5.33,147
2016,Gazipur,BRRI dhan77,Long,3,6.29,147
2016,Kushtia,BR5,Long,1,3.76,147
2016,Kushtia,BRRI dhan37,Long,1,3.27,147
2016,Kushtia,BRRI dhan38,Long,1,2.9,147
2016,Kushtia,BRRI dhan41,Long,1,4.84,147
2017,Barishal,BRRI dhan46,Long,2,4.28,147
2016,Kushtia,BRRI dhan51,Long,1,5.15,147
2016,Kushtia,BR5,Long,2,3.62,147
2016,Kushtia,BRRI dhan37,Long,2,3.87,147
2016,Kushtia,BRRI dhan38,Long,2,2.91,147
2016,Kushtia,BRRI dhan41,Long,2,5.11,147
2017,Barishal,BRRI dhan46,Long,3,4.24,147
2016,Kushtia,BRRI dhan51,Long,2,5.54,147
2016,Kushtia,BR5,Long,3,3.6,147
2016,Kushtia,BRRI dhan37,Long,3,2.79,147
2016,Kushtia,BRRI dhan38,Long,3,2.45,147
2016,Kushtia,BRRI dhan41,Long,3,5.69,147
2016,Kushtia,BRRI dhan51,Long,3,6.41,147
2016,Rajshahi,BR3,Long,2,5.13,147
2016,Rajshahi,BRRI dhan38,Long,2,3.7,147
2016,Rangpur,BR10,Long,1,3.41,147
2016,Rangpur,BR10,Long,2,3.93,147
2016,Rangpur,BR10,Long,3,3.67,147
2016,Satkhira,BR5,Long,1,2.86,147
2016,Satkhira,BR11,Long,1,5.83,147
2016,Satkhira,BR5,Long,2,5.31,147
2016,Satkhira,BR11,Long,2,4.83,147
2016,Satkhira,BR5,Long,3,5.19,147
2017,Barishal,BRRI dhan41,Long,1,4.88,147
2017,Barishal,BRRI dhan41,Long,2,5.07,147
2017,Barishal,BRRI dhan41,Long,3,5.53,147
2017,Bhanga,BR5,Long,3,3.34,147
2017,Bhanga,BRRI dhan34,Medium,3,2.13,147
2017,Cumilla,BR10,Long,1,3.69,147
2017,Cumilla,BR10,Long,2,3.04,147
2017,Cumilla,BRRI dhan30,Long,3,3.43,147
2017,Kushtia,BR4,Long,1,3.24,147
2017,Kushtia,BRRI dhan40,Long,1,4.08,147
2017,Kushtia,BRRI dhan77,Long,1,3.98,147
2017,Kushtia,BR4,Long,2,3.67,147
2017,Kushtia,BRRI dhan30,Long,2,3.5,147
2017,Kushtia,BR4,Long,3,3.49,147
2017,Rajshahi,BRRI dhan38,Long,3,3.11,147
2017,Sonagazi,BR3,Long,1,5.02,147
2017,Sonagazi,BR3,Long,2,5.4,147
2017,Sonagazi,BR3,Long,3,4.73,147
2017,Barishal,BRRI dhan46,Long,1,4.3,148
2017,Rangpur,BRRI dhan46,Long,1,4.2,148
2017,Rangpur,BRRI dhan46,Long,2,4.76,148
2015,Bhanga,BRRI dhan37,Long,1,2.41,148
2015,Bhanga,BRRI dhan54,Medium,1,3.56,148
2015,Cumilla,BR11,Long,1,4.92,148
2015,Cumilla,BR25,Medium,1,2.92,148
2015,Cumilla,BRRI dhan52,Long,1,5.49,148
2015,Cumilla,BRRI dhan31,Long,2,5.94,148
2015,Cumilla,BRRI dhan38,Long,2,3.99,148
2015,Cumilla,BRRI dhan41,Long,2,5.36,148
2015,Cumilla,BRRI dhan34,Medium,3,3.47,148
2015,Kushtia,BR4,Long,1,4.97,148
2015,Rajshahi,BRRI dhan38,Long,1,2.89,148
2015,Rajshahi,BRRI dhan38,Long,2,3.4,148
2015,Satkhira,BR22,Long,1,3.32,148
2015,Satkhira,BR23,Long,1,4.25,148
2016,Bhanga,BR5,Long,2,2,148
2016,Cumilla,BR22,Long,1,4.91,148
2016,Cumilla,BR23,Long,1,5.4,148
2016,Cumilla,BRRI dhan30,Long,1,4.18,148
2016,Cumilla,BRRI dhan41,Long,1,4.11,148
2016,Cumilla,BR5,Long,2,2.66,148
2016,Cumilla,BR23,Long,2,5.31,148
2016,Cumilla,BR23,Long,3,5.14,148
2017,Rangpur,BRRI dhan46,Long,3,3.92,148
2017,Barishal,BRRI dhan37,Long,2,3.35,148
2017,Bhanga,BRRI dhan31,Long,2,3.24,148
2017,Bhanga,BR11,Long,3,4.02,148
2017,Cumilla,BR23,Long,2,1.65,148
2017,Cumilla,BR10,Long,3,3.21,148
2017,Kushtia,BR11,Long,2,4.04,148
2017,Kushtia,BRRI dhan77,Long,3,3.93,148
2017,Rajshahi,BR3,Long,2,3.01,148
2015,Cumilla,BRRI dhan46,Long,1,4.36,149
2015,Cumilla,BRRI dhan31,Long,1,5.59,149
2015,Cumilla,BRRI dhan34,Medium,1,3.07,149
2015,Cumilla,BRRI dhan37,Long,1,2.92,149
2015,Cumilla,BRRI dhan38,Long,1,2.98,149
2015,Cumilla,BR11,Long,3,5.37,149
2015,Cumilla,BRRI dhan31,Long,3,4.97,149
2015,Kushtia,BR5,Long,1,3.91,149
2015,Kushtia,BRRI dhan38,Long,1,4.14,149
2015,Kushtia,BRRI dhan38,Long,2,3.83,149
2015,Kushtia,BRRI dhan38,Long,3,4.18,149
2015,Satkhira,BR22,Long,2,3.9,149
2016,Barishal,BR25,Medium,1,7.79,149
2016,Barishal,BR25,Medium,2,6.53,149
2016,Barishal,BR25,Medium,3,6.27,149
2016,Cumilla,BR10,Long,1,5.41,149
2016,Cumilla,BRRI dhan31,Long,1,4.46,149
2016,Cumilla,BR22,Long,2,4.56,149
2016,Cumilla,BRRI dhan30,Long,2,4.46,149
2016,Cumilla,BR5,Long,3,2.92,149
2016,Cumilla,BR22,Long,3,4.37,149
2016,Rajshahi,BRRI dhan38,Long,1,3.9,149
2016,Rajshahi,BRRI dhan38,Long,3,3.5,149
2016,Rangpur,BR4,Long,1,3.75,149
2016,Rangpur,BR4,Long,2,3.37,149
2016,Rangpur,BR4,Long,3,3.89,149
2017,Cumilla,BR23,Long,1,1.6,149
2017,Cumilla,BRRI dhan77,Long,3,4.35,149
2017,Kushtia,BR10,Long,1,5.24,149
2017,Kushtia,BR11,Long,3,3.59,149
2017,Rajshahi,BRRI dhan38,Long,2,1.55,149
2017,Rangpur,BR5,Long,1,3.63,149
2017,Rangpur,BRRI dhan41,Long,1,2.81,149
2017,Rangpur,BRRI dhan41,Long,2,3.78,149
2017,Rangpur,BRRI dhan41,Long,3,4.42,149
2015,Cumilla,BRRI dhan46,Long,2,6.53,150
2015,Cumilla,BRRI dhan46,Long,3,5.06,150
2015,Kushtia,BRRI dhan46,Long,1,4.91,150
2015,Cumilla,BRRI dhan37,Long,2,3.16,150
2015,Kushtia,BRRI dhan46,Long,2,4.9,150
2015,Cumilla,BRRI dhan37,Long,3,3.39,150
2015,Cumilla,BRRI dhan38,Long,3,5,150
2015,Cumilla,BRRI dhan41,Long,3,4.02,150
2015,Kushtia,BRRI dhan46,Long,3,4.83,150
2015,Gazipur,BR10,Long,1,6.64,150
2015,Gazipur,BR25,Medium,1,4.86,150
2015,Gazipur,BR10,Long,2,6.29,150
2015,Gazipur,BR25,Medium,2,5.52,150
2015,Gazipur,BR10,Long,3,5.99,150
2015,Gazipur,BR25,Medium,3,5.41,150
2015,Kushtia,BRRI dhan37,Long,1,4.05,150
2015,Kushtia,BRRI dhan41,Long,1,3.65,150
2016,Gazipur,BRRI dhan46,Long,1,4.02,150
2015,Kushtia,BR5,Long,2,4.27,150
2015,Kushtia,BRRI dhan37,Long,2,3.7,150
2015,Kushtia,BRRI dhan41,Long,2,4.72,150
2016,Gazipur,BRRI dhan46,Long,2,5.46,150
2015,Kushtia,BR5,Long,3,4.06,150
2015,Kushtia,BRRI dhan37,Long,3,3.9,150
2015,Kushtia,BRRI dhan41,Long,3,4.86,150
2016,Gazipur,BRRI dhan46,Long,3,3.91,150
2015,Satkhira,BR23,Long,3,3.81,150
2016,Barishal,BR3,Long,1,4.04,150
2016,Barishal,BRRI dhan34,Medium,1,6.37,150
2016,Barishal,BRRI dhan54,Medium,1,7.13,150
2016,Barishal,BR3,Long,2,4.47,150
2016,Barishal,BRRI dhan34,Medium,2,5.1,150
2016,Barishal,BRRI dhan54,Medium,2,6.72,150
2016,Barishal,BR3,Long,3,4.77,150
2016,Barishal,BRRI dhan34,Medium,3,5.48,150
2016,Barishal,BRRI dhan54,Medium,3,6.19,150
2016,Cumilla,BR5,Long,1,2.99,150
2016,Cumilla,BRRI dhan32,Medium,1,4.34,150
2016,Cumilla,BRRI dhan31,Long,2,4.34,150
2016,Cumilla,BR10,Long,3,5.23,150
2016,Cumilla,BRRI dhan30,Long,3,4.34,150
2016,Gazipur,BR5,Long,1,3.99,150
2016,Gazipur,BRRI dhan41,Long,1,3.88,150
2017,Gazipur,BRRI dhan46,Long,1,4.85,150
2016,Gazipur,BR5,Long,2,3.5,150
2016,Gazipur,BRRI dhan41,Long,2,6.2,150
2017,Gazipur,BRRI dhan46,Long,2,3.36,150
2016,Gazipur,BR5,Long,3,3.58,150
2016,Gazipur,BRRI dhan41,Long,3,6.69,150
2017,Gazipur,BRRI dhan46,Long,3,2.26,150
2016,Kushtia,BR22,Long,1,5.15,150
2016,Kushtia,BR22,Long,2,5.03,150
2016,Kushtia,BR22,Long,3,4.1,150
2016,Rajshahi,BRRI dhan37,Long,1,3.82,150
2016,Rangpur,BRRI dhan41,Long,1,3.82,150
2016,Rangpur,BRRI dhan41,Long,2,4.07,150
2016,Rangpur,BRRI dhan41,Long,3,3.88,150
2016,Satkhira,BR10,Long,2,4.24,150
2016,Satkhira,BR10,Long,3,3.89,150
2017,Bhanga,BRRI dhan41,Long,1,1.99,150
2017,Bhanga,BRRI dhan41,Long,2,2.22,150
2017,Cumilla,BRRI dhan77,Long,2,3.2,150
2017,Gazipur,BR5,Long,1,1.73,150
2017,Gazipur,BRRI dhan41,Long,1,1.93,150
2017,Gazipur,BR5,Long,2,2.12,150
2017,Gazipur,BRRI dhan41,Long,2,1.65,150
2017,Gazipur,BR5,Long,3,2.32,150
2017,Gazipur,BRRI dhan41,Long,3,3.47,150
2017,Rajshahi,BRRI dhan38,Long,1,3.45,150
2017,Rangpur,BR5,Long,2,3.52,150
2017,Rangpur,BR5,Long,3,2.64,150
2017,Sonagazi,BR23,Long,1,5.6,150
2017,Sonagazi,BRRI dhan41,Long,1,5.55,150
2017,Sonagazi,BR23,Long,2,5.35,150
2017,Sonagazi,BRRI dhan41,Long,2,5.61,150
2017,Sonagazi,BR23,Long,3,6.52,150
2017,Sonagazi,BRRI dhan41,Long,3,5.64,150
2016,Cumilla,BRRI dhan46,Long,2,4.83,151
2017,Sonagazi,BRRI dhan46,Long,1,6.01,151
2017,Sonagazi,BRRI dhan46,Long,2,6.99,151
2015,Bhanga,BRRI dhan54,Medium,3,3.79,151
2015,Cumilla,BR22,Long,1,5.27,151
2015,Cumilla,BRRI dhan30,Long,1,5.27,151
2015,Cumilla,BRRI dhan30,Long,2,5.28,151
2015,Cumilla,BRRI dhan40,Long,2,4.7,151
2015,Cumilla,BRRI dhan44,Long,2,4.3,151
2015,Gazipur,BRRI dhan34,Medium,1,3.99,151
2015,Gazipur,BRRI dhan51,Long,1,6.4,151
2015,Gazipur,BRRI dhan34,Medium,2,5.27,151
2015,Gazipur,BRRI dhan51,Long,2,5.91,151
2015,Gazipur,BRRI dhan34,Medium,3,4.69,151
2015,Gazipur,BRRI dhan51,Long,3,6.42,151
2015,Rajshahi,BR22,Long,1,5,151
2015,Rajshahi,BR23,Long,1,3.43,151
2015,Rajshahi,BRRI dhan37,Long,1,3.64,151
2015,Rajshahi,BRRI dhan37,Long,2,3.76,151
2015,Rajshahi,BR23,Long,3,5.23,151
2015,Rajshahi,BRRI dhan37,Long,3,3.76,151
2015,Rangpur,BRRI dhan34,Medium,1,3.2,151
2015,Rangpur,BRRI dhan41,Long,1,5,151
2015,Rangpur,BRRI dhan34,Medium,2,4.6,151
2015,Rangpur,BRRI dhan41,Long,2,5.5,151
2015,Rangpur,BRRI dhan34,Medium,3,2.5,151
2015,Rangpur,BRRI dhan41,Long,3,4,151
2016,Barishal,BRRI dhan49,Medium,1,6.46,151
2016,Barishal,BRRI dhan49,Medium,2,5.95,151
2016,Barishal,BRRI dhan49,Medium,3,5.74,151
2016,Cumilla,BR10,Long,2,5.08,151
2017,Sonagazi,BRRI dhan46,Long,3,6.58,151
2016,Rajshahi,BR22,Long,1,5.32,151
2016,Rajshahi,BRRI dhan37,Long,2,3.71,151
2016,Rajshahi,BRRI dhan37,Long,3,4.43,151
2016,Satkhira,BR10,Long,1,5.27,151
2016,Satkhira,BRRI dhan77,Long,1,4.83,151
2016,Satkhira,BRRI dhan77,Long,3,5.32,151
2017,Rajshahi,BR22,Long,1,4.41,151
2017,Rajshahi,BRRI dhan37,Long,1,3.47,151
2017,Rajshahi,BRRI dhan37,Long,2,2.63,151
2017,Rajshahi,BRRI dhan37,Long,3,3.16,151
2017,Rangpur,BRRI dhan51,Long,2,1.08,151
2017,Sonagazi,BR22,Long,1,5.6,151
2017,Sonagazi,BR22,Long,2,5.62,151
2017,Sonagazi,BR22,Long,3,6.31,151
2015,Rangpur,BRRI dhan46,Long,1,4.2,152
2015,Rangpur,BRRI dhan46,Long,2,3.2,152
2015,Rangpur,BRRI dhan46,Long,3,5,152
2015,Bhanga,BR11,Long,2,3.24,152
2015,Bhanga,BRRI dhan54,Medium,2,4.31,152
2015,Bhanga,BR11,Long,3,3.49,152
2015,Cumilla,BR22,Long,2,6.17,152
2015,Cumilla,BR22,Long,3,5.72,152
2015,Cumilla,BRRI dhan40,Long,3,5.52,152
2015,Cumilla,BRRI dhan44,Long,3,5.9,152
2015,Gazipur,BR4,Long,1,5.76,152
2015,Gazipur,BR5,Long,1,5.4,152
2015,Gazipur,BR11,Long,1,7.38,152
2015,Gazipur,BR4,Long,2,6.96,152
2015,Gazipur,BR5,Long,2,5.09,152
2015,Gazipur,BR11,Long,2,6.9,152
2015,Gazipur,BR4,Long,3,6.21,152
2015,Gazipur,BR5,Long,3,3.53,152
2015,Gazipur,BR11,Long,3,6.82,152
2015,Rajshahi,BR22,Long,2,5.6,152
2015,Rajshahi,BR23,Long,2,4.7,152
2015,Rangpur,BRRI dhan37,Long,1,2.4,152
2016,Cumilla,BRRI dhan46,Long,1,5.05,152
2015,Rangpur,BRRI dhan37,Long,2,4,152
2016,Cumilla,BRRI dhan46,Long,3,4.7,152
2015,Rangpur,BRRI dhan37,Long,3,3.8,152
2017,Bhanga,BRRI dhan46,Long,1,1.9,152
2017,Bhanga,BRRI dhan46,Long,2,1.77,152
2016,Kushtia,BR23,Long,1,5.5,152
2016,Kushtia,BR23,Long,2,5.77,152
2016,Kushtia,BR23,Long,3,5.67,152
2016,Rajshahi,BR23,Long,2,4.73,152
2016,Rajshahi,BR22,Long,3,5.49,152
2016,Rangpur,BRRI dhan34,Medium,1,3.05,152
2016,Rangpur,BRRI dhan34,Medium,2,2.55,152
2016,Rangpur,BRRI dhan34,Medium,3,2.95,152
2017,Barishal,BRRI dhan38,Long,2,4.12,152
2017,Bhanga,BR4,Long,1,2.22,152
2017,Bhanga,BR5,Long,1,2.97,152
2017,Bhanga,BR22,Long,1,2.47,152
2017,Bhanga,BRRI dhan51,Long,1,1.74,152
2017,Bhanga,BR5,Long,2,3.07,152
2017,Bhanga,BRRI dhan30,Long,2,2.76,152
2017,Bhanga,BRRI dhan37,Long,2,1.87,152
2017,Bhanga,BRRI dhan51,Long,2,1.65,152
2017,Bhanga,BRRI dhan41,Long,3,2.24,152
2017,Bhanga,BRRI dhan51,Long,3,1.7,152
2017,Bhanga,BRRI dhan52,Long,3,2.76,152
2017,Bhanga,BRRI dhan77,Long,3,1.87,152
2017,Cumilla,BRRI dhan77,Long,1,3.24,152
2017,Gazipur,BRRI dhan37,Long,1,1.94,152
2017,Gazipur,BRRI dhan38,Long,1,1.17,152
2017,Gazipur,BRRI dhan37,Long,2,1.45,152
2017,Gazipur,BRRI dhan38,Long,2,1.31,152
2017,Gazipur,BRRI dhan37,Long,3,1.56,152
2017,Gazipur,BRRI dhan38,Long,3,1.4,152
2017,Kushtia,BRRI dhan51,Long,2,4.83,152
2017,Rangpur,BRRI dhan34,Medium,1,2.41,152
2017,Rangpur,BRRI dhan34,Medium,2,3.51,152
2017,Rangpur,BRRI dhan34,Medium,3,1.95,152
2017,Sonagazi,BR5,Long,1,3.92,152
2017,Sonagazi,BR10,Long,1,5.54,152
2017,Sonagazi,BR5,Long,2,3.73,152
2017,Sonagazi,BR10,Long,2,4.12,152
2017,Sonagazi,BR5,Long,3,3.3,152
2017,Sonagazi,BR10,Long,3,5.46,152
2016,Rangpur,BRRI dhan46,Long,2,2.96,153
2017,Bhanga,BRRI dhan46,Long,3,1.98,153
2015,Bhanga,BR11,Long,1,3.75,153
2015,Cumilla,BRRI dhan44,Long,1,4.04,153
2015,Cumilla,BRRI dhan51,Long,1,3.9,153
2015,Cumilla,BRRI dhan30,Long,3,5.25,153
2015,Rajshahi,BR22,Long,3,4.96,153
2016,Cumilla,BRRI dhan77,Long,1,4.83,153
2016,Rajshahi,BR22,Long,2,5.41,153
2016,Satkhira,BRRI dhan77,Long,2,5.86,153
2016,Satkhira,BRRI dhan76,Long,3,4.71,153
2017,Kushtia,BRRI dhan51,Long,1,5.23,153
2017,Kushtia,BR10,Long,2,4.4,153
2017,Kushtia,BRRI dhan51,Long,3,4.78,153
2017,Rajshahi,BR22,Long,2,3.03,153
2017,Rajshahi,BR22,Long,3,3.99,153
2017,Sonagazi,BRRI dhan77,Long,1,5.39,153
2017,Sonagazi,BRRI dhan77,Long,2,4.48,153
2017,Sonagazi,BRRI dhan77,Long,3,5.23,153
2016,Bhanga,BRRI dhan46,Long,2,5.64,154
2016,Bhanga,BRRI dhan46,Long,3,7.78,154
2016,Rangpur,BRRI dhan46,Long,1,2.54,154
2015,Cumilla,BRRI dhan51,Long,2,2.92,154
2015,Cumilla,BRRI dhan52,Long,2,4.18,154
2015,Cumilla,BRRI dhan51,Long,3,5.33,154
2015,Cumilla,BRRI dhan52,Long,3,5.94,154
2015,Gazipur,BRRI dhan38,Long,1,4.73,154
2015,Gazipur,BRRI dhan41,Long,1,6.13,154
2015,Gazipur,BRRI dhan38,Long,2,5.39,154
2015,Gazipur,BRRI dhan41,Long,2,7.1,154
2015,Gazipur,BRRI dhan38,Long,3,5.78,154
2015,Gazipur,BRRI dhan41,Long,3,5.77,154
2016,Barishal,BR5,Long,1,3.99,154
2016,Barishal,BRRI dhan51,Long,1,6.19,154
2016,Barishal,BRRI dhan76,Long,1,5.78,154
2016,Barishal,BR5,Long,2,3.33,154
2016,Barishal,BRRI dhan51,Long,2,6.06,154
2016,Barishal,BRRI dhan76,Long,2,6.17,154
2016,Barishal,BR5,Long,3,3.76,154
2016,Barishal,BRRI dhan51,Long,3,6.1,154
2016,Barishal,BRRI dhan76,Long,3,6.54,154
2016,Rangpur,BRRI dhan46,Long,3,3.2,154
2016,Cumilla,BRRI dhan77,Long,2,4.64,154
2016,Cumilla,BRRI dhan77,Long,3,4.68,154
2016,Rajshahi,BR23,Long,3,4.95,154
2016,Rangpur,BR5,Long,1,2.75,154
2016,Rangpur,BR5,Long,2,3.41,154
2016,Rangpur,BR5,Long,3,3.47,154
2017,Barishal,BR5,Long,1,4.76,154
2017,Barishal,BR5,Long,2,5.02,154
2017,Barishal,BR5,Long,3,3.94,154
2017,Barishal,BRRI dhan38,Long,3,3.96,154
2017,Bhanga,BRRI dhan76,Long,3,1.99,154
2017,Cumilla,BRRI dhan76,Long,3,4.89,154
2017,Kushtia,BR10,Long,3,4.38,154
2017,Rajshahi,BR23,Long,2,3.73,154
2017,Rajshahi,BR23,Long,3,4.28,154
2015,Cumilla,BRRI dhan41,Long,1,1.98,155
2015,Cumilla,BR23,Long,2,6.21,155
2015,Cumilla,BR23,Long,3,5.75,155
2015,Gazipur,BRRI dhan37,Long,1,4.46,155
2015,Gazipur,BRRI dhan37,Long,2,4.56,155
2015,Gazipur,BRRI dhan37,Long,3,3.87,155
2015,Rangpur,BR22,Long,1,4.6,155
2015,Rangpur,BR22,Long,2,4.1,155
2015,Rangpur,BR22,Long,3,6.4,155
2016,Barishal,BR10,Long,1,5.22,155
2016,Barishal,BR10,Long,2,5.37,155
2016,Barishal,BR10,Long,3,5.73,155
2016,Bhanga,BRRI dhan41,Long,2,3.01,155
2016,Bhanga,BRRI dhan41,Long,3,3.12,155
2016,Rajshahi,BR23,Long,1,5.19,155
2017,Barishal,BRRI dhan37,Long,3,3.41,155
2017,Bhanga,BR10,Long,1,2.33,155
2017,Bhanga,BRRI dhan76,Long,1,2.53,155
2017,Bhanga,BR4,Long,2,2.24,155
2017,Bhanga,BR10,Long,2,2.75,155
2017,Bhanga,BR4,Long,3,2.24,155
2017,Bhanga,BR10,Long,3,2.27,155
2017,Bhanga,BR22,Long,3,2.51,155
2017,Cumilla,BRRI dhan76,Long,2,3.59,155
2017,Gazipur,BR23,Long,1,3.36,155
2017,Gazipur,BR23,Long,2,3.76,155
2017,Gazipur,BR23,Long,3,3.37,155
2017,Rajshahi,BR23,Long,1,3.65,155
2016,Bhanga,BRRI dhan46,Long,1,7.09,156
2015,Cumilla,BR23,Long,1,5,156
2015,Cumilla,BRRI dhan40,Long,1,3.04,156
2016,Barishal,BR4,Long,1,4.06,156
2016,Barishal,BR23,Long,1,5.29,156
2016,Barishal,BRRI dhan72,Medium,1,5.83,156
2016,Barishal,BR4,Long,2,3.64,156
2016,Barishal,BR23,Long,2,5.67,156
2016,Barishal,BRRI dhan72,Medium,2,5.49,156
2016,Barishal,BR4,Long,3,4.52,156
2016,Barishal,BR23,Long,3,5.65,156
2016,Barishal,BRRI dhan72,Medium,3,5.9,156
2016,Bhanga,BRRI dhan34,Medium,1,3.01,156
2016,Bhanga,BRRI dhan37,Long,1,2.81,156
2016,Bhanga,BRRI dhan38,Long,1,1.88,156
2016,Bhanga,BRRI dhan34,Medium,2,2.82,156
2016,Bhanga,BRRI dhan34,Medium,3,1.99,156
2016,Bhanga,BRRI dhan38,Long,3,2.27,156
2016,Gazipur,BRRI dhan37,Long,1,2.52,156
2016,Gazipur,BRRI dhan38,Long,1,3.05,156
2016,Gazipur,BRRI dhan37,Long,2,2.04,156
2016,Gazipur,BRRI dhan38,Long,2,3.35,156
2016,Gazipur,BRRI dhan37,Long,3,1.97,156
2016,Gazipur,BRRI dhan38,Long,3,2.86,156
2016,Satkhira,BR3,Long,1,4.69,156
2016,Satkhira,BR3,Long,2,3.7,156
2017,Cumilla,BRRI dhan76,Long,1,3.2,156
2015,Gazipur,BRRI dhan46,Long,1,5.78,157
2015,Gazipur,BRRI dhan46,Long,2,6.18,157
2015,Gazipur,BRRI dhan46,Long,3,5.33,157
2015,Kushtia,BR22,Long,1,5.49,157
2015,Kushtia,BR23,Long,1,4.96,157
2015,Kushtia,BR22,Long,2,6.22,157
2015,Kushtia,BR23,Long,2,4.12,157
2015,Kushtia,BR22,Long,3,5.19,157
2015,Kushtia,BR23,Long,3,4.32,157
2016,Barishal,BR22,Long,1,4.8,157
2016,Barishal,BRRI dhan31,Long,1,7.29,157
2016,Barishal,BRRI dhan32,Medium,1,6.27,157
2016,Barishal,BRRI dhan37,Long,1,5.78,157
2016,Barishal,BRRI dhan38,Long,1,6.68,157
2016,Barishal,BRRI dhan44,Long,1,5.16,157
2016,Barishal,BRRI dhan52,Long,1,6.8,157
2016,Barishal,BRRI dhan71,Short,1,4.62,157
2016,Barishal,BR22,Long,2,6.03,157
