"","Y","L","Env","G","tj","ri","Rep","Group","Yield","GD"
"1627",2001,"Gazipur","2001-Gazipur","BR25",2001,1992,3,"Medium",4.093023256,NA
"1628",2001,"Rajshahi","2001-Rajshahi","BR25",2001,1992,3,"Medium",3.95,NA
"1629",2001,"Rangpur","2001-Rangpur","BR25",2001,1992,3,"Medium",3.355581395,NA
"1630",2001,"Satkhira","2001-Satkhira","BR25",2001,1992,3,"Medium",5.072732558,NA
"1631",2001,"Sonagazi","2001-Sonagazi","BR25",2001,1992,3,"Medium",4.093023256,NA
"1632",2002,"Barisal","2002-Barisal","BR25",2002,1992,3,"Medium",4.95,NA
"1633",2002,"Comilla","2002-Comilla","BR25",2002,1992,3,"Medium",5.2,NA
"1634",2002,"Gazipur","2002-Gazipur","BR25",2002,1992,3,"Medium",4.01419593,NA
"1635",2002,"Rajshahi","2002-Rajshahi","BR25",2002,1992,3,"Medium",4.249,NA
"1636",2002,"Rangpur","2002-Rangpur","BR25",2002,1992,3,"Medium",3.04,NA
"1637",2002,"Satkhira","2002-Satkhira","BR25",2002,1992,3,"Medium",4.906395349,NA
"1638",2002,"Sonagazi","2002-Sonagazi","BR25",2002,1992,3,"Medium",4.392023256,NA
"1639",2003,"Barisal","2003-Barisal","BR25",2003,1992,3,"Medium",4.736511628,NA
"1640",2003,"Comilla","2003-Comilla","BR25",2003,1992,3,"Medium",2.949125581,NA
"1641",2003,"Gazipur","2003-Gazipur","BR25",2003,1992,3,"Medium",2.936488372,NA
"1642",2003,"Rajshahi","2003-Rajshahi","BR25",2003,1992,3,"Medium",4.0995,NA
"1643",2003,"Rangpur","2003-Rangpur","BR25",2003,1992,3,"Medium",3.671162791,NA
"1644",2003,"Satkhira","2003-Satkhira","BR25",2003,1992,3,"Medium",5.239069767,NA
"1645",2003,"Sonagazi","2003-Sonagazi","BR25",2003,1992,3,"Medium",4.08,NA
"1646",2004,"Barisal","2004-Barisal","BR25",2004,1992,3,"Medium",3.522371082,NA
"1647",2004,"Comilla","2004-Comilla","BR25",2004,1992,3,"Medium",3.038818605,NA
"1648",2004,"Gazipur","2004-Gazipur","BR25",2004,1992,3,"Medium",3.616046512,NA
"1649",2004,"Rajshahi","2004-Rajshahi","BR25",2004,1992,3,"Medium",3.232,NA
"1650",2004,"Rangpur","2004-Rangpur","BR25",2004,1992,3,"Medium",2.43,NA
"1651",2004,"Satkhira","2004-Satkhira","BR25",2004,1992,3,"Medium",4.809302326,NA
"1652",2004,"Sonagazi","2004-Sonagazi","BR25",2004,1992,3,"Medium",4.394080338,NA
"1653",2004,"Kustia","2004-Kustia","BR25",2004,1992,3,"Medium",3.328976744,NA
"1654",2005,"Barisal","2005-Barisal","BR25",2005,1992,3,"Medium",5.419,NA
"1655",2005,"Comilla","2005-Comilla","BR25",2005,1992,3,"Medium",5.013953488,NA
"1656",2005,"Gazipur","2005-Gazipur","BR25",2005,1992,3,"Medium",4.418953488,NA
"1657",2005,"Rajshahi","2005-Rajshahi","BR25",2005,1992,3,"Medium",3.625116279,NA
"1658",2005,"Rangpur","2005-Rangpur","BR25",2005,1992,3,"Medium",2.099218452,NA
"1659",2005,"Satkhira","2005-Satkhira","BR25",2005,1992,3,"Medium",4.625116279,NA
"1660",2005,"Sonagazi","2005-Sonagazi","BR25",2005,1992,3,"Medium",4.39,NA
"1661",2005,"Kustia","2005-Kustia","BR25",2005,1992,3,"Medium",3.96627907,NA
"1662",2006,"Barisal","2006-Barisal","BR25",2006,1992,3,"Medium",2.7,NA
"1663",2006,"Comilla","2006-Comilla","BR25",2006,1992,3,"Medium",1.42,NA
"1664",2006,"Gazipur","2006-Gazipur","BR25",2006,1992,3,"Medium",4.05,NA
"1665",2006,"Rajshahi","2006-Rajshahi","BR25",2006,1992,3,"Medium",3.5,NA
"1666",2006,"Rangpur","2006-Rangpur","BR25",2006,1992,3,"Medium",2.7,NA
"1667",2006,"Satkhira","2006-Satkhira","BR25",2006,1992,3,"Medium",5.9,NA
"1668",2006,"Sonagazi","2006-Sonagazi","BR25",2006,1992,3,"Medium",2.48,NA
"1669",2006,"Kustia","2006-Kustia","BR25",2006,1992,3,"Medium",3.98,NA
"1670",2007,"Barisal","2007-Barisal","BR25",2007,1992,3,"Medium",4.9355,NA
"1671",2007,"Comilla","2007-Comilla","BR25",2007,1992,3,"Medium",3.29,NA
"1672",2007,"Gazipur","2007-Gazipur","BR25",2007,1992,3,"Medium",3.45,NA
"1673",2007,"Rajshahi","2007-Rajshahi","BR25",2007,1992,3,"Medium",5,NA
"1674",2007,"Rangpur","2007-Rangpur","BR25",2007,1992,3,"Medium",1.8,NA
"1675",2007,"Satkhira","2007-Satkhira","BR25",2007,1992,3,"Medium",2.95,NA
"1676",2007,"Sonagazi","2007-Sonagazi","BR25",2007,1992,3,"Medium",3.04,NA
"1677",2007,"Kustia","2007-Kustia","BR25",2007,1992,3,"Medium",4.95,NA
"1678",2008,"Barisal","2008-Barisal","BR25",2008,1992,3,"Medium",3.91775,NA
"1679",2008,"Comilla","2008-Comilla","BR25",2008,1992,3,"Medium",2.315,NA
"1680",2008,"Gazipur","2008-Gazipur","BR25",2008,1992,3,"Medium",4.05,NA
"1681",2008,"Rajshahi","2008-Rajshahi","BR25",2008,1992,3,"Medium",3.12,NA
"1682",2008,"Rangpur","2008-Rangpur","BR25",2008,1992,3,"Medium",4.5,NA
"1683",2008,"Satkhira","2008-Satkhira","BR25",2008,1992,3,"Medium",4.425,NA
"1684",2008,"Sonagazi","2008-Sonagazi","BR25",2008,1992,3,"Medium",2.1,NA
"1685",2008,"Kustia","2008-Kustia","BR25",2008,1992,3,"Medium",4.675,NA
"1686",2009,"Barisal","2009-Barisal","BR25",2009,1992,3,"Medium",2.9,NA
"1687",2009,"Comilla","2009-Comilla","BR25",2009,1992,3,"Medium",3.383,NA
"1688",2009,"Gazipur","2009-Gazipur","BR25",2009,1992,3,"Medium",4.15,NA
"1689",2009,"Rajshahi","2009-Rajshahi","BR25",2009,1992,3,"Medium",4.06,NA
"1690",2009,"Rangpur","2009-Rangpur","BR25",2009,1992,3,"Medium",4.5,NA
"1691",2009,"Satkhira","2009-Satkhira","BR25",2009,1992,3,"Medium",3.6875,NA
"1692",2009,"Sonagazi","2009-Sonagazi","BR25",2009,1992,3,"Medium",1.95,NA
"1693",2009,"Kustia","2009-Kustia","BR25",2009,1992,3,"Medium",4.4,NA
"1694",2010,"Barisal","2010-Barisal","BR25",2010,1992,3,"Medium",3.745,NA
"1695",2010,"Comilla","2010-Comilla","BR25",2010,1992,3,"Medium",4.451,NA
"1696",2010,"Gazipur","2010-Gazipur","BR25",2010,1992,3,"Medium",3.35,NA
"1697",2010,"Rajshahi","2010-Rajshahi","BR25",2010,1992,3,"Medium",5.03,NA
"1698",2010,"Rangpur","2010-Rangpur","BR25",2010,1992,3,"Medium",3.8,NA
"1699",2010,"Satkhira","2010-Satkhira","BR25",2010,1992,3,"Medium",4.05625,NA
"1700",2010,"Sonagazi","2010-Sonagazi","BR25",2010,1992,3,"Medium",4.25,NA
"1701",2010,"Kustia","2010-Kustia","BR25",2010,1992,3,"Medium",4.8,NA
"1702",2011,"Barisal","2011-Barisal","BR25",2011,1992,3,"Medium",4.59,NA
"1703",2011,"Comilla","2011-Comilla","BR25",2011,1992,3,"Medium",2.46,NA
"1704",2011,"Gazipur","2011-Gazipur","BR25",2011,1992,3,"Medium",5,NA
"1705",2011,"Rajshahi","2011-Rajshahi","BR25",2011,1992,3,"Medium",6,NA
"1706",2011,"Rangpur","2011-Rangpur","BR25",2011,1992,3,"Medium",3.7,NA
"1707",2011,"Satkhira","2011-Satkhira","BR25",2011,1992,3,"Medium",3.871875,NA
"1708",2011,"Sonagazi","2011-Sonagazi","BR25",2011,1992,3,"Medium",6.6,NA
"1709",2011,"Kustia","2011-Kustia","BR25",2011,1992,3,"Medium",4.71,NA
"1710",2012,"Kustia","2012-Kustia","BR25",2012,1992,3,"Medium",5.14,NA
"1711",2012,"Sonagazi","2012-Sonagazi","BR25",2012,1992,3,"Medium",4.41,NA
"1712",2012,"Comilla","2012-Comilla","BR25",2012,1992,3,"Medium",4.39,NA
"1713",2012,"Gazipur","2012-Gazipur","BR25",2012,1992,3,"Medium",3.785,NA
"1714",2012,"Rajshahi","2012-Rajshahi","BR25",2012,1992,3,"Medium",5.45,NA
"1715",2012,"Rangpur","2012-Rangpur","BR25",2012,1992,3,"Medium",1.9,NA
"1716",2012,"Satkhira","2012-Satkhira","BR25",2012,1992,3,"Medium",3.015,NA
"1717",2012,"Barisal","2012-Barisal","BR25",2012,1992,3,"Medium",4.13,NA
"1718",2013,"Kustia","2013-Kustia","BR25",2013,1992,3,"Medium",4.3,NA
"1719",2013,"Sonagazi","2013-Sonagazi","BR25",2013,1992,3,"Medium",4.51,NA
"1720",2013,"Comilla","2013-Comilla","BR25",2013,1992,3,"Medium",3.94,NA
"1721",2013,"Gazipur","2013-Gazipur","BR25",2013,1992,3,"Medium",4.11,NA
"1722",2013,"Rajshahi","2013-Rajshahi","BR25",2013,1992,3,"Medium",1.82,NA
"1723",2013,"Rangpur","2013-Rangpur","BR25",2013,1992,3,"Medium",2.6,NA
"1724",2013,"Barisal","2013-Barisal","BR25",2013,1992,3,"Medium",3.85,NA
"1725",2014,"Kustia","2014-Kustia","BR25",2014,1992,3,"Medium",5.69,NA
"1726",2014,"Sonagazi","2014-Sonagazi","BR25",2014,1992,3,"Medium",2.64,NA
"1727",2014,"Comilla","2014-Comilla","BR25",2014,1992,3,"Medium",4.12,NA
"1728",2014,"Gazipur","2014-Gazipur","BR25",2014,1992,3,"Medium",5.1,NA
"1729",2014,"Rajshahi","2014-Rajshahi","BR25",2014,1992,3,"Medium",7.681488372,NA
"1730",2014,"Rangpur","2014-Rangpur","BR25",2014,1992,3,"Medium",3.3,NA
"1731",2014,"Satkhira","2014-Satkhira","BR25",2014,1992,3,"Medium",5.18,NA
"1732",2014,"Bhanga","2014-Bhanga","BR25",2014,1992,3,"Medium",5.25,NA
"1741",2001,"Barisal","2001-Barisal","BR3",2001,1973,1,"Medium",2.05,NA
"1742",2001,"Comilla","2001-Comilla","BR3",2001,1973,1,"Medium",3.388139535,NA
"1743",2001,"Gazipur","2001-Gazipur","BR3",2001,1973,1,"Medium",4.565581395,NA
"1744",2001,"Rajshahi","2001-Rajshahi","BR3",2001,1973,1,"Medium",3.59,NA
"1745",2001,"Rangpur","2001-Rangpur","BR3",2001,1973,1,"Medium",3.86252907,NA
"1746",2001,"Satkhira","2001-Satkhira","BR3",2001,1973,1,"Medium",5.057383721,NA
"1747",2001,"Sonagazi","2001-Sonagazi","BR3",2001,1973,1,"Medium",4.465116279,NA
"1748",2002,"Barisal","2002-Barisal","BR3",2002,1973,1,"Medium",4.2,NA
"1749",2002,"Comilla","2002-Comilla","BR3",2002,1973,1,"Medium",4,NA
"1750",2002,"Gazipur","2002-Gazipur","BR3",2002,1973,1,"Medium",3.075980233,NA
"1751",2002,"Rajshahi","2002-Rajshahi","BR3",2002,1973,1,"Medium",3.889,NA
"1752",2002,"Rangpur","2002-Rangpur","BR3",2002,1973,1,"Medium",3.57,NA
"1753",2002,"Satkhira","2002-Satkhira","BR3",2002,1973,1,"Medium",4.906395349,NA
"1754",2002,"Sonagazi","2002-Sonagazi","BR3",2002,1973,1,"Medium",4.764116279,NA
"1755",2003,"Barisal","2003-Barisal","BR3",2003,1973,1,"Medium",3.581395349,NA
"1756",2003,"Comilla","2003-Comilla","BR3",2003,1973,1,"Medium",2.362186047,NA
"1757",2003,"Gazipur","2003-Gazipur","BR3",2003,1973,1,"Medium",1.628825581,NA
"1758",2003,"Rajshahi","2003-Rajshahi","BR3",2003,1973,1,"Medium",3.7395,NA
"1759",2003,"Rangpur","2003-Rangpur","BR3",2003,1973,1,"Medium",4.15505814,NA
"1760",2003,"Satkhira","2003-Satkhira","BR3",2003,1973,1,"Medium",5.208372093,NA
"1761",2003,"Sonagazi","2003-Sonagazi","BR3",2003,1973,1,"Medium",2.79,NA
"1762",2004,"Barisal","2004-Barisal","BR3",2004,1973,1,"Medium",2.584523509,NA
"1763",2004,"Comilla","2004-Comilla","BR3",2004,1973,1,"Medium",2.320639535,NA
"1764",2004,"Gazipur","2004-Gazipur","BR3",2004,1973,1,"Medium",3.490930233,NA
"1765",2004,"Rajshahi","2004-Rajshahi","BR3",2004,1973,1,"Medium",2.824011628,NA
"1766",2004,"Rangpur","2004-Rangpur","BR3",2004,1973,1,"Medium",3.59,NA
"1767",2004,"Satkhira","2004-Satkhira","BR3",2004,1973,1,"Medium",5.586976744,NA
"1768",2004,"Sonagazi","2004-Sonagazi","BR3",2004,1973,1,"Medium",3.162790698,NA
"1769",2004,"Kustia","2004-Kustia","BR3",2004,1973,1,"Medium",2.619125581,NA
"1770",2005,"Barisal","2005-Barisal","BR3",2005,1973,1,"Medium",1.618,NA
"1771",2005,"Comilla","2005-Comilla","BR3",2005,1973,1,"Medium",3.786046512,NA
"1772",2005,"Gazipur","2005-Gazipur","BR3",2005,1973,1,"Medium",2.01627907,NA
"1773",2005,"Rajshahi","2005-Rajshahi","BR3",2005,1973,1,"Medium",3.791162791,NA
"1774",2005,"Rangpur","2005-Rangpur","BR3",2005,1973,1,"Medium",3.151829966,NA
"1775",2005,"Satkhira","2005-Satkhira","BR3",2005,1973,1,"Medium",6.344186047,NA
"1776",2005,"Sonagazi","2005-Sonagazi","BR3",2005,1973,1,"Medium",2.76,NA
"1777",2005,"Kustia","2005-Kustia","BR3",2005,1973,1,"Medium",4.458767442,NA
"1778",2006,"Barisal","2006-Barisal","BR3",2006,1973,1,"Medium",2.3,NA
"1779",2006,"Comilla","2006-Comilla","BR3",2006,1973,1,"Medium",1.02,NA
"1780",2006,"Gazipur","2006-Gazipur","BR3",2006,1973,1,"Medium",4.5,NA
"1781",2006,"Rajshahi","2006-Rajshahi","BR3",2006,1973,1,"Medium",3.5,NA
"1782",2006,"Rangpur","2006-Rangpur","BR3",2006,1973,1,"Medium",5.25,NA
"1783",2006,"Satkhira","2006-Satkhira","BR3",2006,1973,1,"Medium",3.6,NA
"1784",2006,"Sonagazi","2006-Sonagazi","BR3",2006,1973,1,"Medium",0.73,NA
"1785",2006,"Kustia","2006-Kustia","BR3",2006,1973,1,"Medium",4.79,NA
"1786",2007,"Barisal","2007-Barisal","BR3",2007,1973,1,"Medium",4.728,NA
"1787",2007,"Comilla","2007-Comilla","BR3",2007,1973,1,"Medium",3.45,NA
"1788",2007,"Gazipur","2007-Gazipur","BR3",2007,1973,1,"Medium",3.65,NA
"1789",2007,"Rajshahi","2007-Rajshahi","BR3",2007,1973,1,"Medium",3.5,NA
"1790",2007,"Rangpur","2007-Rangpur","BR3",2007,1973,1,"Medium",2.6,NA
"1791",2007,"Satkhira","2007-Satkhira","BR3",2007,1973,1,"Medium",3,NA
"1792",2007,"Sonagazi","2007-Sonagazi","BR3",2007,1973,1,"Medium",2.53,NA
"1793",2007,"Kustia","2007-Kustia","BR3",2007,1973,1,"Medium",3.62,NA
"1794",2008,"Barisal","2008-Barisal","BR3",2008,1973,1,"Medium",3.314,NA
"1795",2008,"Comilla","2008-Comilla","BR3",2008,1973,1,"Medium",2.255,NA
"1796",2008,"Gazipur","2008-Gazipur","BR3",2008,1973,1,"Medium",4.5,NA
"1797",2008,"Rajshahi","2008-Rajshahi","BR3",2008,1973,1,"Medium",3.17,NA
"1798",2008,"Rangpur","2008-Rangpur","BR3",2008,1973,1,"Medium",4.1,NA
"1799",2008,"Satkhira","2008-Satkhira","BR3",2008,1973,1,"Medium",3.3,NA
"1800",2008,"Sonagazi","2008-Sonagazi","BR3",2008,1973,1,"Medium",2,NA
"1801",2008,"Kustia","2008-Kustia","BR3",2008,1973,1,"Medium",3.51,NA
"1802",2009,"Barisal","2009-Barisal","BR3",2009,1973,1,"Medium",1.9,NA
"1803",2009,"Comilla","2009-Comilla","BR3",2009,1973,1,"Medium",3.1025,NA
"1804",2009,"Gazipur","2009-Gazipur","BR3",2009,1973,1,"Medium",3.35,NA
"1805",2009,"Rajshahi","2009-Rajshahi","BR3",2009,1973,1,"Medium",3.335,NA
"1806",2009,"Rangpur","2009-Rangpur","BR3",2009,1973,1,"Medium",2.8,NA
"1807",2009,"Satkhira","2009-Satkhira","BR3",2009,1973,1,"Medium",3.15,NA
"1808",2009,"Sonagazi","2009-Sonagazi","BR3",2009,1973,1,"Medium",1,NA
"1809",2009,"Kustia","2009-Kustia","BR3",2009,1973,1,"Medium",3.4,NA
"1810",2010,"Barisal","2010-Barisal","BR3",2010,1973,1,"Medium",2.47,NA
"1811",2010,"Comilla","2010-Comilla","BR3",2010,1973,1,"Medium",3.95,NA
"1812",2010,"Gazipur","2010-Gazipur","BR3",2010,1973,1,"Medium",4.3,NA
"1813",2010,"Rajshahi","2010-Rajshahi","BR3",2010,1973,1,"Medium",4.2675,NA
"1814",2010,"Rangpur","2010-Rangpur","BR3",2010,1973,1,"Medium",2.5,NA
"1815",2010,"Satkhira","2010-Satkhira","BR3",2010,1973,1,"Medium",3.225,NA
"1816",2010,"Sonagazi","2010-Sonagazi","BR3",2010,1973,1,"Medium",4.1,NA
"1817",2010,"Kustia","2010-Kustia","BR3",2010,1973,1,"Medium",6,NA
"1818",2011,"Barisal","2011-Barisal","BR3",2011,1973,1,"Medium",3.04,NA
"1819",2011,"Comilla","2011-Comilla","BR3",2011,1973,1,"Medium",3.7,NA
"1820",2011,"Gazipur","2011-Gazipur","BR3",2011,1973,1,"Medium",1.3,NA
"1821",2011,"Rajshahi","2011-Rajshahi","BR3",2011,1973,1,"Medium",5.2,NA
"1822",2011,"Rangpur","2011-Rangpur","BR3",2011,1973,1,"Medium",2.5,NA
"1823",2011,"Satkhira","2011-Satkhira","BR3",2011,1973,1,"Medium",3.1875,NA
"1824",2011,"Sonagazi","2011-Sonagazi","BR3",2011,1973,1,"Medium",3.5,NA
"1825",2011,"Kustia","2011-Kustia","BR3",2011,1973,1,"Medium",4.37,NA
"1826",2012,"Kustia","2012-Kustia","BR3",2012,1973,1,"Medium",4.44,NA
"1827",2012,"Sonagazi","2012-Sonagazi","BR3",2012,1973,1,"Medium",3.95,NA
"1828",2012,"Comilla","2012-Comilla","BR3",2012,1973,1,"Medium",6.588,NA
"1829",2012,"Gazipur","2012-Gazipur","BR3",2012,1973,1,"Medium",3.504,NA
"1830",2012,"Rajshahi","2012-Rajshahi","BR3",2012,1973,1,"Medium",6.08,NA
"1831",2012,"Rangpur","2012-Rangpur","BR3",2012,1973,1,"Medium",2.4,NA
"1832",2012,"Satkhira","2012-Satkhira","BR3",2012,1973,1,"Medium",2.81,NA
"1833",2012,"Barisal","2012-Barisal","BR3",2012,1973,1,"Medium",3.22,NA
"1834",2013,"Kustia","2013-Kustia","BR3",2013,1973,1,"Medium",3.4,NA
"1835",2013,"Sonagazi","2013-Sonagazi","BR3",2013,1973,1,"Medium",3.83,NA
"1836",2013,"Comilla","2013-Comilla","BR3",2013,1973,1,"Medium",2.18,NA
"1837",2013,"Gazipur","2013-Gazipur","BR3",2013,1973,1,"Medium",4.53,NA
"1838",2013,"Rajshahi","2013-Rajshahi","BR3",2013,1973,1,"Medium",5.24,NA
"1839",2013,"Rangpur","2013-Rangpur","BR3",2013,1973,1,"Medium",3,NA
"1840",2013,"Barisal","2013-Barisal","BR3",2013,1973,1,"Medium",3.72,NA
"1841",2014,"Kustia","2014-Kustia","BR3",2014,1973,1,"Medium",4.99,NA
"1842",2014,"Sonagazi","2014-Sonagazi","BR3",2014,1973,1,"Medium",3.52,NA
"1843",2014,"Comilla","2014-Comilla","BR3",2014,1973,1,"Medium",3.18,NA
"1844",2014,"Gazipur","2014-Gazipur","BR3",2014,1973,1,"Medium",4.8,NA
"1845",2014,"Rajshahi","2014-Rajshahi","BR3",2014,1973,1,"Medium",3.904744186,NA
"1846",2014,"Rangpur","2014-Rangpur","BR3",2014,1973,1,"Medium",4,NA
"1847",2014,"Satkhira","2014-Satkhira","BR3",2014,1973,1,"Medium",4.51,NA
"1848",2014,"Bhanga","2014-Bhanga","BR3",2014,1973,1,"Medium",3.25,NA
"1857",2001,"Barisal","2001-Barisal","BR3",2001,1973,2,"Medium",2.08,NA
"1858",2001,"Comilla","2001-Comilla","BR3",2001,1973,2,"Medium",2.584302326,NA
"1859",2001,"Gazipur","2001-Gazipur","BR3",2001,1973,2,"Medium",3.899767442,NA
"1860",2001,"Rajshahi","2001-Rajshahi","BR3",2001,1973,2,"Medium",3.12,NA
"1861",2001,"Rangpur","2001-Rangpur","BR3",2001,1973,2,"Medium",3.603313953,NA
"1862",2001,"Satkhira","2001-Satkhira","BR3",2001,1973,2,"Medium",5.073139535,NA
"1863",2001,"Sonagazi","2001-Sonagazi","BR3",2001,1973,2,"Medium",3.899767442,NA
"1864",2002,"Barisal","2002-Barisal","BR3",2002,1973,2,"Medium",3.8,NA
"1865",2002,"Comilla","2002-Comilla","BR3",2002,1973,2,"Medium",3.7,NA
"1866",2002,"Gazipur","2002-Gazipur","BR3",2002,1973,2,"Medium",2.937961395,NA
"1867",2002,"Rajshahi","2002-Rajshahi","BR3",2002,1973,2,"Medium",3.419,NA
"1868",2002,"Rangpur","2002-Rangpur","BR3",2002,1973,2,"Medium",3.42,NA
"1869",2002,"Satkhira","2002-Satkhira","BR3",2002,1973,2,"Medium",4.835581395,NA
"1870",2002,"Sonagazi","2002-Sonagazi","BR3",2002,1973,2,"Medium",4.198767442,NA
"1871",2003,"Barisal","2003-Barisal","BR3",2003,1973,2,"Medium",3.679534884,NA
"1872",2003,"Comilla","2003-Comilla","BR3",2003,1973,2,"Medium",1.999227907,NA
"1873",2003,"Gazipur","2003-Gazipur","BR3",2003,1973,2,"Medium",1.837674419,NA
"1874",2003,"Rajshahi","2003-Rajshahi","BR3",2003,1973,2,"Medium",3.2695,NA
"1875",2003,"Rangpur","2003-Rangpur","BR3",2003,1973,2,"Medium",3.786627907,NA
"1876",2003,"Satkhira","2003-Satkhira","BR3",2003,1973,2,"Medium",5.310697674,NA
"1877",2003,"Sonagazi","2003-Sonagazi","BR3",2003,1973,2,"Medium",2.85,NA
"1878",2004,"Barisal","2004-Barisal","BR3",2004,1973,2,"Medium",2.380482179,NA
"1879",2004,"Comilla","2004-Comilla","BR3",2004,1973,2,"Medium",2.08915814,NA
"1880",2004,"Gazipur","2004-Gazipur","BR3",2004,1973,2,"Medium",2.593023256,NA
"1881",2004,"Rajshahi","2004-Rajshahi","BR3",2004,1973,2,"Medium",2.462209302,NA
"1882",2004,"Rangpur","2004-Rangpur","BR3",2004,1973,2,"Medium",3.49,NA
"1883",2004,"Satkhira","2004-Satkhira","BR3",2004,1973,2,"Medium",5.505116279,NA
"1884",2004,"Sonagazi","2004-Sonagazi","BR3",2004,1973,2,"Medium",3.778435518,NA
"1885",2004,"Kustia","2004-Kustia","BR3",2004,1973,2,"Medium",2.310537209,NA
"1886",2005,"Barisal","2005-Barisal","BR3",2005,1973,2,"Medium",2.193,NA
"1887",2005,"Comilla","2005-Comilla","BR3",2005,1973,2,"Medium",3.244651163,NA
"1888",2005,"Gazipur","2005-Gazipur","BR3",2005,1973,2,"Medium",4.092383721,NA
"1889",2005,"Rajshahi","2005-Rajshahi","BR3",2005,1973,2,"Medium",3.1,NA
"1890",2005,"Rangpur","2005-Rangpur","BR3",2005,1973,2,"Medium",1.728886169,NA
"1891",2005,"Satkhira","2005-Satkhira","BR3",2005,1973,2,"Medium",6.548837209,NA
"1892",2005,"Sonagazi","2005-Sonagazi","BR3",2005,1973,2,"Medium",3.03,NA
"1893",2005,"Kustia","2005-Kustia","BR3",2005,1973,2,"Medium",4.301,NA
"1894",2006,"Barisal","2006-Barisal","BR3",2006,1973,2,"Medium",2.9,NA
"1895",2006,"Comilla","2006-Comilla","BR3",2006,1973,2,"Medium",1.25,NA
"1896",2006,"Gazipur","2006-Gazipur","BR3",2006,1973,2,"Medium",4.1,NA
"1897",2006,"Rajshahi","2006-Rajshahi","BR3",2006,1973,2,"Medium",3.6,NA
"1898",2006,"Rangpur","2006-Rangpur","BR3",2006,1973,2,"Medium",3.25,NA
"1899",2006,"Satkhira","2006-Satkhira","BR3",2006,1973,2,"Medium",3.8,NA
"1900",2006,"Sonagazi","2006-Sonagazi","BR3",2006,1973,2,"Medium",1.65,NA
"1901",2006,"Kustia","2006-Kustia","BR3",2006,1973,2,"Medium",4.65,NA
"1902",2007,"Barisal","2007-Barisal","BR3",2007,1973,2,"Medium",4.845,NA
"1903",2007,"Comilla","2007-Comilla","BR3",2007,1973,2,"Medium",3.78,NA
"1904",2007,"Gazipur","2007-Gazipur","BR3",2007,1973,2,"Medium",3.4,NA
"1905",2007,"Rajshahi","2007-Rajshahi","BR3",2007,1973,2,"Medium",3.2,NA
"1906",2007,"Rangpur","2007-Rangpur","BR3",2007,1973,2,"Medium",2.45,NA
"1907",2007,"Satkhira","2007-Satkhira","BR3",2007,1973,2,"Medium",2.2,NA
"1908",2007,"Sonagazi","2007-Sonagazi","BR3",2007,1973,2,"Medium",2.73,NA
"1909",2007,"Kustia","2007-Kustia","BR3",2007,1973,2,"Medium",3.93,NA
"1910",2008,"Barisal","2008-Barisal","BR3",2008,1973,2,"Medium",3.5725,NA
"1911",2008,"Comilla","2008-Comilla","BR3",2008,1973,2,"Medium",2.465,NA
"1912",2008,"Gazipur","2008-Gazipur","BR3",2008,1973,2,"Medium",4.1,NA
"1913",2008,"Rajshahi","2008-Rajshahi","BR3",2008,1973,2,"Medium",3.19,NA
"1914",2008,"Rangpur","2008-Rangpur","BR3",2008,1973,2,"Medium",3.6,NA
"1915",2008,"Satkhira","2008-Satkhira","BR3",2008,1973,2,"Medium",3,NA
"1916",2008,"Sonagazi","2008-Sonagazi","BR3",2008,1973,2,"Medium",2,NA
"1917",2008,"Kustia","2008-Kustia","BR3",2008,1973,2,"Medium",4.315,NA
"1918",2009,"Barisal","2009-Barisal","BR3",2009,1973,2,"Medium",2.3,NA
"1919",2009,"Comilla","2009-Comilla","BR3",2009,1973,2,"Medium",3.1525,NA
"1920",2009,"Gazipur","2009-Gazipur","BR3",2009,1973,2,"Medium",2.8,NA
"1921",2009,"Rajshahi","2009-Rajshahi","BR3",2009,1973,2,"Medium",3.195,NA
"1922",2009,"Rangpur","2009-Rangpur","BR3",2009,1973,2,"Medium",2.9,NA
"1923",2009,"Satkhira","2009-Satkhira","BR3",2009,1973,2,"Medium",2.6,NA
"1924",2009,"Sonagazi","2009-Sonagazi","BR3",2009,1973,2,"Medium",1,NA
"1925",2009,"Kustia","2009-Kustia","BR3",2009,1973,2,"Medium",4.7,NA
"1926",2010,"Barisal","2010-Barisal","BR3",2010,1973,2,"Medium",2.425,NA
"1927",2010,"Comilla","2010-Comilla","BR3",2010,1973,2,"Medium",3.84,NA
"1928",2010,"Gazipur","2010-Gazipur","BR3",2010,1973,2,"Medium",3.2,NA
"1929",2010,"Rajshahi","2010-Rajshahi","BR3",2010,1973,2,"Medium",4.0475,NA
"1930",2010,"Rangpur","2010-Rangpur","BR3",2010,1973,2,"Medium",1.9,NA
"1931",2010,"Satkhira","2010-Satkhira","BR3",2010,1973,2,"Medium",2.8,NA
"1932",2010,"Sonagazi","2010-Sonagazi","BR3",2010,1973,2,"Medium",4.06,NA
"1933",2010,"Kustia","2010-Kustia","BR3",2010,1973,2,"Medium",6.5,NA
"1934",2011,"Barisal","2011-Barisal","BR3",2011,1973,2,"Medium",2.55,NA
"1935",2011,"Comilla","2011-Comilla","BR3",2011,1973,2,"Medium",3.54,NA
"1936",2011,"Gazipur","2011-Gazipur","BR3",2011,1973,2,"Medium",4.25,NA
"1937",2011,"Rajshahi","2011-Rajshahi","BR3",2011,1973,2,"Medium",4.9,NA
