"","Y","L","Env","tj","ri","Group","G","adjmean","se","ErrVar","w"
"2956","2006","Gazipur","2006-Gazipur",2006,1994,"Medium","BRRI dhan31",3.83333333333333,0.117716247857925,0.0138571150097483,72.165093476998
"3280","2006","Gazipur","2006-Gazipur",2006,1994,"Medium","BRRI dhan32",4.46666666666667,0.117716247857925,0.0138571150097483,72.165093476998
"3604","2006","Gazipur","2006-Gazipur",2006,1997,"Short","BRRI dhan33",3.06666666666667,0.117716247857925,0.0138571150097483,72.165093476998
"3927","2006","Gazipur","2006-Gazipur",2006,1997,"Aromatic","BRRI dhan34",2.23333333333333,0.117716247857925,0.0138571150097483,72.165093476998
"4251","2006","Gazipur","2006-Gazipur",2006,1998,"Aromatic","BRRI dhan37",2.91666666666667,0.117716247857925,0.0138571150097483,72.165093476998
"4575","2006","Gazipur","2006-Gazipur",2006,1998,"Aromatic","BRRI dhan38",3.23333333333333,0.117716247857925,0.0138571150097483,72.165093476998
"4899","2006","Gazipur","2006-Gazipur",2006,1999,"Short","BRRI dhan39",4.73333333333333,0.117716247857925,0.0138571150097483,72.165093476998
"5209","2006","Gazipur","2006-Gazipur",2006,2003,"Stress","BRRI dhan40",3.76666666666667,0.117716247857925,0.0138571150097483,72.165093476998
"5491","2006","Gazipur","2006-Gazipur",2006,2003,"Stress","BRRI dhan41",4.11666666666667,0.117716247857925,0.0138571150097483,72.165093476998
"5750","2006","Gazipur","2006-Gazipur",2006,2005,"Stress","BRRI dhan44",4.57666666666667,0.117716247857925,0.0138571150097483,72.165093476998
"41","2006","Rajshahi","2006-Rajshahi",2006,1980,"Long","BR10",5.33333333333332,0.156217264277109,0.024403833658224,40.9771683418685
"365","2006","Rajshahi","2006-Rajshahi",2006,1980,"Medium","BR11",5.46666666666667,0.156217264277109,0.024403833658224,40.9771683418684
"689","2006","Rajshahi","2006-Rajshahi",2006,1988,"Long","BR22",5.13333333333333,0.156217264277109,0.024403833658224,40.9771683418684
"1013","2006","Rajshahi","2006-Rajshahi",2006,1988,"Long","BR23",4.53333333333333,0.156217264277109,0.024403833658224,40.9771683418684
"1337","2006","Rajshahi","2006-Rajshahi",2006,1992,"Medium","BR25",3.4,0.156217264277109,0.024403833658224,40.9771683418684
"1661","2006","Rajshahi","2006-Rajshahi",2006,1973,"Medium","BR3",3.43333333333333,0.156217264277109,0.024403833658224,40.9771683418684
"1985","2006","Rajshahi","2006-Rajshahi",2006,1975,"Medium","BR4",4.6,0.156217264277109,0.024403833658224,40.9771683418684
"2309","2006","Rajshahi","2006-Rajshahi",2006,1976,"Aromatic","BR5",2.56666666666667,0.156217264277109,0.024403833658224,40.9771683418684
"2633","2006","Rajshahi","2006-Rajshahi",2006,1994,"Medium","BRRI dhan30",4,0.156217264277109,0.024403833658224,40.9771683418684
"2957","2006","Rajshahi","2006-Rajshahi",2006,1994,"Medium","BRRI dhan31",3.53333333333333,0.156217264277109,0.024403833658224,40.9771683418684
"3281","2006","Rajshahi","2006-Rajshahi",2006,1994,"Medium","BRRI dhan32",4,0.156217264277109,0.024403833658224,40.9771683418684
"3605","2006","Rajshahi","2006-Rajshahi",2006,1997,"Short","BRRI dhan33",3.36666666666667,0.156217264277109,0.024403833658224,40.9771683418684
"3928","2006","Rajshahi","2006-Rajshahi",2006,1997,"Aromatic","BRRI dhan34",3.31666666666667,0.156217264277109,0.024403833658224,40.9771683418684
"4252","2006","Rajshahi","2006-Rajshahi",2006,1998,"Aromatic","BRRI dhan37",3.36666666666667,0.156217264277109,0.024403833658224,40.9771683418684
"4576","2006","Rajshahi","2006-Rajshahi",2006,1998,"Aromatic","BRRI dhan38",2.9,0.156217264277109,0.024403833658224,40.9771683418684
"4900","2006","Rajshahi","2006-Rajshahi",2006,1999,"Short","BRRI dhan39",4.2,0.156217264277109,0.024403833658224,40.9771683418684
"5210","2006","Rajshahi","2006-Rajshahi",2006,2003,"Stress","BRRI dhan40",3.8,0.156217264277109,0.024403833658224,40.9771683418684
"5492","2006","Rajshahi","2006-Rajshahi",2006,2003,"Stress","BRRI dhan41",4.9,0.156217264277109,0.024403833658224,40.9771683418684
"5751","2006","Rajshahi","2006-Rajshahi",2006,2005,"Stress","BRRI dhan44",3.83333333333333,0.156217264277109,0.024403833658224,40.9771683418684
"42","2006","Rangpur","2006-Rangpur",2006,1980,"Long","BR10",4.93333333333332,0.460449236462258,0.212013499358676,4.7166807916709
"366","2006","Rangpur","2006-Rangpur",2006,1980,"Medium","BR11",5.13333333333333,0.460449236462259,0.212013499358677,4.71668079167089
"690","2006","Rangpur","2006-Rangpur",2006,1988,"Long","BR22",4.11666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"1014","2006","Rangpur","2006-Rangpur",2006,1988,"Long","BR23",3.16666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"1338","2006","Rangpur","2006-Rangpur",2006,1992,"Medium","BR25",2.9,0.460449236462259,0.212013499358677,4.71668079167089
"1662","2006","Rangpur","2006-Rangpur",2006,1973,"Medium","BR3",4.3,0.460449236462259,0.212013499358677,4.71668079167089
"1986","2006","Rangpur","2006-Rangpur",2006,1975,"Medium","BR4",4.41666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"2310","2006","Rangpur","2006-Rangpur",2006,1976,"Aromatic","BR5",2.45,0.460449236462259,0.212013499358677,4.71668079167089
"2634","2006","Rangpur","2006-Rangpur",2006,1994,"Medium","BRRI dhan30",4.86666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"2958","2006","Rangpur","2006-Rangpur",2006,1994,"Medium","BRRI dhan31",4.01666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"3282","2006","Rangpur","2006-Rangpur",2006,1994,"Medium","BRRI dhan32",4.83333333333333,0.460449236462259,0.212013499358677,4.71668079167089
"3606","2006","Rangpur","2006-Rangpur",2006,1997,"Short","BRRI dhan33",1.95952380966667,0.460449236462259,0.212013499358677,4.71668079167089
"3929","2006","Rangpur","2006-Rangpur",2006,1997,"Aromatic","BRRI dhan34",2.85,0.460449236462259,0.212013499358677,4.71668079167089
"4253","2006","Rangpur","2006-Rangpur",2006,1998,"Aromatic","BRRI dhan37",2.31666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"4577","2006","Rangpur","2006-Rangpur",2006,1998,"Aromatic","BRRI dhan38",2.05,0.460449236462259,0.212013499358677,4.71668079167089
"4901","2006","Rangpur","2006-Rangpur",2006,1999,"Short","BRRI dhan39",3.11666666666667,0.460449236462259,0.212013499358677,4.71668079167089
"5211","2006","Rangpur","2006-Rangpur",2006,2003,"Stress","BRRI dhan40",4.05,0.460449236462258,0.212013499358677,4.71668079167089
"5493","2006","Rangpur","2006-Rangpur",2006,2003,"Stress","BRRI dhan41",3.93333333333333,0.460449236462259,0.212013499358677,4.71668079167089
"5752","2006","Rangpur","2006-Rangpur",2006,2005,"Stress","BRRI dhan44",4.2,0.460449236462259,0.212013499358677,4.71668079167089
"43","2006","Satkhira","2006-Satkhira",2006,1980,"Long","BR10",5.71666666666667,0.0922209892117778,0.00850471085119885,117.581892846955
"367","2006","Satkhira","2006-Satkhira",2006,1980,"Medium","BR11",4.61666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"691","2006","Satkhira","2006-Satkhira",2006,1988,"Long","BR22",6.01666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"1015","2006","Satkhira","2006-Satkhira",2006,1988,"Long","BR23",4.53333333333333,0.092220989211778,0.00850471085119887,117.581892846955
"1339","2006","Satkhira","2006-Satkhira",2006,1992,"Medium","BR25",5.95,0.092220989211778,0.00850471085119887,117.581892846955
"1663","2006","Satkhira","2006-Satkhira",2006,1973,"Medium","BR3",3.76666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"1987","2006","Satkhira","2006-Satkhira",2006,1975,"Medium","BR4",5.2,0.092220989211778,0.00850471085119887,117.581892846955
"2311","2006","Satkhira","2006-Satkhira",2006,1976,"Aromatic","BR5",2.98333333333333,0.092220989211778,0.00850471085119887,117.581892846955
"2635","2006","Satkhira","2006-Satkhira",2006,1994,"Medium","BRRI dhan30",6.03333333333333,0.092220989211778,0.00850471085119887,117.581892846955
"2959","2006","Satkhira","2006-Satkhira",2006,1994,"Medium","BRRI dhan31",4.41666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"3283","2006","Satkhira","2006-Satkhira",2006,1994,"Medium","BRRI dhan32",5.95,0.092220989211778,0.00850471085119887,117.581892846955
"3607","2006","Satkhira","2006-Satkhira",2006,1997,"Short","BRRI dhan33",2.61666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"3930","2006","Satkhira","2006-Satkhira",2006,1997,"Aromatic","BRRI dhan34",3.26666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"4254","2006","Satkhira","2006-Satkhira",2006,1998,"Aromatic","BRRI dhan37",2.7,0.092220989211778,0.00850471085119887,117.581892846955
"4578","2006","Satkhira","2006-Satkhira",2006,1998,"Aromatic","BRRI dhan38",3.01666666666667,0.092220989211778,0.00850471085119887,117.581892846955
"4902","2006","Satkhira","2006-Satkhira",2006,1999,"Short","BRRI dhan39",3.13333333333333,0.092220989211778,0.00850471085119887,117.581892846955
"5212","2006","Satkhira","2006-Satkhira",2006,2003,"Stress","BRRI dhan40",5.71666666666667,0.0922209892117779,0.00850471085119886,117.581892846955
"5494","2006","Satkhira","2006-Satkhira",2006,2003,"Stress","BRRI dhan41",4.35,0.092220989211778,0.00850471085119887,117.581892846955
"5753","2006","Satkhira","2006-Satkhira",2006,2005,"Stress","BRRI dhan44",4.98333333333333,0.092220989211778,0.00850471085119887,117.581892846955
"44","2006","Sonagazi","2006-Sonagazi",2006,1980,"Long","BR10",5.4733333333333,0.317058724163062,0.100526234567909,9.94765201639448
"368","2006","Sonagazi","2006-Sonagazi",2006,1980,"Medium","BR11",5.04666666666667,0.317058724163062,0.100526234567909,9.94765201639446
"692","2006","Sonagazi","2006-Sonagazi",2006,1988,"Long","BR22",4.35666666666667,0.317058724163062,0.100526234567909,9.94765201639445
"1016","2006","Sonagazi","2006-Sonagazi",2006,1988,"Long","BR23",3.92333333333333,0.317058724163062,0.100526234567909,9.94765201639445
"1340","2006","Sonagazi","2006-Sonagazi",2006,1992,"Medium","BR25",1.88,0.317058724163062,0.100526234567909,9.94765201639445
"1664","2006","Sonagazi","2006-Sonagazi",2006,1973,"Medium","BR3",1.37666666666667,0.317058724163062,0.100526234567909,9.94765201639445
"1988","2006","Sonagazi","2006-Sonagazi",2006,1975,"Medium","BR4",3.96,0.317058724163062,0.100526234567909,9.94765201639445
"2312","2006","Sonagazi","2006-Sonagazi",2006,1976,"Aromatic","BR5",2.52333333333333,0.317058724163062,0.100526234567909,9.94765201639445
"2636","2006","Sonagazi","2006-Sonagazi",2006,1994,"Medium","BRRI dhan30",4.66666666666667,0.317058724163062,0.100526234567909,9.94765201639445
"2960","2006","Sonagazi","2006-Sonagazi",2006,1994,"Medium","BRRI dhan31",4.94666666666667,0.317058724163062,0.100526234567909,9.94765201639445
"3284","2006","Sonagazi","2006-Sonagazi",2006,1994,"Medium","BRRI dhan32",2.98,0.317058724163062,0.100526234567909,9.94765201639445
"3608","2006","Sonagazi","2006-Sonagazi",2006,1997,"Short","BRRI dhan33",2.22,0.317058724163062,0.100526234567909,9.94765201639445
"3931","2006","Sonagazi","2006-Sonagazi",2006,1997,"Aromatic","BRRI dhan34",2.91333333333333,0.317058724163062,0.100526234567909,9.94765201639446
"4255","2006","Sonagazi","2006-Sonagazi",2006,1998,"Aromatic","BRRI dhan37",3.02666666666667,0.317058724163062,0.100526234567909,9.94765201639446
"4579","2006","Sonagazi","2006-Sonagazi",2006,1998,"Aromatic","BRRI dhan38",2.87,0.317058724163062,0.100526234567909,9.94765201639446
"4903","2006","Sonagazi","2006-Sonagazi",2006,1999,"Short","BRRI dhan39",2.8,0.317058724163062,0.100526234567909,9.94765201639446
"5213","2006","Sonagazi","2006-Sonagazi",2006,2003,"Stress","BRRI dhan40",4.53,0.317058724163062,0.100526234567909,9.94765201639446
"5495","2006","Sonagazi","2006-Sonagazi",2006,2003,"Stress","BRRI dhan41",5.01333333333333,0.317058724163062,0.100526234567909,9.94765201639446
"5754","2006","Sonagazi","2006-Sonagazi",2006,2005,"Stress","BRRI dhan44",5.89666666666667,0.317058724163062,0.100526234567909,9.94765201639446
"45","2006","Kustia","2006-Kustia",2006,1980,"Long","BR10",6.18333333333328,0.235855141608741,0.0556276478232792,17.9766723766004
"369","2006","Kustia","2006-Kustia",2006,1980,"Medium","BR11",5.29333333333333,0.235855141608741,0.0556276478232793,17.9766723766004
"693","2006","Kustia","2006-Kustia",2006,1988,"Long","BR22",4.63,0.235855141608741,0.0556276478232793,17.9766723766004
"1017","2006","Kustia","2006-Kustia",2006,1988,"Long","BR23",4.98666666666667,0.235855141608741,0.0556276478232793,17.9766723766004
"1341","2006","Kustia","2006-Kustia",2006,1992,"Medium","BR25",3.99333333333333,0.235855141608741,0.0556276478232793,17.9766723766004
"1665","2006","Kustia","2006-Kustia",2006,1973,"Medium","BR3",4.68,0.235855141608741,0.0556276478232793,17.9766723766004
"1989","2006","Kustia","2006-Kustia",2006,1975,"Medium","BR4",6.03333333333333,0.235855141608741,0.0556276478232793,17.9766723766004
"2313","2006","Kustia","2006-Kustia",2006,1976,"Aromatic","BR5",5.59666666666667,0.235855141608741,0.0556276478232793,17.9766723766004
"2637","2006","Kustia","2006-Kustia",2006,1994,"Medium","BRRI dhan30",6.26666666666667,0.235855141608741,0.0556276478232793,17.9766723766004
"2961","2006","Kustia","2006-Kustia",2006,1994,"Medium","BRRI dhan31",6.06666666666667,0.235855141608741,0.0556276478232793,17.9766723766004
"3285","2006","Kustia","2006-Kustia",2006,1994,"Medium","BRRI dhan32",5.79,0.235855141608741,0.0556276478232793,17.9766723766004
"3609","2006","Kustia","2006-Kustia",2006,1997,"Short","BRRI dhan33",5.3,0.235855141608741,0.0556276478232793,17.9766723766004
"3932","2006","Kustia","2006-Kustia",2006,1997,"Aromatic","BRRI dhan34",3.48333333333333,0.235855141608741,0.0556276478232793,17.9766723766004
"4256","2006","Kustia","2006-Kustia",2006,1998,"Aromatic","BRRI dhan37",4.25,0.235855141608741,0.0556276478232793,17.9766723766004
"4580","2006","Kustia","2006-Kustia",2006,1998,"Aromatic","BRRI dhan38",4.18333333333333,0.235855141608741,0.0556276478232793,17.9766723766004
"4904","2006","Kustia","2006-Kustia",2006,1999,"Short","BRRI dhan39",4.76666666666667,0.235855141608741,0.0556276478232793,17.9766723766004
"5214","2006","Kustia","2006-Kustia",2006,2003,"Stress","BRRI dhan40",5.71333333333333,0.235855141608741,0.0556276478232793,17.9766723766004
"5496","2006","Kustia","2006-Kustia",2006,2003,"Stress","BRRI dhan41",3.45,0.235855141608741,0.0556276478232793,17.9766723766004
"5755","2006","Kustia","2006-Kustia",2006,2005,"Stress","BRRI dhan44",5.98,0.235855141608741,0.0556276478232793,17.9766723766004
"46","2007","Barisal","2007-Barisal",2007,1980,"Long","BR10",4.09216666666666,0.207144702509567,0.0429089277777771,23.3051733471166
"370","2007","Barisal","2007-Barisal",2007,1980,"Medium","BR11",3.65233333333333,0.207144702509567,0.0429089277777771,23.3051733471165
"694","2007","Barisal","2007-Barisal",2007,1988,"Long","BR22",2.56733333333333,0.207144702509567,0.0429089277777771,23.3051733471165
"1018","2007","Barisal","2007-Barisal",2007,1988,"Long","BR23",4.69716666666667,0.207144702509567,0.0429089277777771,23.3051733471165
"1342","2007","Barisal","2007-Barisal",2007,1992,"Medium","BR25",4.44316666666667,0.207144702509567,0.0429089277777771,23.3051733471165
"1666","2007","Barisal","2007-Barisal",2007,1973,"Medium","BR3",4.90216666666667,0.207144702509567,0.0429089277777771,23.3051733471165
"1990","2007","Barisal","2007-Barisal",2007,1975,"Medium","BR4",4.29733333333333,0.207144702509567,0.0429089277777771,23.3051733471165
"2314","2007","Barisal","2007-Barisal",2007,1976,"Aromatic","BR5",5.37816666666667,0.207144702509567,0.0429089277777771,23.3051733471165
"2638","2007","Barisal","2007-Barisal",2007,1994,"Medium","BRRI dhan30",4.96483333333333,0.207144702509567,0.0429089277777771,23.3051733471165
"2962","2007","Barisal","2007-Barisal",2007,1994,"Medium","BRRI dhan31",2.3,0.207144702509567,0.0429089277777771,23.3051733471165
"3286","2007","Barisal","2007-Barisal",2007,1994,"Medium","BRRI dhan32",2.6685,0.207144702509567,0.0429089277777771,23.3051733471166
"3610","2007","Barisal","2007-Barisal",2007,1997,"Short","BRRI dhan33",3.2635,0.207144702509567,0.0429089277777771,23.3051733471165
"3933","2007","Barisal","2007-Barisal",2007,1997,"Aromatic","BRRI dhan34",3.93083333333333,0.207144702509567,0.0429089277777771,23.3051733471165
"4257","2007","Barisal","2007-Barisal",2007,1998,"Aromatic","BRRI dhan37",1.9345,0.207144702509567,0.0429089277777771,23.3051733471166
"4581","2007","Barisal","2007-Barisal",2007,1998,"Aromatic","BRRI dhan38",4.55766666666667,0.207144702509567,0.0429089277777771,23.3051733471166
"4905","2007","Barisal","2007-Barisal",2007,1999,"Short","BRRI dhan39",4.75916666666667,0.207144702509567,0.0429089277777771,23.3051733471166
"5215","2007","Barisal","2007-Barisal",2007,2003,"Stress","BRRI dhan40",4.11716666666667,0.207144702509567,0.0429089277777771,23.3051733471166
"5497","2007","Barisal","2007-Barisal",2007,2003,"Stress","BRRI dhan41",3.00916666666667,0.207144702509567,0.0429089277777771,23.3051733471166
"5756","2007","Barisal","2007-Barisal",2007,2005,"Stress","BRRI dhan44",3.64,0.207144702509567,0.0429089277777771,23.3051733471166
"5961","2007","Barisal","2007-Barisal",2007,2007,"Long","BRRI dhan46",2.27666666666667,0.207144702509567,0.0429089277777771,23.3051733471166
"47","2007","Comilla","2007-Comilla",2007,1980,"Long","BR10",3.18666666666665,0.128486773950663,0.0165088510802487,60.5735671815713
"371","2007","Comilla","2007-Comilla",2007,1980,"Medium","BR11",3.28333333333333,0.128486773950663,0.0165088510802488,60.5735671815711
"695","2007","Comilla","2007-Comilla",2007,1988,"Long","BR22",4.17333333333333,0.128486773950663,0.0165088510802488,60.5735671815711
"1019","2007","Comilla","2007-Comilla",2007,1988,"Long","BR23",3.84,0.128486773950663,0.0165088510802488,60.5735671815711
"1343","2007","Comilla","2007-Comilla",2007,1992,"Medium","BR25",3.31666666666667,0.128486773950663,0.0165088510802488,60.5735671815711
"1667","2007","Comilla","2007-Comilla",2007,1973,"Medium","BR3",3.49666666666667,0.128486773950663,0.0165088510802488,60.5735671815711
"1991","2007","Comilla","2007-Comilla",2007,1975,"Medium","BR4",3.25333333333333,0.128486773950663,0.0165088510802488,60.5735671815711
"2315","2007","Comilla","2007-Comilla",2007,1976,"Aromatic","BR5",3.51333333333333,0.128486773950663,0.0165088510802488,60.5735671815711
"2639","2007","Comilla","2007-Comilla",2007,1994,"Medium","BRRI dhan30",3.31666666666667,0.128486773950663,0.0165088510802488,60.5735671815711
"2963","2007","Comilla","2007-Comilla",2007,1994,"Medium","BRRI dhan31",3.60666666666667,0.128486773950663,0.0165088510802488,60.5735671815711
"3287","2007","Comilla","2007-Comilla",2007,1994,"Medium","BRRI dhan32",4.21333333333333,0.128486773950663,0.0165088510802488,60.5735671815711
"3611","2007","Comilla","2007-Comilla",2007,1997,"Short","BRRI dhan33",4.28666666666667,0.128486773950663,0.0165088510802488,60.5735671815711
"3934","2007","Comilla","2007-Comilla",2007,1997,"Aromatic","BRRI dhan34",4.57,0.128486773950663,0.0165088510802488,60.5735671815711
"4258","2007","Comilla","2007-Comilla",2007,1998,"Aromatic","BRRI dhan37",3.05333333333333,0.128486773950663,0.0165088510802487,60.5735671815711
"4582","2007","Comilla","2007-Comilla",2007,1998,"Aromatic","BRRI dhan38",3.06666666666667,0.128486773950663,0.0165088510802487,60.5735671815711
"4906","2007","Comilla","2007-Comilla",2007,1999,"Short","BRRI dhan39",4.76291666666667,0.128486773950663,0.0165088510802487,60.5735671815711
"5216","2007","Comilla","2007-Comilla",2007,2003,"Stress","BRRI dhan40",4.91525,0.128486773950663,0.0165088510802487,60.5735671815711
"5498","2007","Comilla","2007-Comilla",2007,2003,"Stress","BRRI dhan41",3.22958333333333,0.128486773950663,0.0165088510802487,60.5735671815711
"5757","2007","Comilla","2007-Comilla",2007,2005,"Stress","BRRI dhan44",3.23333333333333,0.128486773950663,0.0165088510802487,60.5735671815711
"48","2007","Gazipur","2007-Gazipur",2007,1980,"Long","BR10",4.15333333333336,0.250121841654242,0.0625609356725099,15.9844156621112
"372","2007","Gazipur","2007-Gazipur",2007,1980,"Medium","BR11",4.11666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"696","2007","Gazipur","2007-Gazipur",2007,1988,"Long","BR22",2.41666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"1020","2007","Gazipur","2007-Gazipur",2007,1988,"Long","BR23",2.86666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"1344","2007","Gazipur","2007-Gazipur",2007,1992,"Medium","BR25",2.86666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"1668","2007","Gazipur","2007-Gazipur",2007,1973,"Medium","BR3",3.6,0.250121841654243,0.06256093567251,15.9844156621112
"1992","2007","Gazipur","2007-Gazipur",2007,1975,"Medium","BR4",3.88333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"2316","2007","Gazipur","2007-Gazipur",2007,1976,"Aromatic","BR5",2.98333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"2640","2007","Gazipur","2007-Gazipur",2007,1994,"Medium","BRRI dhan30",3.98333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"2964","2007","Gazipur","2007-Gazipur",2007,1994,"Medium","BRRI dhan31",3.48333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"3288","2007","Gazipur","2007-Gazipur",2007,1994,"Medium","BRRI dhan32",2.93333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"3612","2007","Gazipur","2007-Gazipur",2007,1997,"Short","BRRI dhan33",2.3,0.250121841654243,0.06256093567251,15.9844156621112
"3935","2007","Gazipur","2007-Gazipur",2007,1997,"Aromatic","BRRI dhan34",2.66666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"4259","2007","Gazipur","2007-Gazipur",2007,1998,"Aromatic","BRRI dhan37",3.01666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"4583","2007","Gazipur","2007-Gazipur",2007,1998,"Aromatic","BRRI dhan38",3.23333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"4907","2007","Gazipur","2007-Gazipur",2007,1999,"Short","BRRI dhan39",3.23333333333333,0.250121841654243,0.06256093567251,15.9844156621112
"5217","2007","Gazipur","2007-Gazipur",2007,2003,"Stress","BRRI dhan40",3.6,0.250121841654243,0.06256093567251,15.9844156621112
"5499","2007","Gazipur","2007-Gazipur",2007,2003,"Stress","BRRI dhan41",3.61666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"5758","2007","Gazipur","2007-Gazipur",2007,2005,"Stress","BRRI dhan44",3.95,0.250121841654243,0.06256093567251,15.9844156621112
"5962","2007","Gazipur","2007-Gazipur",2007,2007,"Long","BRRI dhan46",3.41666666666667,0.250121841654243,0.06256093567251,15.9844156621112
"49","2007","Rajshahi","2007-Rajshahi",2007,1980,"Long","BR10",5.40000000000002,0.196675587070954,0.0386812865497044,25.8522942021338
"373","2007","Rajshahi","2007-Rajshahi",2007,1980,"Medium","BR11",5.36666666666667,0.196675587070954,0.0386812865497045,25.8522942021338
"697","2007","Rajshahi","2007-Rajshahi",2007,1988,"Long","BR22",4.63333333333333,0.196675587070954,0.0386812865497045,25.8522942021338
"1021","2007","Rajshahi","2007-Rajshahi",2007,1988,"Long","BR23",4.43333333333333,0.196675587070954,0.0386812865497044,25.8522942021338
"1345","2007","Rajshahi","2007-Rajshahi",2007,1992,"Medium","BR25",5.2,0.196675587070954,0.0386812865497044,25.8522942021338
"1669","2007","Rajshahi","2007-Rajshahi",2007,1973,"Medium","BR3",3.33333333333333,0.196675587070954,0.0386812865497044,25.8522942021338
"1993","2007","Rajshahi","2007-Rajshahi",2007,1975,"Medium","BR4",4.3,0.196675587070954,0.0386812865497044,25.8522942021338
"2317","2007","Rajshahi","2007-Rajshahi",2007,1976,"Aromatic","BR5",2.63333333333333,0.196675587070954,0.0386812865497044,25.8522942021338
"2641","2007","Rajshahi","2007-Rajshahi",2007,1994,"Medium","BRRI dhan30",5.06666666666666,0.196675587070954,0.0386812865497044,25.8522942021338
"2965","2007","Rajshahi","2007-Rajshahi",2007,1994,"Medium","BRRI dhan31",5.46666666666667,0.196675587070954,0.0386812865497044,25.8522942021338
"3289","2007","Rajshahi","2007-Rajshahi",2007,1994,"Medium","BRRI dhan32",4.8,0.196675587070954,0.0386812865497044,25.8522942021338
"3613","2007","Rajshahi","2007-Rajshahi",2007,1997,"Short","BRRI dhan33",2.86666666666667,0.196675587070954,0.0386812865497044,25.8522942021338
"3936","2007","Rajshahi","2007-Rajshahi",2007,1997,"Aromatic","BRRI dhan34",3.1,0.196675587070954,0.0386812865497044,25.8522942021338
"4260","2007","Rajshahi","2007-Rajshahi",2007,1998,"Aromatic","BRRI dhan37",3.5,0.196675587070954,0.0386812865497044,25.8522942021338
"4584","2007","Rajshahi","2007-Rajshahi",2007,1998,"Aromatic","BRRI dhan38",2.9,0.196675587070954,0.0386812865497044,25.8522942021338
"4908","2007","Rajshahi","2007-Rajshahi",2007,1999,"Short","BRRI dhan39",3.2,0.196675587070954,0.0386812865497044,25.8522942021338
"5218","2007","Rajshahi","2007-Rajshahi",2007,2003,"Stress","BRRI dhan40",4.5,0.196675587070954,0.0386812865497044,25.8522942021338
"5500","2007","Rajshahi","2007-Rajshahi",2007,2003,"Stress","BRRI dhan41",5,0.196675587070954,0.0386812865497044,25.8522942021338
"5759","2007","Rajshahi","2007-Rajshahi",2007,2005,"Stress","BRRI dhan44",4.23333333333333,0.196675587070954,0.0386812865497044,25.8522942021338
"5963","2007","Rajshahi","2007-Rajshahi",2007,2007,"Long","BRRI dhan46",4,0.196675587070954,0.0386812865497044,25.8522942021338
"50","2007","Rangpur","2007-Rangpur",2007,1980,"Long","BR10",2.90000000000001,0.46633152909624,0.217465095029237,4.59843911900232
"374","2007","Rangpur","2007-Rangpur",2007,1980,"Medium","BR11",2.58333333333333,0.46633152909624,0.217465095029237,4.59843911900231
"698","2007","Rangpur","2007-Rangpur",2007,1988,"Long","BR22",2.63333333333333,0.46633152909624,0.217465095029237,4.59843911900231
"1022","2007","Rangpur","2007-Rangpur",2007,1988,"Long","BR23",3.25,0.46633152909624,0.217465095029237,4.59843911900231
"1346","2007","Rangpur","2007-Rangpur",2007,1992,"Medium","BR25",2.45,0.46633152909624,0.217465095029237,4.59843911900232
"1670","2007","Rangpur","2007-Rangpur",2007,1973,"Medium","BR3",2.55,0.46633152909624,0.217465095029237,4.59843911900231
"1994","2007","Rangpur","2007-Rangpur",2007,1975,"Medium","BR4",1.31666666666667,0.46633152909624,0.217465095029237,4.59843911900232
"2318","2007","Rangpur","2007-Rangpur",2007,1976,"Aromatic","BR5",2.31666666666667,0.46633152909624,0.217465095029237,4.59843911900231
"2642","2007","Rangpur","2007-Rangpur",2007,1994,"Medium","BRRI dhan30",2.7,0.46633152909624,0.217465095029237,4.59843911900232
"2966","2007","Rangpur","2007-Rangpur",2007,1994,"Medium","BRRI dhan31",1.3,0.46633152909624,0.217465095029237,4.59843911900231
"3290","2007","Rangpur","2007-Rangpur",2007,1994,"Medium","BRRI dhan32",3.31666666666667,0.46633152909624,0.217465095029237,4.59843911900232
"3614","2007","Rangpur","2007-Rangpur",2007,1997,"Short","BRRI dhan33",1.21666666666667,0.46633152909624,0.217465095029237,4.59843911900232
