Year,Station,Variety,Category,Rep,Yield,GD
2016-17,Bhanga,BR8,Long,1,6.72,144
2015-16,Barishal,BR9,Medium,1,6.46,144
2015-16,Barishal,BR9,Medium,2,6.04,144
2015-16,Barishal,BR9,Medium,3,5.91,144
2015-16,Satkhira,BRRI dhan28,Short,1,6.41,144
2017-18,Barishal,BRRI dhan28,Short,2,4.07,144
2017-18,Habiganj,BRRI dhan28,Short,2,5.82,144
2016-17,Cumilla,BRRI dhan28,Short,1,3.42,144
2017-18,Habiganj,BRRI dhan29,Long,3,4.46,144
2016-17,Barishal,BRRI dhan36,Short,1,7.65,144
2016-17,Barishal,BRRI dhan36,Short,2,6.2,144
2016-17,Barishal,BRRI dhan36,Short,3,6.9,144
2016-17,Cumilla,BRRI dhan36,Short,2,5.24,144
2017-18,Gazipur,BRRI dhan36,Short,1,7.59,144
2017-18,Gazipur,BRRI dhan36,Short,2,7.13,144
2017-18,Gazipur,BRRI dhan36,Short,3,6.14,144
2017-18,Satkhira,BRRI dhan36,Short,3,6.42,144
2015-16,Rangpur,BRRI dhan45,Short,3,5.66,144
2016-17,Rangpur,BRRI dhan45,Short,3,4.76,144
2017-18,Barishal,BRRI dhan45,Short,1,2.48,144
2015-16,Kushtia,BRRI dhan47,Short,1,6.23,144
2015-16,Kushtia,BRRI dhan47,Short,2,6.68,144
2015-16,Kushtia,BRRI dhan47,Short,3,5.83,144
2017-18,Satkhira,BRRI dhan47,Short,1,6.62,144
2017-18,Satkhira,BRRI dhan47,Short,3,6.3,144
2016-17,Barishal,BRRI dhan50,Medium,1,3.45,144
2015-16,Kushtia,BRRI dhan55,Short,1,6.45,144
2015-16,Kushtia,BRRI dhan55,Short,2,6.63,144
2015-16,Kushtia,BRRI dhan55,Short,3,6.87,144
2017-18,Satkhira,BRRI dhan55,Short,1,5.97,144
2017-18,Satkhira,BRRI dhan55,Short,3,6.68,144
2016-17,Bhanga,BRRI dhan58,Medium,2,6.93,144
2016-17,Bhanga,BRRI dhan58,Medium,3,6.98,144
2017-18,Satkhira,BRRI dhan58,Medium,3,5.97,144
2015-16,Kushtia,BRRI dhan59,Medium,1,7.1,144
2015-16,Kushtia,BRRI dhan59,Medium,2,6.89,144
2015-16,Kushtia,BRRI dhan59,Medium,3,6.95,144
2017-18,Satkhira,BRRI dhan59,Medium,1,6.78,144
2015-16,Satkhira,BRRI dhan60,Short,1,5.42,144
2016-17,Barishal,BRRI dhan60,Short,3,6.67,144
2016-17,Cumilla,BRRI dhan60,Short,1,7.35,144
2017-18,Satkhira,BRRI dhan60,Short,3,6.9,144
2017-18,Habiganj,BRRI dhan60,Short,2,5.38,144
2015-16,Satkhira,BRRI dhan61,Medium,1,5.44,144
2015-16,Cumilla,BRRI dhan63,Short,1,5.36,144
2015-16,Cumilla,BRRI dhan63,Short,2,5.84,144
2015-16,Cumilla,BRRI dhan63,Short,3,5.13,144
2015-16,Habiganj,BRRI dhan63,Short,1,6.6,144
2016-17,Cumilla,BRRI dhan63,Short,3,6.55,144
2016-17,Habiganj,BRRI dhan63,Short,1,3.66,144
2016-17,Habiganj,BRRI dhan63,Short,2,3.94,144
2016-17,Habiganj,BRRI dhan63,Short,3,4.1,144
2017-18,Habiganj,BRRI dhan63,Short,1,5.27,144
2017-18,Habiganj,BRRI dhan63,Short,2,5.87,144
2017-18,Habiganj,BRRI dhan63,Short,3,5.47,144
2016-17,Barishal,BRRI dhan64,Medium,2,2.95,144
2016-17,Barishal,BRRI dhan64,Medium,3,3.99,144
2017-18,Habiganj,BRRI dhan64,Medium,1,4.99,144
2017-18,Habiganj,BRRI dhan64,Medium,2,5.16,144
2016-17,Barishal,BRRI dhan67,Short,1,6.89,144
2016-17,Cumilla,BRRI dhan67,Short,2,6.21,144
2017-18,Bhanga,BRRI dhan67,Short,3,4.56,144
2017-18,Satkhira,BRRI dhan67,Short,2,7.67,144
2017-18,Satkhira,BRRI dhan67,Short,3,6.74,144
2016-17,Satkhira,BRRI dhan68,Medium,1,6.71,144
2017-18,Satkhira,BRRI dhan68,Medium,2,6.34,144
2017-18,Satkhira,BRRI dhan68,Medium,3,8.14,144
2015-16,Satkhira,BRRI dhan69,Medium,1,5.99,144
2015-16,Cumilla,BRRI dhan74,Medium,1,5.83,144
2015-16,Cumilla,BRRI dhan74,Medium,2,6,144
2015-16,Cumilla,BRRI dhan74,Medium,3,5.09,144
2015-16,Habiganj,BRRI dhan74,Medium,3,8.4,144
2016-17,Barishal,BRRI dhan74,Medium,1,8.73,144
2016-17,Barishal,BRRI dhan74,Medium,2,8.6,144
2017-18,Satkhira,BRRI dhan74,Medium,3,7.59,144
2017-18,Habiganj,BRRI dhan74,Medium,1,6.8,144
2017-18,Habiganj,BRRI dhan74,Medium,2,6.13,144
2017-18,Sonagazi,BR1,Medium,1,5.98,145
2017-18,Sonagazi,BR1,Medium,2,4.85,145
2017-18,Sonagazi,BR1,Medium,3,5.64,145
2015-16,Satkhira,BR14,Long,1,5.25,145
2017-18,Satkhira,BR15,Long,2,5.71,145
2016-17,Bhanga,BR16,Long,1,6.59,145
2016-17,Bhanga,BR16,Long,3,6.77,145
2017-18,Satkhira,BR16,Long,2,6.78,145
2015-16,Cumilla,BR17,Medium,1,4.49,145
2015-16,Cumilla,BR17,Medium,2,4.88,145
2015-16,Cumilla,BR17,Medium,3,3.23,145
2015-16,Rajshahi,BR17,Medium,2,4.21,145
2015-16,Rajshahi,BR17,Medium,3,4.84,145
2016-17,Rajshahi,BR17,Medium,1,4.42,145
2016-17,Rajshahi,BR17,Medium,3,3.58,145
2015-16,Kushtia,BR2,Long,1,6.77,145
2015-16,Kushtia,BR2,Long,2,7.17,145
2015-16,Kushtia,BR2,Long,3,5.55,145
2016-17,Barishal,BR26,Short,1,6.85,145
2016-17,Barishal,BR26,Short,3,7.03,145
2016-17,Cumilla,BR26,Short,1,6.5,145
2016-17,Cumilla,BR26,Short,2,5.59,145
2016-17,Satkhira,BR26,Short,3,6.05,145
2017-18,Barishal,BR26,Short,2,3.48,145
2015-16,Barishal,BR3,Long,1,4.86,145
2015-16,Barishal,BR3,Long,2,4.29,145
2015-16,Barishal,BR3,Long,3,5.28,145
2015-16,Satkhira,BR3,Long,2,4.03,145
2016-17,Barishal,BR6,Short,2,4.42,145
2016-17,Satkhira,BR6,Short,1,6.42,145
2016-17,Satkhira,BR6,Short,3,6.16,145
2016-17,Habiganj,BR6,Short,2,2.98,145
2016-17,Habiganj,BR6,Short,3,3.1,145
2015-16,Barishal,BR7,Medium,1,5.1,145
2015-16,Barishal,BR7,Medium,2,4.44,145
2015-16,Barishal,BR7,Medium,3,6.1,145
2015-16,Satkhira,BR7,Medium,2,4.69,145
2017-18,Satkhira,BR9,Medium,1,7.07,145
2015-16,Rangpur,BRRI dhan28,Short,3,5.47,145
2017-18,Kushtia,BRRI dhan28,Short,1,6.33,145
2015-16,Barishal,BRRI dhan29,Long,1,4.35,145
2015-16,Barishal,BRRI dhan29,Long,2,5.4,145
2015-16,Barishal,BRRI dhan29,Long,3,5.14,145
2016-17,Cumilla,BRRI dhan36,Short,1,4.76,145
2016-17,Cumilla,BRRI dhan36,Short,3,4.85,145
2017-18,Rajshahi,BRRI dhan36,Short,1,5.29,145
2017-18,Rajshahi,BRRI dhan36,Short,2,4.28,145
2016-17,Bhanga,BRRI dhan45,Short,2,5.71,145
2016-17,Kushtia,BRRI dhan45,Short,3,5.67,145
2016-17,Rangpur,BRRI dhan45,Short,2,5.35,145
2017-18,Kushtia,BRRI dhan45,Short,1,6.44,145
2015-16,Habiganj,BRRI dhan47,Short,2,7.1,145
2015-16,Habiganj,BRRI dhan47,Short,3,6.6,145
2016-17,Barishal,BRRI dhan47,Short,1,7.45,145
2016-17,Barishal,BRRI dhan47,Short,3,5.65,145
2016-17,Satkhira,BRRI dhan47,Short,1,7.47,145
2017-18,Barishal,BRRI dhan47,Short,1,4.58,145
2017-18,Bhanga,BRRI dhan47,Short,3,6.35,145
2016-17,Barishal,BRRI dhan50,Medium,3,4.76,145
2016-17,Bhanga,BRRI dhan50,Medium,3,5.32,145
2017-18,Satkhira,BRRI dhan50,Medium,1,6.86,145
2015-16,Satkhira,BRRI dhan55,Short,1,5.65,145
2017-18,Bhanga,BRRI dhan55,Short,1,5.02,145
2016-17,Bhanga,BRRI dhan58,Medium,1,7.24,145
2016-17,Barishal,BRRI dhan59,Medium,3,1.97,145
2016-17,Bhanga,BRRI dhan59,Medium,2,6.08,145
2016-17,Cumilla,BRRI dhan60,Short,3,3.66,145
2017-18,Bhanga,BRRI dhan60,Short,3,4.52,145
2017-18,Satkhira,BRRI dhan60,Short,2,8.41,145
2015-16,Cumilla,BRRI dhan61,Medium,1,6.38,145
2015-16,Cumilla,BRRI dhan61,Medium,2,6.22,145
2015-16,Cumilla,BRRI dhan61,Medium,3,6.26,145
2016-17,Barishal,BRRI dhan61,Medium,3,7.09,145
2017-18,Satkhira,BRRI dhan61,Medium,2,8.23,145
2017-18,Satkhira,BRRI dhan61,Medium,3,6.29,145
2017-18,Sonagazi,BRRI dhan61,Medium,1,4.5,145
2017-18,Sonagazi,BRRI dhan61,Medium,2,4.13,145
2017-18,Sonagazi,BRRI dhan61,Medium,3,4.31,145
2016-17,Barishal,BRRI dhan63,Short,1,4.99,145
2016-17,Barishal,BRRI dhan63,Short,3,4.94,145
2016-17,Satkhira,BRRI dhan63,Short,3,6.35,145
2017-18,Bhanga,BRRI dhan63,Short,1,5.67,145
2017-18,Satkhira,BRRI dhan63,Short,2,6.21,145
2017-18,Satkhira,BRRI dhan63,Short,3,7.2,145
2016-17,Barishal,BRRI dhan64,Medium,1,4.73,145
2017-18,Satkhira,BRRI dhan64,Medium,3,7.66,145
2017-18,Sonagazi,BRRI dhan64,Medium,1,4.52,145
2017-18,Sonagazi,BRRI dhan64,Medium,2,4.31,145
2017-18,Sonagazi,BRRI dhan64,Medium,3,5.32,145
2016-17,Bhanga,BRRI dhan67,Short,3,5.99,145
2016-17,Cumilla,BRRI dhan67,Short,1,4.67,145
2016-17,Cumilla,BRRI dhan67,Short,3,6.36,145
2017-18,Bhanga,BRRI dhan67,Short,1,5.35,145
2016-17,Barishal,BRRI dhan68,Medium,1,7.17,145
2016-17,Satkhira,BRRI dhan68,Medium,2,6.44,145
2017-18,Kushtia,BRRI dhan68,Medium,1,6.89,145
2016-17,Bhanga,BRRI dhan69,Medium,2,7.57,145
2017-18,Satkhira,BRRI dhan69,Medium,3,8.01,145
2017-18,Sonagazi,BRRI dhan69,Medium,1,4.19,145
2017-18,Sonagazi,BRRI dhan69,Medium,2,5.44,145
2017-18,Sonagazi,BRRI dhan69,Medium,3,5.14,145
2015-16,Habiganj,BRRI dhan74,Medium,1,7,145
2015-16,Habiganj,BRRI dhan74,Medium,2,6,145
2015-16,Rangpur,BRRI dhan74,Medium,1,6.61,145
2016-17,Cumilla,BRRI dhan74,Medium,2,6.07,145
2016-17,Satkhira,BRRI dhan74,Medium,1,5.85,145
2016-17,Habiganj,BRRI dhan74,Medium,1,4.16,145
2016-17,Habiganj,BRRI dhan74,Medium,2,4.94,145
2017-18,Bhanga,BRRI dhan74,Medium,3,5.55,145
2017-18,Rajshahi,BRRI dhan74,Medium,2,6.11,145
2015-16,Cumilla,BR1,Medium,1,4.32,146
2015-16,Cumilla,BR1,Medium,2,5.36,146
2015-16,Cumilla,BR1,Medium,3,5.8,146
2015-16,Habiganj,BR1,Medium,2,6.3,146
2015-16,Habiganj,BR1,Medium,3,6,146
2015-16,Kushtia,BR1,Medium,1,6.73,146
2015-16,Kushtia,BR1,Medium,2,6.69,146
2015-16,Kushtia,BR1,Medium,3,6.4,146
2016-17,Barishal,BR1,Medium,1,6.32,146
2016-17,Barishal,BR1,Medium,2,3.51,146
2015-16,Satkhira,BR12,Long,1,5.15,146
2017-18,Barishal,BR12,Long,1,4.23,146
2015-16,Cumilla,BR14,Long,1,6.7,146
2015-16,Cumilla,BR14,Long,2,5.31,146
2015-16,Cumilla,BR14,Long,3,4.64,146
2015-16,Kushtia,BR14,Long,1,6.8,146
2015-16,Kushtia,BR14,Long,2,7.73,146
2015-16,Kushtia,BR14,Long,3,7.61,146
2017-18,Satkhira,BR14,Long,1,6.36,146
2015-16,Kushtia,BR15,Long,1,6.36,146
2015-16,Kushtia,BR15,Long,2,7.54,146
2015-16,Kushtia,BR15,Long,3,7.3,146
2016-17,Satkhira,BR17,Medium,1,6.59,146
2016-17,Habiganj,BR17,Medium,1,2.25,146
2017-18,Sonagazi,BR17,Medium,1,3.19,146
2017-18,Sonagazi,BR17,Medium,2,3.43,146
2017-18,Sonagazi,BR17,Medium,3,3.61,146
2015-16,Satkhira,BR18,Long,1,6.91,146
2016-17,Satkhira,BR2,Long,1,6.87,146
2015-16,Cumilla,BR26,Short,1,4.74,146
2015-16,Cumilla,BR26,Short,2,5.72,146
2015-16,Cumilla,BR26,Short,3,5.29,146
2015-16,Rajshahi,BR26,Short,1,5.84,146
2015-16,Rajshahi,BR26,Short,2,6.12,146
2015-16,Rajshahi,BR26,Short,3,5.94,146
2016-17,Bhanga,BR26,Short,1,5.96,146
2016-17,Cumilla,BR26,Short,3,5.71,146
2016-17,Gazipur,BR26,Short,1,2.68,146
2016-17,Gazipur,BR26,Short,2,4.55,146
2016-17,Gazipur,BR26,Short,3,4.68,146
2016-17,Rajshahi,BR26,Short,1,6.67,146
2016-17,Rajshahi,BR26,Short,2,4.44,146
2016-17,Rajshahi,BR26,Short,3,4.92,146
2016-17,Satkhira,BR26,Short,2,5.65,146
2017-18,Barishal,BR26,Short,1,4.65,146
2017-18,Rajshahi,BR26,Short,3,5.2,146
2015-16,Rajshahi,BR6,Short,3,6.01,146
2016-17,Cumilla,BR6,Short,1,5.19,146
2016-17,Rajshahi,BR6,Short,2,4.57,146
2016-17,Satkhira,BR6,Short,2,6.63,146
2016-17,Habiganj,BR6,Short,1,2.92,146
2017-18,Barishal,BR6,Short,1,4.24,146
2017-18,Rajshahi,BR6,Short,1,5.57,146
2017-18,Rajshahi,BR6,Short,2,5.15,146
2017-18,Rajshahi,BR6,Short,3,5.14,146
2015-16,Kushtia,BR8,Long,1,7.7,146
2015-16,Kushtia,BR8,Long,2,7.47,146
2015-16,Kushtia,BR8,Long,3,7.87,146
2015-16,Cumilla,BR9,Medium,1,6.82,146
2015-16,Cumilla,BR9,Medium,2,6.62,146
2015-16,Cumilla,BR9,Medium,3,5.87,146
2017-18,Sonagazi,BR9,Medium,1,5.74,146
2017-18,Sonagazi,BR9,Medium,2,5.59,146
2017-18,Sonagazi,BR9,Medium,3,5.72,146
2015-16,Bhanga,BRRI dhan28,Short,1,7.16,146
2015-16,Bhanga,BRRI dhan28,Short,2,6.7,146
2015-16,Bhanga,BRRI dhan28,Short,3,6.83,146
2015-16,Gazipur,BRRI dhan28,Short,1,7.55,146
2015-16,Gazipur,BRRI dhan28,Short,2,7.58,146
2015-16,Gazipur,BRRI dhan28,Short,3,7.67,146
2015-16,Satkhira,BRRI dhan28,Short,2,6.63,146
2016-17,Kushtia,BRRI dhan28,Short,2,7.06,146
2016-17,Bhanga,BRRI dhan28,Short,1,6.49,146
2016-17,Gazipur,BRRI dhan28,Short,1,3.72,146
2016-17,Gazipur,BRRI dhan28,Short,2,4.88,146
2016-17,Gazipur,BRRI dhan28,Short,3,5.02,146
2017-18,Kushtia,BRRI dhan28,Short,3,6.61,146
2015-16,Kushtia,BRRI dhan35,Medium,1,7.13,146
2015-16,Kushtia,BRRI dhan35,Medium,2,7.01,146
2015-16,Kushtia,BRRI dhan35,Medium,3,6.72,146
2017-18,Sonagazi,BRRI dhan35,Medium,1,5.39,146
2017-18,Sonagazi,BRRI dhan35,Medium,2,4.85,146
2017-18,Sonagazi,BRRI dhan35,Medium,3,4.79,146
2016-17,Rajshahi,BRRI dhan36,Short,2,5.03,146
2017-18,Barishal,BRRI dhan36,Short,1,5.16,146
2017-18,Barishal,BRRI dhan36,Short,2,4.2,146
2017-18,Cumilla,BRRI dhan36,Short,3,4.7,146
2017-18,Rajshahi,BRRI dhan36,Short,3,5.32,146
2015-16,Bhanga,BRRI dhan45,Short,1,6.23,146
2015-16,Bhanga,BRRI dhan45,Short,2,5.86,146
2015-16,Bhanga,BRRI dhan45,Short,3,5.8,146
2016-17,Gazipur,BRRI dhan45,Short,1,2.76,146
2016-17,Gazipur,BRRI dhan45,Short,2,5.42,146
2016-17,Gazipur,BRRI dhan45,Short,3,4.77,146
2016-17,Kushtia,BRRI dhan45,Short,1,6.41,146
2017-18,Kushtia,BRRI dhan45,Short,2,6.38,146
2015-16,Habiganj,BRRI dhan47,Short,1,6.4,146
2016-17,Bhanga,BRRI dhan50,Medium,1,3.87,146
2016-17,Barishal,BRRI dhan55,Short,1,7.9,146
2016-17,Barishal,BRRI dhan55,Short,2,6.83,146
2016-17,Barishal,BRRI dhan55,Short,3,8.26,146
2016-17,Bhanga,BRRI dhan55,Short,3,6.52,146
2017-18,Barishal,BRRI dhan55,Short,3,3.62,146
2015-16,Kushtia,BRRI dhan58,Medium,1,7.5,146
2015-16,Kushtia,BRRI dhan58,Medium,2,7.38,146
2015-16,Kushtia,BRRI dhan58,Medium,3,7.25,146
2017-18,Sonagazi,BRRI dhan58,Medium,1,5.1,146
2017-18,Sonagazi,BRRI dhan58,Medium,2,5.66,146
2017-18,Sonagazi,BRRI dhan58,Medium,3,5.61,146
2015-16,Cumilla,BRRI dhan59,Medium,1,6.5,146
2015-16,Cumilla,BRRI dhan59,Medium,2,7.77,146
2015-16,Cumilla,BRRI dhan59,Medium,3,7.25,146
2015-16,Rangpur,BRRI dhan59,Medium,2,4.74,146
2015-16,Rangpur,BRRI dhan59,Medium,3,6.05,146
2016-17,Barishal,BRRI dhan59,Medium,2,5.27,146
2016-17,Bhanga,BRRI dhan59,Medium,1,6.27,146
2017-18,Kushtia,BRRI dhan59,Medium,2,6.93,146
2015-16,Cumilla,BRRI dhan60,Short,1,5.42,146
2015-16,Cumilla,BRRI dhan60,Short,2,5.81,146
2015-16,Cumilla,BRRI dhan60,Short,3,5.27,146
2016-17,Cumilla,BRRI dhan60,Short,2,7.68,146
2016-17,Kushtia,BRRI dhan60,Short,2,7.61,146
2017-18,Barishal,BRRI dhan60,Short,1,4.18,146
2017-18,Bhanga,BRRI dhan60,Short,2,4.22,146
2017-18,Habiganj,BRRI dhan60,Short,1,5.7,146
2016-17,Barishal,BRRI dhan63,Short,2,4.87,146
2016-17,Satkhira,BRRI dhan63,Short,1,6.05,146
2016-17,Satkhira,BRRI dhan63,Short,2,5.83,146
2017-18,Bhanga,BRRI dhan63,Short,2,6.13,146
2016-17,Habiganj,BRRI dhan64,Medium,2,2.7,146
2016-17,Bhanga,BRRI dhan67,Short,1,6.65,146
2016-17,Gazipur,BRRI dhan67,Short,1,4.4,146
2016-17,Gazipur,BRRI dhan67,Short,2,5.77,146
2016-17,Gazipur,BRRI dhan67,Short,3,5.32,146
2015-16,Cumilla,BRRI dhan68,Medium,1,6.02,146
2015-16,Cumilla,BRRI dhan68,Medium,2,6.37,146
2015-16,Cumilla,BRRI dhan68,Medium,3,6.75,146
2015-16,Rangpur,BRRI dhan68,Medium,1,5.37,146
2015-16,Rangpur,BRRI dhan68,Medium,2,4.95,146
2015-16,Rangpur,BRRI dhan68,Medium,3,4.58,146
2016-17,Barishal,BRRI dhan68,Medium,3,7.41,146
2016-17,Gazipur,BRRI dhan68,Medium,1,4.89,146
2016-17,Gazipur,BRRI dhan68,Medium,2,5.35,146
2016-17,Gazipur,BRRI dhan68,Medium,3,5.16,146
2016-17,Satkhira,BRRI dhan68,Medium,3,6.08,146
2017-18,Barishal,BRRI dhan68,Medium,2,4.3,146
2016-17,Bhanga,BRRI dhan69,Medium,1,6.89,146
2016-17,Bhanga,BRRI dhan69,Medium,3,7.37,146
2017-18,Barishal,BRRI dhan69,Medium,1,3.12,146
2015-16,Rangpur,BRRI dhan74,Medium,2,7.18,146
2015-16,Rangpur,BRRI dhan74,Medium,3,5.5,146
2016-17,Cumilla,BRRI dhan74,Medium,3,5.9,146
2016-17,Kushtia,BRRI dhan74,Medium,1,6.91,146
2017-18,Barishal,BRRI dhan74,Medium,1,5.64,146
2017-18,Bhanga,BRRI dhan74,Medium,2,5.21,146
2017-18,Rajshahi,BRRI dhan74,Medium,1,5.88,146
2015-16,Habiganj,BR1,Medium,1,6.4,147
2016-17,Cumilla,BR1,Medium,2,5.36,147
2017-18,Barishal,BR12,Long,3,3.73,147
2017-18,Satkhira,BR12,Long,1,7.08,147
2016-17,Habiganj,BR14,Long,1,3.41,147
2017-18,Barishal,BR14,Long,1,4.1,147
2016-17,Satkhira,BR17,Medium,2,5.98,147
2016-17,Satkhira,BR17,Medium,3,6.06,147
2016-17,Habiganj,BR17,Medium,2,2.8,147
2015-16,Satkhira,BR19,Long,1,5.69,147
2016-17,Cumilla,BR2,Long,2,5.64,147
2016-17,Satkhira,BR2,Long,3,6.54,147
2017-18,Barishal,BR2,Long,2,2.96,147
2017-18,Barishal,BR2,Long,3,2.5,147
2017-18,Habiganj,BR2,Long,2,4.5,147
2017-18,Habiganj,BR2,Long,3,5.58,147
2016-17,Satkhira,BR26,Short,1,5.78,147
2017-18,Barishal,BR26,Short,3,4.01,147
2017-18,Cumilla,BR26,Short,1,5.35,147
2017-18,Cumilla,BR26,Short,2,5.05,147
2017-18,Cumilla,BR26,Short,3,5.53,147
2015-16,Rajshahi,BR6,Short,1,5.46,147
2015-16,Rajshahi,BR6,Short,2,5.02,147
2016-17,Rajshahi,BR6,Short,1,5.68,147
2016-17,Rajshahi,BR6,Short,3,5.84,147
2017-18,Barishal,BR6,Short,2,4.02,147
2017-18,Barishal,BR6,Short,3,3.38,147
2015-16,Habiganj,BR7,Medium,1,5,147
2017-18,Barishal,BR8,Long,1,4.42,147
2017-18,Habiganj,BR8,Long,3,4.33,147
2015-16,Satkhira,BR9,Medium,1,5.41,147
2015-16,Rajshahi,BRRI dhan28,Short,1,4.8,147
2015-16,Rajshahi,BRRI dhan28,Short,3,5.1,147
2017-18,Rajshahi,BRRI dhan28,Short,1,5.08,147
2017-18,Rajshahi,BRRI dhan28,Short,3,5.45,147
2016-17,Bhanga,BRRI dhan28,Short,2,6.01,147
2016-17,Rajshahi,BRRI dhan28,Short,2,6.2,147
2016-17,Rajshahi,BRRI dhan28,Short,3,5.65,147
2015-16,Satkhira,BRRI dhan29,Long,2,6.88,147
2017-18,Satkhira,BRRI dhan29,Long,2,6.2,147
2017-18,Satkhira,BRRI dhan35,Medium,2,6.11,147
2015-16,Rajshahi,BRRI dhan36,Short,1,3.33,147
2015-16,Rajshahi,BRRI dhan36,Short,2,3.22,147
2016-17,Rajshahi,BRRI dhan36,Short,3,6.34,147
2017-18,Barishal,BRRI dhan36,Short,3,3.37,147
2017-18,Cumilla,BRRI dhan36,Short,1,5.87,147
2017-18,Kushtia,BRRI dhan36,Short,1,5.31,147
2017-18,Kushtia,BRRI dhan36,Short,3,5.32,147
2017-18,Satkhira,BRRI dhan36,Short,2,6.86,147
2016-17,Kushtia,BRRI dhan45,Short,2,5.79,147
2017-18,Rangpur,BRRI dhan45,Short,2,4.99,147
2017-18,Rangpur,BRRI dhan45,Short,3,3.85,147
2015-16,Cumilla,BRRI dhan47,Short,1,6.18,147
2015-16,Cumilla,BRRI dhan47,Short,2,6.42,147
2015-16,Cumilla,BRRI dhan47,Short,3,7.4,147
2015-16,Satkhira,BRRI dhan47,Short,1,5.41,147
2016-17,Barishal,BRRI dhan47,Short,2,6.08,147
2016-17,Satkhira,BRRI dhan47,Short,2,6.75,147
2016-17,Satkhira,BRRI dhan47,Short,3,6.85,147
2017-18,Barishal,BRRI dhan47,Short,2,5.06,147
2017-18,Barishal,BRRI dhan47,Short,3,4.56,147
2017-18,Bhanga,BRRI dhan47,Short,1,4.84,147
2015-16,Cumilla,BRRI dhan50,Medium,1,5.15,147
2015-16,Cumilla,BRRI dhan50,Medium,2,5.83,147
2015-16,Cumilla,BRRI dhan50,Medium,3,5.51,147
2015-16,Satkhira,BRRI dhan50,Medium,1,4.87,147
2016-17,Bhanga,BRRI dhan50,Medium,2,4.15,147
2017-18,Barishal,BRRI dhan50,Medium,1,3.61,147
2015-16,Cumilla,BRRI dhan55,Short,1,6.74,147
2015-16,Cumilla,BRRI dhan55,Short,2,6.34,147
2015-16,Cumilla,BRRI dhan55,Short,3,5.44,147
2015-16,Rangpur,BRRI dhan55,Short,2,5.85,147
2015-16,Rangpur,BRRI dhan55,Short,3,5.56,147
2017-18,Barishal,BRRI dhan55,Short,1,4.77,147
2017-18,Barishal,BRRI dhan55,Short,2,4.07,147
2015-16,Cumilla,BRRI dhan58,Medium,1,6.75,147
2015-16,Cumilla,BRRI dhan58,Medium,2,4.86,147
2015-16,Cumilla,BRRI dhan58,Medium,3,8.13,147
2017-18,Barishal,BRRI dhan58,Medium,3,4.31,147
2015-16,Rangpur,BRRI dhan59,Medium,1,4.39,147
2016-17,Bhanga,BRRI dhan59,Medium,3,6.51,147
2017-18,Barishal,BRRI dhan59,Medium,1,4.84,147
2017-18,Barishal,BRRI dhan59,Medium,2,4.51,147
2017-18,Barishal,BRRI dhan59,Medium,3,4.47,147
2017-18,Bhanga,BRRI dhan59,Medium,3,6.32,147
2017-18,Kushtia,BRRI dhan59,Medium,3,6.94,147
2017-18,Habiganj,BRRI dhan59,Medium,1,5.07,147
2017-18,Habiganj,BRRI dhan59,Medium,2,4.78,147
2017-18,Barishal,BRRI dhan60,Short,2,3.85,147
2017-18,Barishal,BRRI dhan60,Short,3,4.31,147
2017-18,Kushtia,BRRI dhan60,Short,3,6.82,147
2016-17,Barishal,BRRI dhan61,Medium,1,4.38,147
2016-17,Satkhira,BRRI dhan61,Medium,3,6.41,147
2017-18,Habiganj,BRRI dhan61,Medium,1,6.68,147
2017-18,Barishal,BRRI dhan63,Short,1,3.88,147
2017-18,Barishal,BRRI dhan63,Short,2,3.37,147
2015-16,Cumilla,BRRI dhan64,Medium,1,6.6,147
2015-16,Cumilla,BRRI dhan64,Medium,2,6.4,147
2015-16,Cumilla,BRRI dhan64,Medium,3,6.26,147
2016-17,Habiganj,BRRI dhan64,Medium,1,3,147
2017-18,Kushtia,BRRI dhan64,Medium,3,6.52,147
2015-16,Habiganj,BRRI dhan68,Medium,1,6.6,147
2016-17,Cumilla,BRRI dhan68,Medium,3,6.79,147
2017-18,Barishal,BRRI dhan68,Medium,1,4.8,147
2017-18,Bhanga,BRRI dhan68,Medium,1,5.67,147
2015-16,Kushtia,BRRI dhan69,Medium,1,7.27,147
2015-16,Kushtia,BRRI dhan69,Medium,2,7.29,147
2015-16,Kushtia,BRRI dhan69,Medium,3,7.14,147
2016-17,Satkhira,BRRI dhan69,Medium,2,7.18,147
2015-16,Rajshahi,BRRI dhan74,Medium,1,6.39,147
2015-16,Rajshahi,BRRI dhan74,Medium,3,5.83,147
2016-17,Cumilla,BRRI dhan74,Medium,1,6.05,147
2016-17,Kushtia,BRRI dhan74,Medium,3,7.53,147
2016-17,Rajshahi,BRRI dhan74,Medium,2,5.32,147
2016-17,Satkhira,BRRI dhan74,Medium,2,6.03,147
2017-18,Bhanga,BRRI dhan74,Medium,1,5.62,147
2017-18,Kushtia,BRRI dhan74,Medium,3,6.95,147
2017-18,Rajshahi,BRRI dhan74,Medium,3,5.2,147
2016-17,Cumilla,BR1,Medium,1,4.49,148
2016-17,Cumilla,BR1,Medium,3,5.15,148
2015-16,Kushtia,BR12,Long,1,6.94,148
2015-16,Kushtia,BR12,Long,2,7.77,148
2015-16,Kushtia,BR12,Long,3,5.59,148
2016-17,Habiganj,BR14,Long,2,3.2,148
2016-17,Habiganj,BR14,Long,3,3.29,148
