"Y"	"L"	"Env"	"t.j"	"r.i"	"Group"	"G"	"GG"	"ari.mean"	"adj.mean"	"w"
"677"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.51333333333333	6.51333333333333	43.6785802082423
"678"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1970	"Short"	"BR1"	"Short-BR1"	7.10333333333333	7.10333333333333	43.6785802082423
"679"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1977	"Short"	"BR6"	"Short-BR6"	6.46	6.46	43.6785802082423
"680"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	7.39666666666667	7.39666666666667	43.6785802082423
"681"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1985	"Stress"	"BR17"	"Stress-BR17"	6.17333333333333	6.17333333333333	43.6785802082423
"682"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1985	"Stress"	"BR18"	"Stress-BR18"	6.36	6.36	43.6785802082423
"683"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1985	"Stress"	"BR19"	"Stress-BR19"	5.59333333333333	5.59333333333333	43.6785802082423
"684"	"2005-2006"	"Kustia"	"2005-2006-Kustia"	2005	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	7.25666666666667	7.25666666666667	43.6785802082423
"685"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1983	"Long"	"BR12"	"Long-BR12"	4.06666666666667	4.06666666666666	17.0490106435599
"686"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1983	"Long"	"BR14"	"Long-BR14"	5.77	5.77	17.0490106435598
"687"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1983	"Long"	"BR15"	"Long-BR15"	6.67666666666667	6.67666666666667	17.0490106435599
"688"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1983	"Long"	"BR16"	"Long-BR16"	6.87	6.86999999999999	17.0490106435599
"689"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1971	"Long"	"BR2"	"Long-BR2"	4.74333333333333	4.74333333333333	17.0490106435599
"690"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1973	"Long"	"BR3"	"Long-BR3"	6.51333333333333	6.51333333333334	17.0490106435599
"691"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1977	"Long"	"BR7"	"Long-BR7"	7.10333333333333	7.10333333333333	17.0490106435599
"692"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1978	"Long"	"BR8"	"Long-BR8"	6.43	6.43	17.0490106435599
"693"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1978	"Long"	"BR9"	"Long-BR9"	7.15	7.15	17.0490106435599
"694"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.09333333333333	7.09333333333333	17.0490106435599
"695"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	4.85666666666667	4.85666666666666	17.0490106435599
"696"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1970	"Short"	"BR1"	"Short-BR1"	3.35666666666667	3.35666666666665	17.0490106435599
"697"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1977	"Short"	"BR6"	"Short-BR6"	4.69	4.69	17.0490106435599
"698"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.30666666666667	5.30666666666666	17.0490106435599
"699"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1985	"Stress"	"BR17"	"Stress-BR17"	6.10333333333333	6.10333333333333	17.0490106435599
"700"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1985	"Stress"	"BR18"	"Stress-BR18"	5.37	5.37	17.0490106435599
"701"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1985	"Stress"	"BR19"	"Stress-BR19"	4.34333333333333	4.34333333333333	17.0490106435599
"702"	"2005-2006"	"Rajshahi"	"2005-2006-Rajshahi"	2005	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	5.45	5.45	17.0490106435599
"703"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1983	"Long"	"BR12"	"Long-BR12"	3.81333333333333	3.81333333333333	9.30108461994396
"704"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1983	"Long"	"BR14"	"Long-BR14"	4.15	4.15	9.30108461994395
"705"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1983	"Long"	"BR15"	"Long-BR15"	4.74	4.74	9.30108461994395
"706"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1983	"Long"	"BR16"	"Long-BR16"	5.29	5.28999999999999	9.30108461994398
"707"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1971	"Long"	"BR2"	"Long-BR2"	4.43333333333333	4.43333333333333	9.30108461994396
"708"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1973	"Long"	"BR3"	"Long-BR3"	4.3	4.3	9.30108461994396
"709"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1977	"Long"	"BR7"	"Long-BR7"	4.93333333333333	4.93333333333333	9.30108461994396
"710"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1978	"Long"	"BR8"	"Long-BR8"	6.25	6.25	9.30108461994397
"711"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1978	"Long"	"BR9"	"Long-BR9"	5.11	5.11	9.30108461994396
"712"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	5.14	5.14	9.30108461994397
"713"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	3.45666666666667	3.45666666666666	9.30108461994397
"714"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1970	"Short"	"BR1"	"Short-BR1"	2.40666666666667	2.40666666666666	9.30108461994398
"715"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1977	"Short"	"BR6"	"Short-BR6"	3.6	3.6	9.30108461994397
"716"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	4.57333333333333	4.57333333333333	9.30108461994397
"717"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1985	"Stress"	"BR17"	"Stress-BR17"	4.24	4.24	9.30108461994396
"718"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1985	"Stress"	"BR18"	"Stress-BR18"	4.54	4.54	9.30108461994397
"719"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1985	"Stress"	"BR19"	"Stress-BR19"	5.60666666666667	5.60666666666666	9.30108461994397
"720"	"2005-2006"	"Rangpur"	"2005-2006-Rangpur"	2005	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	3.24	3.24	9.30108461994397
"721"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1983	"Long"	"BR12"	"Long-BR12"	5.38333333333333	5.38333333333334	39.0795170259834
"722"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1983	"Long"	"BR14"	"Long-BR14"	6.15666666666667	6.15666666666667	39.0795170259833
"723"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1983	"Long"	"BR15"	"Long-BR15"	6.49666666666667	6.49666666666667	39.0795170259833
"724"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1983	"Long"	"BR16"	"Long-BR16"	6.27666666666667	6.27666666666667	39.0795170259835
"725"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1971	"Long"	"BR2"	"Long-BR2"	5.52	5.52	39.0795170259834
"726"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1973	"Long"	"BR3"	"Long-BR3"	6.31333333333333	6.31333333333334	39.0795170259833
"727"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1977	"Long"	"BR7"	"Long-BR7"	5.24333333333333	5.24333333333334	39.0795170259833
"728"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1978	"Long"	"BR8"	"Long-BR8"	6.02333333333333	6.02333333333334	39.0795170259834
"729"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1978	"Long"	"BR9"	"Long-BR9"	6.09333333333333	6.09333333333334	39.0795170259833
"730"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	6.55666666666667	6.55666666666667	39.0795170259834
"731"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.00666666666667	6.00666666666667	39.0795170259834
"732"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1970	"Short"	"BR1"	"Short-BR1"	5.72333333333333	5.72333333333334	39.0795170259835
"733"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1977	"Short"	"BR6"	"Short-BR6"	5.89	5.89	39.0795170259834
"734"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.63333333333333	6.63333333333333	39.0795170259834
"735"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1985	"Stress"	"BR17"	"Stress-BR17"	5.82666666666667	5.82666666666667	39.0795170259834
"736"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1985	"Stress"	"BR18"	"Stress-BR18"	5.23	5.23	39.0795170259834
"737"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1985	"Stress"	"BR19"	"Stress-BR19"	6.26666666666667	6.26666666666667	39.0795170259834
"738"	"2005-2006"	"Satkhira"	"2005-2006-Satkhira"	2005	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.39333333333333	6.39333333333334	39.0795170259834
"739"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1983	"Long"	"BR12"	"Long-BR12"	5.26	5.26	195.684514348926
"740"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1983	"Long"	"BR14"	"Long-BR14"	5.45666666666667	5.45666666666667	195.684514348926
"741"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1983	"Long"	"BR15"	"Long-BR15"	5.19	5.19	195.684514348926
"742"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1983	"Long"	"BR16"	"Long-BR16"	4.77333333333333	4.77333333333333	195.684514348927
"743"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1971	"Long"	"BR2"	"Long-BR2"	4.87	4.87	195.684514348926
"744"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1973	"Long"	"BR3"	"Long-BR3"	5.21666666666667	5.21666666666667	195.684514348926
"745"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1977	"Long"	"BR7"	"Long-BR7"	4.61666666666667	4.61666666666667	195.684514348926
"746"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1978	"Long"	"BR8"	"Long-BR8"	4.98666666666667	4.98666666666667	195.684514348926
"747"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1978	"Long"	"BR9"	"Long-BR9"	5.24	5.24	195.684514348926
"748"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	5.89333333333333	5.89333333333333	195.684514348926
"749"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	4.89	4.89	195.684514348926
"750"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1970	"Short"	"BR1"	"Short-BR1"	6.16333333333333	6.16333333333333	195.684514348926
"751"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1977	"Short"	"BR6"	"Short-BR6"	4.87333333333333	4.87333333333333	195.684514348926
"752"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.68	5.68	195.684514348926
"753"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.46666666666667	6.46666666666667	195.684514348926
"754"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1985	"Stress"	"BR17"	"Stress-BR17"	5.57	5.57	195.684514348926
"755"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1985	"Stress"	"BR18"	"Stress-BR18"	4.25333333333333	4.25333333333333	195.684514348926
"756"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1985	"Stress"	"BR19"	"Stress-BR19"	5.36333333333333	5.36333333333333	195.684514348926
"757"	"2006-2007"	"Barisal"	"2006-2007-Barisal"	2006	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.07	6.07	195.684514348926
"758"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1983	"Long"	"BR12"	"Long-BR12"	6.77666666666667	6.77666666666667	76.4946655035898
"759"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1983	"Long"	"BR14"	"Long-BR14"	7.28333333333333	7.28333333333334	76.4946655035898
"760"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1983	"Long"	"BR15"	"Long-BR15"	6.97666666666667	6.97666666666667	76.49466550359
"761"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1983	"Long"	"BR16"	"Long-BR16"	7.10666666666667	7.10666666666667	76.4946655035901
"762"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1971	"Long"	"BR2"	"Long-BR2"	6.14666666666667	6.14666666666667	76.4946655035899
"763"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1973	"Long"	"BR3"	"Long-BR3"	6.78666666666667	6.78666666666667	76.4946655035899
"764"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1977	"Long"	"BR7"	"Long-BR7"	6.31	6.31	76.49466550359
"765"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1978	"Long"	"BR8"	"Long-BR8"	6.90333333333333	6.90333333333333	76.49466550359
"766"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1978	"Long"	"BR9"	"Long-BR9"	7.10666666666667	7.10666666666667	76.4946655035899
"767"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	8.46333333333333	8.46333333333333	76.49466550359
"768"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6.54333333333333	6.54333333333333	76.4946655035899
"769"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1970	"Short"	"BR1"	"Short-BR1"	6.44333333333333	6.44333333333334	76.4946655035899
"770"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1977	"Short"	"BR6"	"Short-BR6"	6.70666666666667	6.70666666666667	76.4946655035899
"771"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	7.29	7.29	76.4946655035899
"772"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	7.95333333333333	7.95333333333333	76.49466550359
"773"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1985	"Stress"	"BR17"	"Stress-BR17"	7.01	7.01	76.4946655035899
"774"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1985	"Stress"	"BR18"	"Stress-BR18"	6.86666666666667	6.86666666666667	76.49466550359
"775"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1985	"Stress"	"BR19"	"Stress-BR19"	6.86666666666667	6.86666666666667	76.49466550359
"776"	"2006-2007"	"Bhanga"	"2006-2007-Bhanga"	2006	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	7.25666666666667	7.25666666666667	76.4946655035899
"777"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1983	"Long"	"BR12"	"Long-BR12"	5.57333333333333	5.57333333333333	82.5415724732703
"778"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1983	"Long"	"BR14"	"Long-BR14"	5.66666666666667	5.66666666666667	82.5415724732704
"779"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1983	"Long"	"BR15"	"Long-BR15"	6.13333333333333	6.13333333333333	82.5415724732706
"780"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1983	"Long"	"BR16"	"Long-BR16"	6.22333333333333	6.22333333333333	82.5415724732707
"781"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1971	"Long"	"BR2"	"Long-BR2"	5.47333333333333	5.47333333333333	82.5415724732705
"782"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1973	"Long"	"BR3"	"Long-BR3"	6.36	6.36	82.5415724732705
"783"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1977	"Long"	"BR7"	"Long-BR7"	5.1	5.1	82.5415724732705
"784"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1978	"Long"	"BR8"	"Long-BR8"	5.65333333333333	5.65333333333333	82.5415724732706
"785"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1978	"Long"	"BR9"	"Long-BR9"	5.06	5.06	82.5415724732705
"786"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	6.27666666666667	6.27666666666667	82.5415724732705
"787"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	6	6	82.5415724732705
"788"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1970	"Short"	"BR1"	"Short-BR1"	6.36666666666667	6.36666666666667	82.5415724732705
"789"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1977	"Short"	"BR6"	"Short-BR6"	5.56	5.56	82.5415724732705
"790"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.88333333333333	5.88333333333333	82.5415724732705
"791"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	5.75	5.75	82.5415724732705
"792"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1985	"Stress"	"BR17"	"Stress-BR17"	5.93666666666667	5.93666666666667	82.5415724732705
"793"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1985	"Stress"	"BR18"	"Stress-BR18"	6.12333333333333	6.12333333333333	82.5415724732706
"794"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1985	"Stress"	"BR19"	"Stress-BR19"	5.65666666666667	5.65666666666667	82.5415724732706
"795"	"2006-2007"	"Comilla"	"2006-2007-Comilla"	2006	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	6.09666666666667	6.09666666666667	82.5415724732705
"796"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1983	"Long"	"BR12"	"Long-BR12"	4.88666666666667	4.88666666666667	23.0456586882719
"797"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1983	"Long"	"BR14"	"Long-BR14"	4.97666666666667	4.97666666666667	23.0456586882719
"798"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1983	"Long"	"BR15"	"Long-BR15"	4.99666666666667	4.99666666666667	23.0456586882719
"799"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1983	"Long"	"BR16"	"Long-BR16"	5.19666666666667	5.19666666666667	23.0456586882719
"800"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1971	"Long"	"BR2"	"Long-BR2"	3.44	3.44	23.0456586882719
"801"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1973	"Long"	"BR3"	"Long-BR3"	5.05666666666667	5.05666666666667	23.0456586882719
"802"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1977	"Long"	"BR7"	"Long-BR7"	3.47333333333333	3.47333333333333	23.0456586882719
"803"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1978	"Long"	"BR8"	"Long-BR8"	4.20666666666667	4.20666666666667	23.0456586882719
"804"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1978	"Long"	"BR9"	"Long-BR9"	4.88666666666667	4.88666666666667	23.0456586882719
"805"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	5.2	5.2	23.0456586882719
"806"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	4.53333333333333	4.53333333333333	23.0456586882719
"807"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1970	"Short"	"BR1"	"Short-BR1"	5.09666666666667	5.09666666666668	23.0456586882719
"808"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1977	"Short"	"BR6"	"Short-BR6"	4.97	4.97	23.0456586882719
"809"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	5.58666666666667	5.58666666666667	23.0456586882719
"810"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1985	"Stress"	"BR17"	"Stress-BR17"	5.30333333333333	5.30333333333334	23.0456586882719
"811"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1985	"Stress"	"BR18"	"Stress-BR18"	3.77666666666667	3.77666666666667	23.0456586882719
"812"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1985	"Stress"	"BR19"	"Stress-BR19"	4.64	4.64	23.0456586882719
"813"	"2006-2007"	"Gazipur"	"2006-2007-Gazipur"	2006	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	5.09	5.09	23.0456586882719
"814"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1983	"Long"	"BR12"	"Long-BR12"	4.91666666666667	4.91666666666667	21.8700218700218
"815"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1983	"Long"	"BR14"	"Long-BR14"	6.26333333333333	6.26333333333334	21.8700218700218
"816"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1983	"Long"	"BR15"	"Long-BR15"	7.43333333333333	7.43333333333333	21.8700218700219
"817"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1983	"Long"	"BR16"	"Long-BR16"	7.31333333333333	7.31333333333333	21.8700218700219
"818"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1971	"Long"	"BR2"	"Long-BR2"	4.88666666666667	4.88666666666667	21.8700218700218
"819"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1973	"Long"	"BR3"	"Long-BR3"	6.72	6.72	21.8700218700218
"820"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1977	"Long"	"BR7"	"Long-BR7"	6.53666666666667	6.53666666666667	21.8700218700218
"821"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1978	"Long"	"BR8"	"Long-BR8"	5.72666666666667	5.72666666666667	21.8700218700219
"822"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1978	"Long"	"BR9"	"Long-BR9"	5.87666666666667	5.87666666666667	21.8700218700218
"823"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.31333333333333	7.31333333333333	21.8700218700218
"824"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1998	"Long"	"BRRI dhan35"	"Long-BRRI dhan35"	5.76333333333333	5.76333333333333	21.8700218700218
"825"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1970	"Short"	"BR1"	"Short-BR1"	4.19666666666667	4.19666666666667	21.8700218700218
"826"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1977	"Short"	"BR6"	"Short-BR6"	5.11333333333333	5.11333333333333	21.8700218700218
"827"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1994	"Short"	"BRRI dhan28"	"Short-BRRI dhan28"	6.00666666666667	6.00666666666667	21.8700218700218
"828"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	2005	"Short"	"BRRI dhan45"	"Short-BRRI dhan45"	6.20333333333333	6.20333333333333	21.8700218700219
"829"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1985	"Stress"	"BR17"	"Stress-BR17"	6.67666666666667	6.67666666666667	21.8700218700218
"830"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1985	"Stress"	"BR18"	"Stress-BR18"	5.96	5.96	21.8700218700219
"831"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1985	"Stress"	"BR19"	"Stress-BR19"	6.16666666666667	6.16666666666667	21.8700218700219
"832"	"2006-2007"	"Habiganj"	"2006-2007-Habiganj"	2006	1998	"Stress"	"BRRI dhan36"	"Stress-BRRI dhan36"	4.81333333333333	4.81333333333333	21.8700218700218
"833"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1983	"Long"	"BR12"	"Long-BR12"	5.59	5.59	13.5125880425449
"834"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1983	"Long"	"BR14"	"Long-BR14"	7.37	7.37	13.5125880425449
"835"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1983	"Long"	"BR15"	"Long-BR15"	6.54333333333333	6.54333333333334	13.5125880425449
"836"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1983	"Long"	"BR16"	"Long-BR16"	6.51666666666667	6.51666666666667	13.5125880425449
"837"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1971	"Long"	"BR2"	"Long-BR2"	6.59	6.59000000000001	13.5125880425449
"838"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1973	"Long"	"BR3"	"Long-BR3"	6.10666666666667	6.10666666666667	13.5125880425449
"839"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1977	"Long"	"BR7"	"Long-BR7"	6.17666666666667	6.17666666666667	13.5125880425449
"840"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1978	"Long"	"BR8"	"Long-BR8"	7.01333333333333	7.01333333333334	13.5125880425449
"841"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1978	"Long"	"BR9"	"Long-BR9"	7.93333333333333	7.93333333333334	13.5125880425449
"842"	"2006-2007"	"Kustia"	"2006-2007-Kustia"	2006	1994	"Long"	"BRRI dhan29"	"Long-BRRI dhan29"	7.25	7.25	13.5125880425449
