"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"	"residFA"
"2008-2009-Kustia"	"Stress-BR18"	"2008-2009"	2008	1985	"Kustia"	"BR18"	"Stress"	6.48333333333333	6.48333333333333	0.235293955753303	0.0553632456140375	18.0625248557763	-0.0622849524656006
"2008-2009-Rajshahi"	"Stress-BR18"	"2008-2009"	2008	1985	"Rajshahi"	"BR18"	"Stress"	3.30666666666667	3.30666666666667	0.334375082663821	0.111806695906437	8.94400815526138	-0.0432047044688377
"2008-2009-Rangpur"	"Stress-BR18"	"2008-2009"	2008	1985	"Rangpur"	"BR18"	"Stress"	2.56666666666667	2.56666666666667	0.126417884341895	0.0159814814814808	62.5724217844753	-0.00583178024382081
"2008-2009-Satkhira"	"Stress-BR18"	"2008-2009"	2008	1985	"Satkhira"	"BR18"	"Stress"	6.56666666666667	6.56666666666667	0.310528223802259	0.0964277777777857	10.3704557239146	0.147978144074572
"2009-2010-Barisal"	"Stress-BR18"	"2009-2010"	2009	1985	"Barisal"	"BR18"	"Stress"	3.93333333333333	3.93333333333333	0.263906348628747	0.0696465608465579	14.3582107694184	-0.107894216846262
"2009-2010-Bhanga"	"Stress-BR18"	"2009-2010"	2009	1985	"Bhanga"	"BR18"	"Stress"	5.90333333333333	5.90333333333333	0.212419154823519	0.0451218973359379	22.1621886277273	-0.0723674409701038
"2009-2010-Comilla"	"Stress-BR18"	"2009-2010"	2009	1985	"Comilla"	"BR18"	"Stress"	5.99	5.99	0.0904396883672715	0.00817933723196918	122.259294566248	0.00422468115344188
"2009-2010-Gazipur"	"Stress-BR18"	"2009-2010"	2009	1985	"Gazipur"	"BR18"	"Stress"	2.88666666666667	2.88666666666667	0.27883426075994	0.0777485449735423	12.8619770355869	-0.0364390857103642
"2009-2010-Habiganj"	"Stress-BR18"	"2009-2010"	2009	1985	"Habiganj"	"BR18"	"Stress"	6.26666666666667	6.26666666666667	0.0700528900717596	0.00490740740740604	203.773584905717	-0.000683943549546484
"2009-2010-Kustia"	"Stress-BR18"	"2009-2010"	2009	1985	"Kustia"	"BR18"	"Stress"	5.26333333333333	5.26333333333333	0.127815999877006	0.0163369298245589	61.211011538822	-0.0077614197557061
"2009-2010-Rajshahi"	"Stress-BR18"	"2009-2010"	2009	1985	"Rajshahi"	"BR18"	"Stress"	3.54	3.54	0.229875238077584	0.0528426250812261	18.9241166286283	-0.0193902169300202
"2009-2010-Rangpur"	"Stress-BR18"	"2009-2010"	2009	1985	"Rangpur"	"BR18"	"Stress"	4.73333333333333	4.73333333333333	0.255884036648714	0.0654766402116403	15.2726223698665	0.115453376142918
"2009-2010-Satkhira"	"Stress-BR18"	"2009-2010"	2009	1985	"Satkhira"	"BR18"	"Stress"	5.61666666666667	5.61666666666667	0.265448423421698	0.0704628654970653	14.1918724557356	-0.0234110756790367
"2010-2011-Barisal"	"Stress-BR18"	"2010-2011"	2010	1985	"Barisal"	"BR18"	"Stress"	3.29333333333333	3.29333333333333	0.277057622031828	0.0767609259259315	13.0274614061446	-0.18993631319929
"2010-2011-Bhanga"	"Stress-BR18"	"2010-2011"	2010	1985	"Bhanga"	"BR18"	"Stress"	5.67333333333333	5.67333333333333	0.403600233087322	0.16289314814814	6.13899363704707	-0.25054952029797
"2010-2011-Comilla"	"Stress-BR18"	"2010-2011"	2010	1985	"Comilla"	"BR18"	"Stress"	5.79666666666667	5.79666666666667	0.0749648947823642	0.00561973544973094	177.944319433734	0.00703851794818799
"2010-2011-Gazipur"	"Stress-BR18"	"2010-2011"	2010	1985	"Gazipur"	"BR18"	"Stress"	1.74333333333333	1.74333333333333	0.452831801237101	0.205056640211637	4.8767013785455	-0.0234125470229012
"2010-2011-Habiganj"	"Stress-BR18"	"2010-2011"	2010	1985	"Habiganj"	"BR18"	"Stress"	5.63333333333333	5.63333333333333	0.116416966344714	0.0135529100529063	73.7848916650603	0.0118011538485412
"2010-2011-Kustia"	"Stress-BR18"	"2010-2011"	2010	1985	"Kustia"	"BR18"	"Stress"	4.03666666666667	4.03666666666667	0.0652940033870905	0.00426330687831339	234.55970413174	0.00135242441374039
"2010-2011-Rajshahi"	"Stress-BR18"	"2010-2011"	2010	1985	"Rajshahi"	"BR18"	"Stress"	4.56333333333333	4.56333333333333	0.218481379207548	0.0477341130604323	20.9493784609338	-0.0296340041952412
"2010-2011-Rangpur"	"Stress-BR18"	"2010-2011"	2010	1985	"Rangpur"	"BR18"	"Stress"	2.61666666666667	2.61666666666667	0.119805287355388	0.014353306878307	69.6703560007736	0.00662417721955144
"2010-2011-Satkhira"	"Stress-BR18"	"2010-2011"	2010	1985	"Satkhira"	"BR18"	"Stress"	4.66666666666667	4.66666666666667	0.351209926822144	0.123348412698416	8.10711689047008	-0.269444557704874
"2010-2011-Sonagazi"	"Stress-BR18"	"2010-2011"	2010	1985	"Sonagazi"	"BR18"	"Stress"	6.2	6.2	0.191871870827438	0.036814814814821	27.1629778671986	0.0844587543758193
"2011-2012-Barisal"	"Stress-BR18"	"2011-2012"	2011	1985	"Barisal"	"BR18"	"Stress"	3.29333333333333	3.29333333333333	0.277057622031828	0.0767609259259315	13.0274614061446	-0.191056408864815
"2011-2012-Bhanga"	"Stress-BR18"	"2011-2012"	2011	1985	"Bhanga"	"BR18"	"Stress"	5.67333333333333	5.67333333333333	0.403600233087322	0.16289314814814	6.13899363704707	-0.252715991430589
"2011-2012-Comilla"	"Stress-BR18"	"2011-2012"	2011	1985	"Comilla"	"BR18"	"Stress"	5.2	5.2	0.125025605843028	0.0156314021164161	63.97378767128	0.0125954714958594
"2011-2012-Gazipur"	"Stress-BR18"	"2011-2012"	2011	1985	"Gazipur"	"BR18"	"Stress"	4.66	4.66	0.187925320076699	0.0353159259259297	28.3158369427256	0.0337537258432921
"2011-2012-Habiganj"	"Stress-BR18"	"2011-2012"	2011	1985	"Habiganj"	"BR18"	"Stress"	5.63333333333333	5.63333333333333	0.116416966344714	0.0135529100529063	73.7848916650603	0.0115815876365808
"2011-2012-Kustia"	"Stress-BR18"	"2011-2012"	2011	1985	"Kustia"	"BR18"	"Stress"	4.03666666666667	4.03666666666667	0.0652940033870905	0.00426330687831339	234.55970413174	0.00128199851221478
"2011-2012-Rajshahi"	"Stress-BR18"	"2011-2012"	2011	1985	"Rajshahi"	"BR18"	"Stress"	5.59	5.59	0.379846425385708	0.1442833068783	6.93080870986329	-0.0680125727341734
"2011-2012-Rangpur"	"Stress-BR18"	"2011-2012"	2011	1985	"Rangpur"	"BR18"	"Stress"	2.61666666666667	2.61666666666667	0.235463238124209	0.0554429365079377	18.0365626892225	0.0104994445384099
"2011-2012-Satkhira"	"Stress-BR18"	"2011-2012"	2011	1985	"Satkhira"	"BR18"	"Stress"	6.1	6.1	0.0939814515078146	0.00883251322751571	113.21805857983	0.00594230456168532
"2011-2012-Sonagazi"	"Stress-BR18"	"2011-2012"	2011	1985	"Sonagazi"	"BR18"	"Stress"	6.2	6.2	0.191871870827438	0.036814814814821	27.1629778671986	0.0838877500526358
"2012-2013-Barisal"	"Stress-BR18"	"2012-2013"	2012	1985	"Barisal"	"BR18"	"Stress"	3.98333333333333	3.98333333333333	0.214560657627369	0.046036275801489	21.7220003701441	-0.00502372027154907
"2012-2013-Bhanga"	"Stress-BR18"	"2012-2013"	2012	1985	"Bhanga"	"BR18"	"Stress"	7.18	7.18	0.387689885757495	0.15030344751866	6.65320733828048	0.0453795944193134
"2012-2013-Comilla"	"Stress-BR18"	"2012-2013"	2012	1985	"Comilla"	"BR18"	"Stress"	5.7	5.7	0.104300643999111	0.0108786243386292	91.9233874497412	0.0290564404381071
"2012-2013-Gazipur"	"Stress-BR18"	"2012-2013"	2012	1985	"Gazipur"	"BR18"	"Stress"	3.56	3.56	0.357822214143497	0.128036736934554	7.81025839881524	-0.462194650970735
"2012-2013-Habiganj"	"Stress-BR18"	"2012-2013"	2012	1985	"Habiganj"	"BR18"	"Stress"	5.57666666666667	5.57666666666667	0.083175883002435	0.00691822751323476	144.545694411896	0.00225643230161943
"2012-2013-Kustia"	"Stress-BR18"	"2012-2013"	2012	1985	"Kustia"	"BR18"	"Stress"	5.51	5.51	0.0761059578507512	0.00579211682038031	172.648451509364	-0.00157667865748934
"2012-2013-Rajshahi"	"Stress-BR18"	"2012-2013"	2012	1985	"Rajshahi"	"BR18"	"Stress"	4.60666666666667	4.60666666666667	0.330920184701595	0.109508168642937	9.13173886836335	0.00892504348569112
"2012-2013-Rangpur"	"Stress-BR18"	"2012-2013"	2012	1985	"Rangpur"	"BR18"	"Stress"	6.95	6.95	0.175155492749514	0.0306794466403251	32.5951120215317	0.1735582350541
"2012-2013-Satkhira"	"Stress-BR18"	"2012-2013"	2012	1985	"Satkhira"	"BR18"	"Stress"	6.3	6.3	0.133432110973701	0.0178041282388981	56.1667488900254	-0.000813020451605695
"2012-2013-Sonagazi"	"Stress-BR18"	"2012-2013"	2012	1985	"Sonagazi"	"BR18"	"Stress"	3.34333333333333	3.34333333333333	0.698452426948108	0.487835792709703	2.04987008937057	-0.452490066314161
"2013-2014-Barisal"	"Stress-BR18"	"2013-2014"	2013	1985	"Barisal"	"BR18"	"Stress"	4.40333333333333	4.40333333333333	0.0917261811463272	0.00841369230768883	118.853882864976	0.0154895765072194
"2013-2014-Bhanga"	"Stress-BR18"	"2013-2014"	2013	1985	"Bhanga"	"BR18"	"Stress"	6.83333333333333	6.83333333333333	0.0735660642685234	0.00541196581196052	184.775742261709	0.00977010504055276
"2013-2014-Comilla"	"Stress-BR18"	"2013-2014"	2013	1985	"Comilla"	"BR18"	"Stress"	5.94333333333333	5.94333333333333	0.0732732854386909	0.00536897435897987	186.255313052008	0.0202046085406113
"2013-2014-Gazipur"	"Stress-BR18"	"2013-2014"	2013	1985	"Gazipur"	"BR18"	"Stress"	5.13333333333333	5.13333333333333	0.24528249891402	0.0601635042735061	16.6213722434444	-0.0750738397623962
"2013-2014-Habiganj"	"Stress-BR18"	"2013-2014"	2013	1985	"Habiganj"	"BR18"	"Stress"	5.51666666666667	5.51666666666667	0.103272107585416	0.0106651282051338	93.7635235850836	-0.0103121738222951
"2013-2014-Kustia"	"Stress-BR18"	"2013-2014"	2013	1985	"Kustia"	"BR18"	"Stress"	5.87	5.87	0.462568515026205	0.213969631093548	4.67356042485673	0.251188124768121
"2013-2014-Rajshahi"	"Stress-BR18"	"2013-2014"	2013	1985	"Rajshahi"	"BR18"	"Stress"	1.34333333333333	1.34333333333333	0.219782409879192	0.0483043076923052	20.702087407399	-0.218420766334905
"2013-2014-Rangpur"	"Stress-BR18"	"2013-2014"	2013	1985	"Rangpur"	"BR18"	"Stress"	5.96666666666667	5.96666666666667	0.24339830534071	0.0592427350427296	16.8797068413323	-0.0386508154566663
"2013-2014-Satkhira"	"Stress-BR18"	"2013-2014"	2013	1985	"Satkhira"	"BR18"	"Stress"	5.89666666666667	5.89666666666667	0.140844643757716	0.0198372136752379	50.4103054174522	0.021544420967559
"2013-2014-Sonagazi"	"Stress-BR18"	"2013-2014"	2013	1985	"Sonagazi"	"BR18"	"Stress"	5.43	5.43	0.107964966096709	0.0116564339042635	85.7895311905157	0.0120090697965018
"2014-2015-Barisal"	"Stress-BR18"	"2014-2015"	2014	1985	"Barisal"	"BR18"	"Stress"	4.94	4.94	0.0927519710939973	0.00860292814182171	116.239492358266	0.0259674383369166
"2014-2015-Bhanga"	"Stress-BR18"	"2014-2015"	2014	1985	"Bhanga"	"BR18"	"Stress"	7.96666666666667	7.96666666666667	0.182357022268893	0.0332540835707777	30.0714947645936	0.123401102710198
"2014-2015-Comilla"	"Stress-BR18"	"2014-2015"	2014	1985	"Comilla"	"BR18"	"Stress"	4.31333333333333	4.31333333333333	0.0864836624358532	0.0074794238683186	133.700137551477	-0.0295267536535571
"2014-2015-Gazipur"	"Stress-BR18"	"2014-2015"	2014	1985	"Gazipur"	"BR18"	"Stress"	5.76666666666667	5.76666666666666	0.254951206268758	0.0650001175778946	15.3845875555782	-0.00676016325302431
"2014-2015-Habiganj"	"Stress-BR18"	"2014-2015"	2014	1985	"Habiganj"	"BR18"	"Stress"	5.4	5.4	0.105501560638909	0.0111305792972454	89.842583507534	-0.011717209362919
"2014-2015-Kustia"	"Stress-BR18"	"2014-2015"	2014	1985	"Kustia"	"BR18"	"Stress"	6.22666666666667	6.22666666666667	0.339059620016796	0.114961425925934	8.6985699067813	0.126588125677557
"2014-2015-Rajshahi"	"Stress-BR18"	"2014-2015"	2014	1985	"Rajshahi"	"BR18"	"Stress"	3.84	3.84	0.308255745993917	0.0950216049382666	10.5239224347945	-0.261733696140549
"2014-2015-Rangpur"	"Stress-BR18"	"2014-2015"	2014	1985	"Rangpur"	"BR18"	"Stress"	3.73333333333333	3.73333333333333	0.194373450613147	0.0377810383032613	26.468303808201	0.0877497244448326
"2014-2015-Satkhira"	"Stress-BR18"	"2014-2015"	2014	1985	"Satkhira"	"BR18"	"Stress"	6.45666666666667	6.45666666666667	0.0921998222203474	0.00850080721746367	117.6358873244	0.0215383625280223
"2014-2015-Sonagazi"	"Stress-BR18"	"2014-2015"	2014	1985	"Sonagazi"	"BR18"	"Stress"	4.79	4.79	0.0951401392186235	0.00905164609053906	110.477143051938	-0.0054578249630417
"2015-2016-Barisal"	"Stress-BR18"	"2015-2016"	2015	1985	"Barisal"	"BR18"	"Stress"	4.58	4.58	0.278782748369645	0.0777198207885329	12.8667306467534	0.161170219482222
"2015-2016-Bhanga"	"Stress-BR18"	"2015-2016"	2015	1985	"Bhanga"	"BR18"	"Stress"	6.57666666666667	6.57666666666667	0.386547395397856	0.149418888888866	6.69259427262756	0.0359187560493472
"2015-2016-Comilla"	"Stress-BR18"	"2015-2016"	2015	1985	"Comilla"	"BR18"	"Stress"	4.38	4.38	0.440329747732719	0.19389028673836	5.15755593960941	-0.416265141213089
"2015-2016-Gazipur"	"Stress-BR18"	"2015-2016"	2015	1985	"Gazipur"	"BR18"	"Stress"	5.69333333333333	5.69333333333333	0.372158369315858	0.138501851851839	7.2201200679233	-0.0347832352192734
"2015-2016-Habiganj"	"Stress-BR18"	"2015-2016"	2015	1985	"Habiganj"	"BR18"	"Stress"	6.36666666666667	6.36666666666667	0.289156892504162	0.0836117084826632	11.9600474400945	0.0632001766743366
"2015-2016-Kustia"	"Stress-BR18"	"2015-2016"	2015	1985	"Kustia"	"BR18"	"Stress"	6.03333333333333	6.03333333333334	0.277175655651861	0.0768263440860393	13.0163684332041	-0.0906316959741948
"2015-2016-Rajshahi"	"Stress-BR18"	"2015-2016"	2015	1985	"Rajshahi"	"BR18"	"Stress"	5.36666666666667	5.36666666666667	0.442226027072499	0.195563859020327	5.11341924325629	0.127467154677111
"2015-2016-Rangpur"	"Stress-BR18"	"2015-2016"	2015	1985	"Rangpur"	"BR18"	"Stress"	5.53666666666667	5.53666666666667	0.382015687718545	0.145935985663073	6.85231949787034	0.131852987804191
"2015-2016-Satkhira"	"Stress-BR18"	"2015-2016"	2015	1985	"Satkhira"	"BR18"	"Stress"	4.93333333333333	4.93333333333333	0.302023818757355	0.0912183870967757	10.9627020585124	-0.138554608030475
"2015-2016-Sonagazi"	"Stress-BR18"	"2015-2016"	2015	1985	"Sonagazi"	"BR18"	"Stress"	3.84666666666667	3.84666666666667	0.455542634662466	0.207519091995221	4.81883372939502	-0.24702401413742
"2001-2002-Barisal"	"Stress-BR19"	"2001-2002"	2001	1985	"Barisal"	"BR19"	"Stress"	6.6	6.6	0.24716467715379	0.0610903776325371	16.3691900222826	0.00495145830583255
"2001-2002-Bhanga"	"Stress-BR19"	"2001-2002"	2001	1985	"Bhanga"	"BR19"	"Stress"	6.73333333333333	6.73333333333333	0.285697556310732	0.081623093681924	12.2514346723598	0.0690807571168719
"2001-2002-Comilla"	"Stress-BR19"	"2001-2002"	2001	1985	"Comilla"	"BR19"	"Stress"	5.41	5.41	0.161967074843428	0.0262333333333367	38.1194409148617	-0.0210786701360846
"2001-2002-Habiganj"	"Stress-BR19"	"2001-2002"	2001	1985	"Habiganj"	"BR19"	"Stress"	5.52	5.52	0.180123313687115	0.0324444081336268	30.8219523031939	0.0144170103909023
"2001-2002-Rajshahi"	"Stress-BR19"	"2001-2002"	2001	1985	"Rajshahi"	"BR19"	"Stress"	5.36666666666667	5.36666666666667	0.362854014149783	0.131663035584611	7.59514616657434	0.0621178128403939
"2001-2002-Rangpur"	"Stress-BR19"	"2001-2002"	2001	1985	"Rangpur"	"BR19"	"Stress"	6.90333333333333	6.90333333333333	0.303329921693115	0.0920090413943512	10.8684971046921	0.0968212909515271
"2001-2002-Satkhira"	"Stress-BR19"	"2001-2002"	2001	1985	"Satkhira"	"BR19"	"Stress"	6.5	6.5	0.0580189161050427	0.00336619462600399	297.071355374095	0.00804638632985988
"2002-2003-Barisal"	"Stress-BR19"	"2002-2003"	2002	1985	"Barisal"	"BR19"	"Stress"	4.91	4.91	0.313910433640852	0.098539760348588	10.1481878630764	0.161396217642823
"2002-2003-Bhanga"	"Stress-BR19"	"2002-2003"	2002	1985	"Bhanga"	"BR19"	"Stress"	6.80333333333333	6.80333333333333	0.30608919532951	0.0936905954974666	10.6734298644418	0.136404284053873
"2002-2003-Comilla"	"Stress-BR19"	"2002-2003"	2002	1985	"Comilla"	"BR19"	"Stress"	5.35	5.35	0.215096624181339	0.0462665577342084	21.6138837417901	0.0143574290989159
"2002-2003-Gazipur"	"Stress-BR19"	"2002-2003"	2002	1985	"Gazipur"	"BR19"	"Stress"	3.85666666666667	3.85666666666667	0.322315233364283	0.103887109658672	9.6258333039158	-0.0857527680827155
"2002-2003-Habiganj"	"Stress-BR19"	"2002-2003"	2002	1985	"Habiganj"	"BR19"	"Stress"	6.19333333333333	6.19333333333333	0.258666557172678	0.0669083877995662	14.9458092309091	0.107072665454237
"2002-2003-Rajshahi"	"Stress-BR19"	"2002-2003"	2002	1985	"Rajshahi"	"BR19"	"Stress"	4.23333333333333	4.23333333333333	0.460137052931002	0.211726107480027	4.72308309968024	0.0689709505527771
"2002-2003-Rangpur"	"Stress-BR19"	"2002-2003"	2002	1985	"Rangpur"	"BR19"	"Stress"	2.38333333333333	2.38333333333333	0.215484372722109	0.0464335148874406	21.5361684857177	-0.163814224227199
"2002-2003-Satkhira"	"Stress-BR19"	"2002-2003"	2002	1985	"Satkhira"	"BR19"	"Stress"	5.4	5.4	0.11216121424592	0.0125801379811192	79.4903840880635	0.0217329700832884
"2003-2004-Barisal"	"Stress-BR19"	"2003-2004"	2003	1985	"Barisal"	"BR19"	"Stress"	4.37333333333333	4.37333333333333	0.432998446095344	0.187487654320983	5.33368452243783	0.141224716435847
"2003-2004-Bhanga"	"Stress-BR19"	"2003-2004"	2003	1985	"Bhanga"	"BR19"	"Stress"	5.64	5.64	0.438643805153522	0.192408387799561	5.19727861886009	0.112247130961929
"2003-2004-Comilla"	"Stress-BR19"	"2003-2004"	2003	1985	"Comilla"	"BR19"	"Stress"	4.53666666666667	4.53666666666667	0.216915392680404	0.047052287581694	21.2529517988634	-0.0293029556958455
"2003-2004-Gazipur"	"Stress-BR19"	"2003-2004"	2003	1985	"Gazipur"	"BR19"	"Stress"	2.87333333333333	2.87333333333333	0.270899547796538	0.0733865649963686	13.626472366563	0.0579897145314905
"2003-2004-Habiganj"	"Stress-BR19"	"2003-2004"	2003	1985	"Habiganj"	"BR19"	"Stress"	5.29666666666667	5.29666666666667	0.258788375674349	0.0669714233841678	14.93174177087	-0.0227587755986018
"2003-2004-Rajshahi"	"Stress-BR19"	"2003-2004"	2003	1985	"Rajshahi"	"BR19"	"Stress"	3.43	3.43	0.371865061305709	0.138283623819899	7.2315142775142	0.317116572362038
"2003-2004-Rangpur"	"Stress-BR19"	"2003-2004"	2003	1985	"Rangpur"	"BR19"	"Stress"	3.96333333333333	3.96333333333333	0.233734404759005	0.0546317719680465	18.3043669274518	-0.100291928213706
"2003-2004-Satkhira"	"Stress-BR19"	"2003-2004"	2003	1985	"Satkhira"	"BR19"	"Stress"	6.87333333333333	6.87333333333333	0.116453431025753	0.0135614015976699	73.7386908571322	0.0397679990118212
"2004-2005-Barisal"	"Stress-BR19"	"2004-2005"	2004	1985	"Barisal"	"BR19"	"Stress"	5.24	5.24	0.283980613962915	0.0806449891067539	12.400026475002	-0.0423501606412886
"2004-2005-Bhanga"	"Stress-BR19"	"2004-2005"	2004	1985	"Bhanga"	"BR19"	"Stress"	5.96	5.96	0.161453658833138	0.0260672839506074	38.3622628999174	-0.0660536616512424
"2004-2005-Comilla"	"Stress-BR19"	"2004-2005"	2004	1985	"Comilla"	"BR19"	"Stress"	6.72	6.72	0.248496495652324	0.0617505083514855	16.1941986664786	0.0793328063514958
"2004-2005-Gazipur"	"Stress-BR19"	"2004-2005"	2004	1985	"Gazipur"	"BR19"	"Stress"	4.47	4.47	0.227098540895112	0.0515737472766889	19.3897099358533	0.0762577565308895
"2004-2005-Habiganj"	"Stress-BR19"	"2004-2005"	2004	1985	"Habiganj"	"BR19"	"Stress"	5.63333333333333	5.63333333333333	0.20023669726353	0.0400947349310066	24.9409305665883	0.0189178627270863
"2004-2005-Kustia"	"Stress-BR19"	"2004-2005"	2004	1985	"Kustia"	"BR19"	"Stress"	5.59333333333333	5.59333333333333	0.0878815470024954	0.00772316630355181	129.480573212584	0.00218174201399535
"2004-2005-Rajshahi"	"Stress-BR19"	"2004-2005"	2004	1985	"Rajshahi"	"BR19"	"Stress"	5.59333333333333	5.59333333333333	0.271056929655026	0.0734718591140097	13.6106532767635	0.131382754685416
"2004-2005-Rangpur"	"Stress-BR19"	"2004-2005"	2004	1985	"Rangpur"	"BR19"	"Stress"	4.25	4.25	0.183542859077602	0.0336879811183805	29.6841771694769	-0.0683087701221483
"2004-2005-Satkhira"	"Stress-BR19"	"2004-2005"	2004	1985	"Satkhira"	"BR19"	"Stress"	6.63	6.63	0.0492134945565757	0.00242196804647011	412.88736300937	0.00630888213037295
"2005-2006-Barisal"	"Stress-BR19"	"2005-2006"	2005	1985	"Barisal"	"BR19"	"Stress"	5.29333333333333	5.29333333333333	0.302191463255966	0.0913196804647816	10.9505420399019	-0.0999745738467279
"2005-2006-Bhanga"	"Stress-BR19"	"2005-2006"	2005	1985	"Bhanga"	"BR19"	"Stress"	6.49333333333333	6.49333333333333	0.327794671105593	0.107449346405224	9.30671086847468	0.0829118200753101
"2005-2006-Comilla"	"Stress-BR19"	"2005-2006"	2005	1985	"Comilla"	"BR19"	"Stress"	5.94333333333333	5.94333333333333	0.122112398668185	0.0149114379084978	67.0626136886583	0.00559941182322454
"2005-2006-Gazipur"	"Stress-BR19"	"2005-2006"	2005	1985	"Gazipur"	"BR19"	"Stress"	5.80333333333333	5.80333333333333	0.219142631865539	0.0480234931009552	20.8231416631397	0.0518406437434518
"2005-2006-Habiganj"	"Stress-BR19"	"2005-2006"	2005	1985	"Habiganj"	"BR19"	"Stress"	6.26666666666667	6.26666666666667	0.318481498330009	0.101430464778527	9.85897089383837	-0.153786517397721
"2005-2006-Kustia"	"Stress-BR19"	"2005-2006"	2005	1985	"Kustia"	"BR19"	"Stress"	5.59333333333333	5.59333333333333	0.151309342296115	0.0228945170660828	43.678580208248	-0.0502141767818802
"2005-2006-Rajshahi"	"Stress-BR19"	"2005-2006"	2005	1985	"Rajshahi"	"BR19"	"Stress"	4.34333333333333	4.34333333333333	0.242186766608177	0.0586544299201236	17.0490106435578	-0.190431274663959
"2005-2006-Rangpur"	"Stress-BR19"	"2005-2006"	2005	1985	"Rangpur"	"BR19"	"Stress"	5.60666666666667	5.60666666666667	0.327893798011106	0.107514342774148	9.30108461994387	0.316663662207498
"2005-2006-Satkhira"	"Stress-BR19"	"2005-2006"	2005	1985	"Satkhira"	"BR19"	"Stress"	6.26666666666667	6.26666666666667	0.159965160513332	0.0255888525780561	39.079517026002	0.0180980692911055
"2006-2007-Barisal"	"Stress-BR19"	"2006-2007"	2006	1985	"Barisal"	"BR19"	"Stress"	5.36333333333333	5.36333333333333	0.0714861273728107	0.00511026640676171	195.68451434877	0.00603976834114661
"2006-2007-Bhanga"	"Stress-BR19"	"2006-2007"	2006	1985	"Bhanga"	"BR19"	"Stress"	6.86666666666667	6.86666666666667	0.114336376615391	0.0130728070175365	76.4946655036331	0.00155377278758895
"2006-2007-Comilla"	"Stress-BR19"	"2006-2007"	2006	1985	"Comilla"	"BR19"	"Stress"	5.65666666666667	5.65666666666667	0.1100686477271	0.0121151072124723	82.541572473293	-0.00751728945347896
"2006-2007-Gazipur"	"Stress-BR19"	"2006-2007"	2006	1985	"Gazipur"	"BR19"	"Stress"	4.64	4.64	0.208307754421024	0.0433921205519298	23.0456586882691	0.0142284458519564
"2006-2007-Habiganj"	"Stress-BR19"	"2006-2007"	2006	1985	"Habiganj"	"BR19"	"Stress"	6.16666666666667	6.16666666666667	0.213833326116459	0.045724691358028	21.8700218700203	0.00594501378879819
"2006-2007-Kustia"	"Stress-BR19"	"2006-2007"	2006	1985	"Kustia"	"BR19"	"Stress"	8.44666666666667	8.44666666666667	0.272038725600079	0.0740050682261153	13.5125880425459	0.230336216951232
"2006-2007-Rajshahi"	"Stress-BR19"	"2006-2007"	2006	1985	"Rajshahi"	"BR19"	"Stress"	4.96666666666667	4.96666666666667	0.358730343557967	0.128687459389217	7.77076495834367	0.11651566721394
"2006-2007-Rangpur"	"Stress-BR19"	"2006-2007"	2006	1985	"Rangpur"	"BR19"	"Stress"	5.43333333333333	5.43333333333333	0.101531322687506	0.0103086094866744	97.0062937482172	0.005956807522983
"2006-2007-Satkhira"	"Stress-BR19"	"2006-2007"	2006	1985	"Satkhira"	"BR19"	"Stress"	5.78	5.78	0.0978925097737054	0.009582943469795	104.352071276634	-0.0135179334984672
"2007-2008-Barisal"	"Stress-BR19"	"2007-2008"	2007	1985	"Barisal"	"BR19"	"Stress"	4.84	4.84	0.225628355145955	0.0509081546458691	19.6432183990221	-0.0602618527149676
"2007-2008-Bhanga"	"Stress-BR19"	"2007-2008"	2007	1985	"Bhanga"	"BR19"	"Stress"	6.19666666666667	6.19666666666667	0.113287027577184	0.0128339506172736	77.9183300467174	0.00785627349324436
"2007-2008-Comilla"	"Stress-BR19"	"2007-2008"	2007	1985	"Comilla"	"BR19"	"Stress"	7	7	0.125518159312143	0.0157548083171084	63.4726859173579	-0.0146687111068271
"2007-2008-Gazipur"	"Stress-BR19"	"2007-2008"	2007	1985	"Gazipur"	"BR19"	"Stress"	5.05	5.05	0.229593398543993	0.052713128654981	18.9706060997673	0.0644773133046739
"2007-2008-Habiganj"	"Stress-BR19"	"2007-2008"	2007	1985	"Habiganj"	"BR19"	"Stress"	6.16666666666667	6.16666666666667	0.213833326116459	0.045724691358028	21.8700218700203	0.00553501928579614
"2007-2008-Kustia"	"Stress-BR19"	"2007-2008"	2007	1985	"Kustia"	"BR19"	"Stress"	7.22666666666667	7.22666666666667	0.0714488507367363	0.00510493827160043	195.888754534635	0.0197228153943989
"2007-2008-Rajshahi"	"Stress-BR19"	"2007-2008"	2007	1985	"Rajshahi"	"BR19"	"Stress"	4.25666666666667	4.25666666666667	0.195046519833815	0.0380431448992826	26.2859446201793	0.00320706076575483
"2007-2008-Rangpur"	"Stress-BR19"	"2007-2008"	2007	1985	"Rangpur"	"BR19"	"Stress"	2.6	2.6	0.155756125915591	0.0242599707602334	41.2201650976096	0.0107095260665466
"2007-2008-Satkhira"	"Stress-BR19"	"2007-2008"	2007	1985	"Satkhira"	"BR19"	"Stress"	7.33333333333333	7.33333333333333	0.513208637800389	0.263383105912931	3.79675073134942	0.253074812099248
