SL	Year	Location	Year of release	Rep	Variety	Group	Yield
869	2008	Rajshahi	1988	2	BR23	Long	3.84
870	2008	Rangpur	1988	2	BR23	Long	2.80
871	2008	Satkhira	1988	2	BR23	Long	3.55
872	2008	Sonagazi	1988	2	BR23	Long	1.85
873	2008	Kustia	1988	2	BR23	Long	4.68
874	2009	Barisal	1988	2	BR23	Long	3.45
875	2009	Comilla	1988	2	BR23	Long	3.85
876	2009	Gazipur	1988	2	BR23	Long	4.45
877	2009	Rajshahi	1988	2	BR23	Long	3.97
878	2009	Rangpur	1988	2	BR23	Long	1.55
879	2009	Satkhira	1988	2	BR23	Long	3.03
880	2009	Sonagazi	1988	2	BR23	Long	1.20
881	2009	Kustia	1988	2	BR23	Long	4.80
882	2010	Barisal	1988	2	BR23	Long	3.32
883	2010	Comilla	1988	2	BR23	Long	5.09
884	2010	Gazipur	1988	2	BR23	Long	3.80
885	2010	Rajshahi	1988	2	BR23	Long	4.49
886	2010	Rangpur	1988	2	BR23	Long	2.20
887	2010	Satkhira	1988	2	BR23	Long	3.29
888	2010	Sonagazi	1988	2	BR23	Long	4.32
889	2010	Kustia	1988	2	BR23	Long	6.00
890	2011	Barisal	1988	2	BR23	Long	3.19
891	2011	Comilla	1988	2	BR23	Long	4.58
892	2011	Gazipur	1988	2	BR23	Long	5.05
893	2011	Rajshahi	1988	2	BR23	Long	5.00
894	2011	Rangpur	1988	2	BR23	Long	3.50
895	2011	Satkhira	1988	2	BR23	Long	3.16
896	2011	Sonagazi	1988	2	BR23	Long	6.00
897	2011	Kustia	1988	2	BR23	Long	5.18
898	2012	Kustia	1988	2	BR23	Long	4.71
899	2012	Sonagazi	1988	2	BR23	Long	4.37
900	2012	Comilla	1988	2	BR23	Long	5.35
901	2012	Gazipur	1988	2	BR23	Long	3.86
902	2012	Rajshahi	1988	2	BR23	Long	2.54
903	2012	Rangpur	1988	2	BR23	Long	2.54
904	2012	Satkhira	1988	2	BR23	Long	3.29
905	2012	Barisal	1988	2	BR23	Long	3.39
906	2013	Kustia	1988	2	BR23	Long	4.00
907	2013	Sonagazi	1988	2	BR23	Long	4.23
908	2013	Comilla	1988	2	BR23	Long	4.70
909	2013	Gazipur	1988	2	BR23	Long	4.56
910	2013	Rajshahi	1988	2	BR23	Long	3.44
911	2013	Rangpur	1988	2	BR23	Long	1.80
912	2013	Barisal	1988	2	BR23	Long	4.94
913	2014	Kustia	1988	2	BR23	Long	5.10
914	2014	Sonagazi	1988	2	BR23	Long	4.12
915	2014	Comilla	1988	2	BR23	Long	4.91
916	2014	Gazipur	1988	2	BR23	Long	5.50
917	2014	Rajshahi	1988	2	BR23	Long	5.24
918	2014	Rangpur	1988	2	BR23	Long	3.40
919	2014	Satkhira	1988	2	BR23	Long	5.03
920	2014	Bhanga	1988	2	BR23	Long	4.38
921	2015	Kustia	1988	2	BR23	Long	4.12
922	2015	Sonagazi	1988	2	BR23	Long	5.43
923	2015	Comilla	1988	2	BR23	Long	6.21
924	2015	Gazipur	1988	2	BR23	Long	5.33
925	2015	Rajshahi	1988	2	BR23	Long	4.70
926	2015	Rangpur	1988	2	BR23	Long	0.65
927	2015	Satkhira	1988	2	BR23	Long	4.85
928	2015	Bhanga	1988	2	BR23	Long	5.50
929	2001	Barisal	1988	3	BR23	Long	4.85
930	2001	Comilla	1988	3	BR23	Long	5.68
931	2001	Gazipur	1988	3	BR23	Long	4.47
932	2001	Rajshahi	1988	3	BR23	Long	4.12
933	2001	Rangpur	1988	3	BR23	Long	2.97
934	2001	Satkhira	1988	3	BR23	Long	5.82
935	2001	Sonagazi	1988	3	BR23	Long	4.47
936	2002	Barisal	1988	3	BR23	Long	5.15
937	2002	Comilla	1988	3	BR23	Long	5.50
938	2002	Gazipur	1988	3	BR23	Long	3.80
939	2002	Rajshahi	1988	3	BR23	Long	4.42
940	2002	Rangpur	1988	3	BR23	Long	3.15
941	2002	Satkhira	1988	3	BR23	Long	5.34
942	2002	Sonagazi	1988	3	BR23	Long	4.77
943	2003	Barisal	1988	3	BR23	Long	6.30
944	2003	Comilla	1988	3	BR23	Long	2.32
945	2003	Gazipur	1988	3	BR23	Long	4.48
946	2003	Rajshahi	1988	3	BR23	Long	4.27
947	2003	Rangpur	1988	3	BR23	Long	2.78
948	2003	Satkhira	1988	3	BR23	Long	6.29
949	2003	Sonagazi	1988	3	BR23	Long	2.60
950	2004	Barisal	1988	3	BR23	Long	3.46
951	2004	Comilla	1988	3	BR23	Long	2.20
952	2004	Gazipur	1988	3	BR23	Long	4.34
953	2004	Rajshahi	1988	3	BR23	Long	3.83
954	2004	Rangpur	1988	3	BR23	Long	1.94
955	2004	Satkhira	1988	3	BR23	Long	5.12
956	2004	Sonagazi	1988	3	BR23	Long	4.19
957	2004	Kustia	1988	3	BR23	Long	3.23
958	2005	Barisal	1988	3	BR23	Long	5.65
959	2005	Comilla	1988	3	BR23	Long	3.55
960	2005	Gazipur	1988	3	BR23	Long	4.40
961	2005	Rajshahi	1988	3	BR23	Long	4.97
962	2005	Rangpur	1988	3	BR23	Long	1.58
963	2005	Satkhira	1988	3	BR23	Long	5.71
964	2005	Sonagazi	1988	3	BR23	Long	4.45
965	2005	Kustia	1988	3	BR23	Long	4.21
966	2006	Barisal	1988	3	BR23	Long	3.57
967	2006	Comilla	1988	3	BR23	Long	0.86
968	2006	Gazipur	1988	3	BR23	Long	4.65
969	2006	Rajshahi	1988	3	BR23	Long	4.10
970	2006	Rangpur	1988	3	BR23	Long	2.80
971	2006	Satkhira	1988	3	BR23	Long	4.60
972	2006	Sonagazi	1988	3	BR23	Long	4.12
973	2006	Kustia	1988	3	BR23	Long	4.46
974	2007	Barisal	1988	3	BR23	Long	5.16
975	2007	Comilla	1988	3	BR23	Long	3.95
976	2007	Gazipur	1988	3	BR23	Long	3.45
977	2007	Rajshahi	1988	3	BR23	Long	5.00
978	2007	Rangpur	1988	3	BR23	Long	3.15
979	2007	Satkhira	1988	3	BR23	Long	3.00
980	2007	Sonagazi	1988	3	BR23	Long	3.35
981	2007	Kustia	1988	3	BR23	Long	3.80
982	2008	Barisal	1988	3	BR23	Long	4.15
983	2008	Comilla	1988	3	BR23	Long	2.47
984	2008	Gazipur	1988	3	BR23	Long	4.65
985	2008	Rajshahi	1988	3	BR23	Long	3.91
986	2008	Rangpur	1988	3	BR23	Long	3.50
987	2008	Satkhira	1988	3	BR23	Long	3.80
988	2008	Sonagazi	1988	3	BR23	Long	1.90
989	2008	Kustia	1988	3	BR23	Long	4.50
990	2009	Barisal	1988	3	BR23	Long	3.15
991	2009	Comilla	1988	3	BR23	Long	3.82
992	2009	Gazipur	1988	3	BR23	Long	4.20
993	2009	Rajshahi	1988	3	BR23	Long	4.46
994	2009	Rangpur	1988	3	BR23	Long	3.20
995	2009	Satkhira	1988	3	BR23	Long	3.40
996	2009	Sonagazi	1988	3	BR23	Long	1.50
997	2009	Kustia	1988	3	BR23	Long	5.20
998	2010	Barisal	1988	3	BR23	Long	3.57
999	2010	Comilla	1988	3	BR23	Long	5.18
1000	2010	Gazipur	1988	3	BR23	Long	5.68
1001	2010	Rajshahi	1988	3	BR23	Long	4.33
1002	2010	Rangpur	1988	3	BR23	Long	3.10
1003	2010	Satkhira	1988	3	BR23	Long	3.60
1004	2010	Sonagazi	1988	3	BR23	Long	4.23
1005	2010	Kustia	1988	3	BR23	Long	5.40
1006	2011	Barisal	1988	3	BR23	Long	3.99
1007	2011	Comilla	1988	3	BR23	Long	4.48
1008	2011	Gazipur	1988	3	BR23	Long	4.80
1009	2011	Rajshahi	1988	3	BR23	Long	4.20
1010	2011	Rangpur	1988	3	BR23	Long	2.50
1011	2011	Satkhira	1988	3	BR23	Long	3.50
1012	2011	Sonagazi	1988	3	BR23	Long	5.80
1013	2011	Kustia	1988	3	BR23	Long	5.15
1014	2012	Kustia	1988	3	BR23	Long	4.74
1015	2012	Sonagazi	1988	3	BR23	Long	4.08
1016	2012	Comilla	1988	3	BR23	Long	5.48
1017	2012	Gazipur	1988	3	BR23	Long	4.68
1018	2012	Rajshahi	1988	3	BR23	Long	3.16
1019	2012	Rangpur	1988	3	BR23	Long	3.16
1020	2012	Satkhira	1988	3	BR23	Long	3.89
1021	2012	Barisal	1988	3	BR23	Long	3.87
1022	2013	Kustia	1988	3	BR23	Long	4.40
1023	2013	Sonagazi	1988	3	BR23	Long	4.15
1024	2013	Comilla	1988	3	BR23	Long	4.27
1025	2013	Gazipur	1988	3	BR23	Long	4.60
1026	2013	Rajshahi	1988	3	BR23	Long	2.56
1027	2013	Rangpur	1988	3	BR23	Long	1.65
1028	2013	Barisal	1988	3	BR23	Long	4.68
1029	2014	Kustia	1988	3	BR23	Long	5.46
1030	2014	Sonagazi	1988	3	BR23	Long	3.90
1031	2014	Comilla	1988	3	BR23	Long	5.12
1032	2014	Gazipur	1988	3	BR23	Long	5.00
1033	2014	Rajshahi	1988	3	BR23	Long	5.42
1034	2014	Rangpur	1988	3	BR23	Long	3.40
1035	2014	Satkhira	1988	3	BR23	Long	5.15
1036	2014	Bhanga	1988	3	BR23	Long	4.63
1037	2015	Kustia	1988	3	BR23	Long	4.32
1038	2015	Sonagazi	1988	3	BR23	Long	4.92
1039	2015	Comilla	1988	3	BR23	Long	5.75
1040	2015	Gazipur	1988	3	BR23	Long	5.73
1041	2015	Rajshahi	1988	3	BR23	Long	5.24
1042	2015	Rangpur	1988	3	BR23	Long	1.55
1043	2015	Satkhira	1988	3	BR23	Long	3.81
1044	2015	Bhanga	1988	3	BR23	Long	5.38
2437	2001	Barisal	1992	1	BR25	Medium	4.27
2438	2001	Comilla	1992	1	BR25	Medium	4.66
2439	2001	Gazipur	1992	1	BR25	Medium	4.76
2440	2001	Rajshahi	1992	1	BR25	Medium	3.95
2441	2001	Rangpur	1992	1	BR25	Medium	3.17
2442	2001	Satkhira	1992	1	BR25	Medium	4.99
2443	2001	Sonagazi	1992	1	BR25	Medium	4.65
2444	2002	Barisal	1992	1	BR25	Medium	4.70
2445	2002	Comilla	1992	1	BR25	Medium	4.20
2446	2002	Gazipur	1992	1	BR25	Medium	4.07
2447	2002	Rajshahi	1992	1	BR25	Medium	4.25
2448	2002	Rangpur	1992	1	BR25	Medium	2.86
2449	2002	Satkhira	1992	1	BR25	Medium	4.81
2450	2002	Sonagazi	1992	1	BR25	Medium	4.94
2451	2003	Barisal	1992	1	BR25	Medium	6.83
2452	2003	Comilla	1992	1	BR25	Medium	4.17
2453	2003	Gazipur	1992	1	BR25	Medium	2.43
2454	2003	Rajshahi	1992	1	BR25	Medium	4.10
2455	2003	Rangpur	1992	1	BR25	Medium	3.47
2456	2003	Satkhira	1992	1	BR25	Medium	5.17
2457	2003	Sonagazi	1992	1	BR25	Medium	3.88
2458	2004	Barisal	1992	1	BR25	Medium	3.39
2459	2004	Comilla	1992	1	BR25	Medium	2.12
2460	2004	Gazipur	1992	1	BR25	Medium	2.39
2461	2004	Rajshahi	1992	1	BR25	Medium	3.35
2462	2004	Rangpur	1992	1	BR25	Medium	2.90
2463	2004	Satkhira	1992	1	BR25	Medium	5.03
2464	2004	Sonagazi	1992	1	BR25	Medium	5.10
2465	2004	Kustia	1992	1	BR25	Medium	2.93
2466	2005	Barisal	1992	1	BR25	Medium	3.69
2467	2005	Comilla	1992	1	BR25	Medium	3.21
2468	2005	Gazipur	1992	1	BR25	Medium	4.39
2469	2005	Rajshahi	1992	1	BR25	Medium	3.79
2470	2005	Rangpur	1992	1	BR25	Medium	3.10
2471	2005	Satkhira	1992	1	BR25	Medium	4.58
2472	2005	Sonagazi	1992	1	BR25	Medium	4.55
2473	2005	Kustia	1992	1	BR25	Medium	4.23
2474	2006	Barisal	1992	1	BR25	Medium	2.01
2475	2006	Comilla	1992	1	BR25	Medium	1.44
2476	2006	Gazipur	1992	1	BR25	Medium	4.00
2477	2006	Rajshahi	1992	1	BR25	Medium	3.60
2478	2006	Rangpur	1992	1	BR25	Medium	4.00
2479	2006	Satkhira	1992	1	BR25	Medium	5.95
2480	2006	Sonagazi	1992	1	BR25	Medium	1.54
2481	2006	Kustia	1992	1	BR25	Medium	4.00
2482	2007	Barisal	1992	1	BR25	Medium	4.11
2483	2007	Comilla	1992	1	BR25	Medium	3.21
2484	2007	Gazipur	1992	1	BR25	Medium	2.55
2485	2007	Rajshahi	1992	1	BR25	Medium	5.60
2486	2007	Rangpur	1992	1	BR25	Medium	2.95
2487	2007	Satkhira	1992	1	BR25	Medium	3.00
2488	2007	Sonagazi	1992	1	BR25	Medium	3.30
2489	2007	Kustia	1992	1	BR25	Medium	3.70
2490	2008	Barisal	1992	1	BR25	Medium	3.43
2491	2008	Comilla	1992	1	BR25	Medium	2.08
2492	2008	Gazipur	1992	1	BR25	Medium	4.00
2493	2008	Rajshahi	1992	1	BR25	Medium	3.96
2494	2008	Rangpur	1992	1	BR25	Medium	3.80
2495	2008	Satkhira	1992	1	BR25	Medium	4.48
2496	2008	Sonagazi	1992	1	BR25	Medium	2.30
2497	2008	Kustia	1992	1	BR25	Medium	3.80
2498	2009	Barisal	1992	1	BR25	Medium	2.75
2499	2009	Comilla	1992	1	BR25	Medium	3.19
2500	2009	Gazipur	1992	1	BR25	Medium	3.90
2501	2009	Rajshahi	1992	1	BR25	Medium	4.78
2502	2009	Rangpur	1992	1	BR25	Medium	3.90
2503	2009	Satkhira	1992	1	BR25	Medium	3.74
2504	2009	Sonagazi	1992	1	BR25	Medium	1.80
2505	2009	Kustia	1992	1	BR25	Medium	3.90
2506	2010	Barisal	1992	1	BR25	Medium	3.53
2507	2010	Comilla	1992	1	BR25	Medium	4.30
2508	2010	Gazipur	1992	1	BR25	Medium	4.00
2509	2010	Rajshahi	1992	1	BR25	Medium	5.69
2510	2010	Rangpur	1992	1	BR25	Medium	3.50
2511	2010	Satkhira	1992	1	BR25	Medium	4.11
2512	2010	Sonagazi	1992	1	BR25	Medium	4.61
2513	2010	Kustia	1992	1	BR25	Medium	4.80
2514	2011	Barisal	1992	1	BR25	Medium	4.31
2515	2011	Comilla	1992	1	BR25	Medium	2.61
2516	2011	Gazipur	1992	1	BR25	Medium	5.30
2517	2011	Rajshahi	1992	1	BR25	Medium	6.60
2518	2011	Rangpur	1992	1	BR25	Medium	3.20
2519	2011	Satkhira	1992	1	BR25	Medium	3.92
2520	2011	Sonagazi	1992	1	BR25	Medium	6.60
2521	2011	Kustia	1992	1	BR25	Medium	4.84
2522	2012	Kustia	1992	1	BR25	Medium	5.02
2523	2012	Sonagazi	1992	1	BR25	Medium	4.48
2524	2012	Comilla	1992	1	BR25	Medium	4.30
2525	2012	Gazipur	1992	1	BR25	Medium	4.30
2526	2012	Rajshahi	1992	1	BR25	Medium	5.86
2527	2012	Rangpur	1992	1	BR25	Medium	1.80
2528	2012	Satkhira	1992	1	BR25	Medium	3.05
2529	2012	Barisal	1992	1	BR25	Medium	4.30
2530	2013	Kustia	1992	1	BR25	Medium	3.90
2531	2013	Sonagazi	1992	1	BR25	Medium	4.43
2532	2013	Comilla	1992	1	BR25	Medium	3.89
2533	2013	Gazipur	1992	1	BR25	Medium	3.57
2534	2013	Rajshahi	1992	1	BR25	Medium	5.11
2535	2013	Rangpur	1992	1	BR25	Medium	2.60
2536	2013	Barisal	1992	1	BR25	Medium	4.18
2537	2014	Kustia	1992	1	BR25	Medium	4.92
2538	2014	Sonagazi	1992	1	BR25	Medium	2.94
2539	2014	Comilla	1992	1	BR25	Medium	3.95
2540	2014	Gazipur	1992	1	BR25	Medium	5.00
2541	2014	Rajshahi	1992	1	BR25	Medium	5.78
2542	2014	Rangpur	1992	1	BR25	Medium	2.00
2543	2014	Satkhira	1992	1	BR25	Medium	4.78
2544	2014	Bhanga	1992	1	BR25	Medium	4.75
2545	2015	Kustia	1992	1	BR25	Medium	5.43
2546	2015	Sonagazi	1992	1	BR25	Medium	3.37
2547	2015	Comilla	1992	1	BR25	Medium	2.92
2548	2015	Gazipur	1992	1	BR25	Medium	4.86
2549	2015	Rajshahi	1992	1	BR25	Medium	6.38
2550	2015	Rangpur	1992	1	BR25	Medium	1.70
2551	2015	Satkhira	1992	1	BR25	Medium	2.95
2552	2015	Bhanga	1992	1	BR25	Medium	4.25
2553	2001	Barisal	1992	2	BR25	Medium	3.72
2554	2001	Comilla	1992	2	BR25	Medium	3.01
2555	2001	Gazipur	1992	2	BR25	Medium	4.38
2556	2001	Rajshahi	1992	2	BR25	Medium	3.61
2557	2001	Rangpur	1992	2	BR25	Medium	3.53
2558	2001	Satkhira	1992	2	BR25	Medium	4.90
2559	2001	Sonagazi	1992	2	BR25	Medium	4.38
2560	2002	Barisal	1992	2	BR25	Medium	4.65
2561	2002	Comilla	1992	2	BR25	Medium	4.20
2562	2002	Gazipur	1992	2	BR25	Medium	3.86
2563	2002	Rajshahi	1992	2	BR25	Medium	3.91
2564	2002	Rangpur	1992	2	BR25	Medium	3.47
2565	2002	Satkhira	1992	2	BR25	Medium	4.70
2566	2002	Sonagazi	1992	2	BR25	Medium	4.68
2567	2003	Barisal	1992	2	BR25	Medium	6.12
2568	2003	Comilla	1992	2	BR25	Medium	3.73
2569	2003	Gazipur	1992	2	BR25	Medium	2.90
2570	2003	Rajshahi	1992	2	BR25	Medium	3.76
2571	2003	Rangpur	1992	2	BR25	Medium	3.60
2572	2003	Satkhira	1992	2	BR25	Medium	5.10
2573	2003	Sonagazi	1992	2	BR25	Medium	3.66
2574	2004	Barisal	1992	2	BR25	Medium	3.63
2575	2004	Comilla	1992	2	BR25	Medium	2.09
2576	2004	Gazipur	1992	2	BR25	Medium	2.39
2577	2004	Rajshahi	1992	2	BR25	Medium	3.38
2578	2004	Rangpur	1992	2	BR25	Medium	2.31
2579	2004	Satkhira	1992	2	BR25	Medium	4.91
2580	2004	Sonagazi	1992	2	BR25	Medium	4.42
2581	2004	Kustia	1992	2	BR25	Medium	3.23
2582	2005	Barisal	1992	2	BR25	Medium	5.16
2583	2005	Comilla	1992	2	BR25	Medium	3.35
2584	2005	Gazipur	1992	2	BR25	Medium	2.77
2585	2005	Rajshahi	1992	2	BR25	Medium	3.41
2586	2005	Rangpur	1992	2	BR25	Medium	2.45
2587	2005	Satkhira	1992	2	BR25	Medium	4.67
2588	2005	Sonagazi	1992	2	BR25	Medium	4.00
2589	2005	Kustia	1992	2	BR25	Medium	4.36
2590	2006	Barisal	1992	2	BR25	Medium	2.94
2591	2006	Comilla	1992	2	BR25	Medium	0.96
2592	2006	Gazipur	1992	2	BR25	Medium	3.80
2593	2006	Rajshahi	1992	2	BR25	Medium	3.10
2594	2006	Rangpur	1992	2	BR25	Medium	2.00
2595	2006	Satkhira	1992	2	BR25	Medium	6.00
2596	2006	Sonagazi	1992	2	BR25	Medium	1.62
2597	2006	Kustia	1992	2	BR25	Medium	4.00
2598	2007	Barisal	1992	2	BR25	Medium	4.29
2599	2007	Comilla	1992	2	BR25	Medium	3.45
2600	2007	Gazipur	1992	2	BR25	Medium	2.60
2601	2007	Rajshahi	1992	2	BR25	Medium	5.00
2602	2007	Rangpur	1992	2	BR25	Medium	2.60
2603	2007	Satkhira	1992	2	BR25	Medium	2.90
2604	2007	Sonagazi	1992	2	BR25	Medium	3.10
2605	2007	Kustia	1992	2	BR25	Medium	4.35
2606	2008	Barisal	1992	2	BR25	Medium	3.92
2607	2008	Comilla	1992	2	BR25	Medium	2.38
2608	2008	Gazipur	1992	2	BR25	Medium	3.80
2609	2008	Rajshahi	1992	2	BR25	Medium	3.51
2610	2008	Rangpur	1992	2	BR25	Medium	3.70
2611	2008	Satkhira	1992	2	BR25	Medium	4.45
2612	2008	Sonagazi	1992	2	BR25	Medium	2.10
2613	2008	Kustia	1992	2	BR25	Medium	4.28
2614	2009	Barisal	1992	2	BR25	Medium	3.55
2615	2009	Comilla	1992	2	BR25	Medium	3.31
2616	2009	Gazipur	1992	2	BR25	Medium	6.50
2617	2009	Rajshahi	1992	2	BR25	Medium	4.26
2618	2009	Rangpur	1992	2	BR25	Medium	3.70
2619	2009	Satkhira	1992	2	BR25	Medium	3.68
2620	2009	Sonagazi	1992	2	BR25	Medium	2.00
2621	2009	Kustia	1992	2	BR25	Medium	4.20
2622	2010	Barisal	1992	2	BR25	Medium	4.20
2623	2010	Comilla	1992	2	BR25	Medium	4.23
2624	2010	Gazipur	1992	2	BR25	Medium	4.30
2625	2010	Rajshahi	1992	2	BR25	Medium	4.68
2626	2010	Rangpur	1992	2	BR25	Medium	3.50
2627	2010	Satkhira	1992	2	BR25	Medium	4.06
2628	2010	Sonagazi	1992	2	BR25	Medium	4.35
2629	2010	Kustia	1992	2	BR25	Medium	4.60
2630	2011	Barisal	1992	2	BR25	Medium	4.84
2631	2011	Comilla	1992	2	BR25	Medium	2.74
2632	2011	Gazipur	1992	2	BR25	Medium	5.03
2633	2011	Rajshahi	1992	2	BR25	Medium	5.10
2634	2011	Rangpur	1992	2	BR25	Medium	3.20
2635	2011	Satkhira	1992	2	BR25	Medium	3.87
2636	2011	Sonagazi	1992	2	BR25	Medium	5.10
2637	2011	Kustia	1992	2	BR25	Medium	4.89
2638	2012	Kustia	1992	2	BR25	Medium	4.89
2639	2012	Sonagazi	1992	2	BR25	Medium	4.32
2640	2012	Comilla	1992	2	BR25	Medium	4.20
2641	2012	Gazipur	1992	2	BR25	Medium	4.22
2642	2012	Rajshahi	1992	2	BR25	Medium	3.75
2643	2012	Rangpur	1992	2	BR25	Medium	1.90
2644	2012	Satkhira	1992	2	BR25	Medium	2.94
2645	2012	Barisal	1992	2	BR25	Medium	3.97
2646	2013	Kustia	1992	2	BR25	Medium	4.50
2647	2013	Sonagazi	1992	2	BR25	Medium	4.26
2648	2013	Comilla	1992	2	BR25	Medium	4.15
2649	2013	Gazipur	1992	2	BR25	Medium	4.60
2650	2013	Rajshahi	1992	2	BR25	Medium	2.39
2651	2013	Rangpur	1992	2	BR25	Medium	2.60
2652	2013	Barisal	1992	2	BR25	Medium	4.26
2653	2014	Kustia	1992	2	BR25	Medium	4.95
2654	2014	Sonagazi	1992	2	BR25	Medium	2.76
2655	2014	Comilla	1992	2	BR25	Medium	3.87
2656	2014	Gazipur	1992	2	BR25	Medium	5.00
2657	2014	Rajshahi	1992	2	BR25	Medium	5.90
2658	2014	Rangpur	1992	2	BR25	Medium	3.00
2659	2014	Satkhira	1992	2	BR25	Medium	4.67
2660	2014	Bhanga	1992	2	BR25	Medium	4.63
2661	2015	Kustia	1992	2	BR25	Medium	4.18
2662	2015	Sonagazi	1992	2	BR25	Medium	3.76
2663	2015	Comilla	1992	2	BR25	Medium	3.97
2664	2015	Gazipur	1992	2	BR25	Medium	5.52
2665	2015	Rajshahi	1992	2	BR25	Medium	5.71
2666	2015	Rangpur	1992	2	BR25	Medium	1.90
2667	2015	Satkhira	1992	2	BR25	Medium	2.92
2668	2015	Bhanga	1992	2	BR25	Medium	4.08
2669	2001	Barisal	1992	3	BR25	Medium	4.27
2670	2001	Comilla	1992	3	BR25	Medium	4.07
2671	2001	Gazipur	1992	3	BR25	Medium	4.09
2672	2001	Rajshahi	1992	3	BR25	Medium	3.95
2673	2001	Rangpur	1992	3	BR25	Medium	3.36
2674	2001	Satkhira	1992	3	BR25	Medium	5.07
2675	2001	Sonagazi	1992	3	BR25	Medium	4.09
2676	2002	Barisal	1992	3	BR25	Medium	4.95
2677	2002	Comilla	1992	3	BR25	Medium	5.20
2678	2002	Gazipur	1992	3	BR25	Medium	4.01
2679	2002	Rajshahi	1992	3	BR25	Medium	4.25
2680	2002	Rangpur	1992	3	BR25	Medium	3.04
2681	2002	Satkhira	1992	3	BR25	Medium	4.91
2682	2002	Sonagazi	1992	3	BR25	Medium	4.39
2683	2003	Barisal	1992	3	BR25	Medium	4.74
2684	2003	Comilla	1992	3	BR25	Medium	2.95
2685	2003	Gazipur	1992	3	BR25	Medium	2.94
2686	2003	Rajshahi	1992	3	BR25	Medium	4.10
2687	2003	Rangpur	1992	3	BR25	Medium	3.67
2688	2003	Satkhira	1992	3	BR25	Medium	5.24
2689	2003	Sonagazi	1992	3	BR25	Medium	4.08
2690	2004	Barisal	1992	3	BR25	Medium	3.52
2691	2004	Comilla	1992	3	BR25	Medium	3.04
2692	2004	Gazipur	1992	3	BR25	Medium	3.62
2693	2004	Rajshahi	1992	3	BR25	Medium	3.23
2694	2004	Rangpur	1992	3	BR25	Medium	2.43
2695	2004	Satkhira	1992	3	BR25	Medium	4.81
2696	2004	Sonagazi	1992	3	BR25	Medium	4.39
2697	2004	Kustia	1992	3	BR25	Medium	3.33
2698	2005	Barisal	1992	3	BR25	Medium	5.42
2699	2005	Comilla	1992	3	BR25	Medium	5.01
2700	2005	Gazipur	1992	3	BR25	Medium	4.42
2701	2005	Rajshahi	1992	3	BR25	Medium	3.63
2702	2005	Rangpur	1992	3	BR25	Medium	2.10
2703	2005	Satkhira	1992	3	BR25	Medium	4.63
2704	2005	Sonagazi	1992	3	BR25	Medium	4.39
2705	2005	Kustia	1992	3	BR25	Medium	3.97
2706	2006	Barisal	1992	3	BR25	Medium	2.70
2707	2006	Comilla	1992	3	BR25	Medium	1.42
2708	2006	Gazipur	1992	3	BR25	Medium	4.05
2709	2006	Rajshahi	1992	3	BR25	Medium	3.50
2710	2006	Rangpur	1992	3	BR25	Medium	2.70
2711	2006	Satkhira	1992	3	BR25	Medium	5.90
2712	2006	Sonagazi	1992	3	BR25	Medium	2.48
2713	2006	Kustia	1992	3	BR25	Medium	3.98
2714	2007	Barisal	1992	3	BR25	Medium	4.94
2715	2007	Comilla	1992	3	BR25	Medium	3.29
2716	2007	Gazipur	1992	3	BR25	Medium	3.45
2717	2007	Rajshahi	1992	3	BR25	Medium	5.00
2718	2007	Rangpur	1992	3	BR25	Medium	1.80
2719	2007	Satkhira	1992	3	BR25	Medium	2.95
2720	2007	Sonagazi	1992	3	BR25	Medium	3.04
2721	2007	Kustia	1992	3	BR25	Medium	4.95
2722	2008	Barisal	1992	3	BR25	Medium	3.92
2723	2008	Comilla	1992	3	BR25	Medium	2.32
2724	2008	Gazipur	1992	3	BR25	Medium	4.05
2725	2008	Rajshahi	1992	3	BR25	Medium	3.12
2726	2008	Rangpur	1992	3	BR25	Medium	4.50
2727	2008	Satkhira	1992	3	BR25	Medium	4.43
2728	2008	Sonagazi	1992	3	BR25	Medium	2.10
2729	2008	Kustia	1992	3	BR25	Medium	4.68
2730	2009	Barisal	1992	3	BR25	Medium	2.90
2731	2009	Comilla	1992	3	BR25	Medium	3.38
2732	2009	Gazipur	1992	3	BR25	Medium	4.15
2733	2009	Rajshahi	1992	3	BR25	Medium	4.06
2734	2009	Rangpur	1992	3	BR25	Medium	4.50
2735	2009	Satkhira	1992	3	BR25	Medium	3.69
2736	2009	Sonagazi	1992	3	BR25	Medium	1.95
2737	2009	Kustia	1992	3	BR25	Medium	4.40
2738	2010	Barisal	1992	3	BR25	Medium	3.75
2739	2010	Comilla	1992	3	BR25	Medium	4.45
2740	2010	Gazipur	1992	3	BR25	Medium	3.35
2741	2010	Rajshahi	1992	3	BR25	Medium	5.03
2742	2010	Rangpur	1992	3	BR25	Medium	3.80
2743	2010	Satkhira	1992	3	BR25	Medium	4.06
2744	2010	Sonagazi	1992	3	BR25	Medium	4.25
2745	2010	Kustia	1992	3	BR25	Medium	4.80
2746	2011	Barisal	1992	3	BR25	Medium	4.59
2747	2011	Comilla	1992	3	BR25	Medium	2.46
2748	2011	Gazipur	1992	3	BR25	Medium	5.00
2749	2011	Rajshahi	1992	3	BR25	Medium	6.00
2750	2011	Rangpur	1992	3	BR25	Medium	3.70
2751	2011	Satkhira	1992	3	BR25	Medium	3.87
2752	2011	Sonagazi	1992	3	BR25	Medium	6.60
2753	2011	Kustia	1992	3	BR25	Medium	4.71
