Y	t.k	r.i	L	Env	G2	Group	mean.yield	G
2006	2006	1985	Rangpur	2006-2007-Rangpur	BR18	Stress	6.073333333	BR18
2006	2006	1985	Satkhira	2006-2007-Satkhira	BR18	Stress	6.89	BR18
2007	2007	1985	Barisal	2007-2008-Barisal	BR18	Stress	4.75	BR18
2007	2007	1985	Bhanga	2007-2008-Bhanga	BR18	Stress	5.4	BR18
2007	2007	1985	Comilla	2007-2008-Comilla	BR18	Stress	6.6	BR18
2007	2007	1985	Gazipur	2007-2008-Gazipur	BR18	Stress	4.066666667	BR18
2007	2007	1985	Habiganj	2007-2008-Habiganj	BR18	Stress	5.96	BR18
2007	2007	1985	Rangpur	2007-2008-Rangpur	BR18	Stress	2.8	BR18
2007	2007	1985	Satkhira	2007-2008-Satkhira	BR18	Stress	6.233333333	BR18
2007	2007	1985	Kustia	2007-2008-Kustia	BR18	Stress	5.463333333	BR18
2007	2007	1985	Rajshahi	2007-2008-Rajshahi	BR18	Stress	3.773333333	BR18
2008	2008	1985	Barisal	2008-2009-Barisal	BR18	Stress	4.34	BR18
2008	2008	1985	Bhanga	2008-2009-Bhanga	BR18	Stress	6.136666667	BR18
2008	2008	1985	Comilla	2008-2009-Comilla	BR18	Stress	5.48	BR18
2008	2008	1985	Gazipur	2008-2009-Gazipur	BR18	Stress	4.25	BR18
2008	2008	1985	Habiganj	2008-2009-Habiganj	BR18	Stress	6.9	BR18
2008	2008	1985	Rajshahi	2008-2009-Rajshahi	BR18	Stress	3.306666667	BR18
2008	2008	1985	Rangpur	2008-2009-Rangpur	BR18	Stress	2.566666667	BR18
2008	2008	1985	Kustia	2008-2009-Kustia	BR18	Stress	6.483333333	BR18
2008	2008	1985	Satkhira	2008-2009-Satkhira	BR18	Stress	6.566666667	BR18
2009	2009	1985	Barisal	2009-2010-Barisal	BR18	Stress	3.933333333	BR18
2009	2009	1985	Bhanga	2009-2010-Bhanga	BR18	Stress	5.903333333	BR18
2009	2009	1985	Comilla	2009-2010-Comilla	BR18	Stress	5.99	BR18
2009	2009	1985	Gazipur	2009-2010-Gazipur	BR18	Stress	2.886666667	BR18
2009	2009	1985	Habiganj	2009-2010-Habiganj	BR18	Stress	6.266666667	BR18
2009	2009	1985	Rajshahi	2009-2010-Rajshahi	BR18	Stress	3.54	BR18
2009	2009	1985	Rangpur	2009-2010-Rangpur	BR18	Stress	4.733333333	BR18
2009	2009	1985	Satkhira	2009-2010-Satkhira	BR18	Stress	5.616666667	BR18
2009	2009	1985	Kustia	2009-2010-Kustia	BR18	Stress	5.263333333	BR18
2010	2010	1985	Barisal	2010-2011-Barisal	BR18	Stress	3.293333333	BR18
2010	2010	1985	Bhanga	2010-2011-Bhanga	BR18	Stress	5.673333333	BR18
2010	2010	1985	Comilla	2010-2011-Comilla	BR18	Stress	5.796666667	BR18
2010	2010	1985	Gazipur	2010-2011-Gazipur	BR18	Stress	1.743333333	BR18
2010	2010	1985	Habiganj	2010-2011-Habiganj	BR18	Stress	5.633333333	BR18
2010	2010	1985	Rangpur	2010-2011-Rangpur	BR18	Stress	2.616666667	BR18
2010	2010	1985	Satkhira	2010-2011-Satkhira	BR18	Stress	4.666666667	BR18
2010	2010	1985	Sonagazi	2010-2011-Sonagazi	BR18	Stress	6.2	BR18
2010	2010	1985	Kustia	2010-2011-Kustia	BR18	Stress	4.036666667	BR18
2010	2010	1985	Rajshahi	2010-2011-Rajshahi	BR18	Stress	4.563333333	BR18
2011	2011	1985	Barisal	2011-2012-Barisal	BR18	Stress	3.293333333	BR18
2011	2011	1985	Bhanga	2011-2012-Bhanga	BR18	Stress	5.673333333	BR18
2011	2011	1985	Comilla	2011-2012-Comilla	BR18	Stress	5.2	BR18
2011	2011	1985	Gazipur	2011-2012-Gazipur	BR18	Stress	4.66	BR18
2011	2011	1985	Habiganj	2011-2012-Habiganj	BR18	Stress	5.633333333	BR18
2011	2011	1985	Rangpur	2011-2012-Rangpur	BR18	Stress	2.616666667	BR18
2011	2011	1985	Satkhira	2011-2012-Satkhira	BR18	Stress	6.1	BR18
2011	2011	1985	Sonagazi	2011-2012-Sonagazi	BR18	Stress	6.2	BR18
2011	2011	1985	Kustia	2011-2012-Kustia	BR18	Stress	4.036666667	BR18
2011	2011	1985	Rajshahi	2011-2012-Rajshahi	BR18	Stress	5.59	BR18
2012	2012	1985	Barisal	2012-2013-Barisal	BR18	Stress	3.983333333	BR18
2012	2012	1985	Bhanga	2012-2013-Bhanga	BR18	Stress	7.18	BR18
2012	2012	1985	Comilla	2012-2013-Comilla	BR18	Stress	5.7	BR18
2012	2012	1985	Gazipur	2012-2013-Gazipur	BR18	Stress	3.56	BR18
2012	2012	1985	Habiganj	2012-2013-Habiganj	BR18	Stress	5.576666667	BR18
2012	2012	1985	Rangpur	2012-2013-Rangpur	BR18	Stress	6.95	BR18
2012	2012	1985	Satkhira	2012-2013-Satkhira	BR18	Stress	6.3	BR18
2012	2012	1985	Sonagazi	2012-2013-Sonagazi	BR18	Stress	3.343333333	BR18
2012	2012	1985	Kustia	2012-2013-Kustia	BR18	Stress	5.51	BR18
2012	2012	1985	Rajshahi	2012-2013-Rajshahi	BR18	Stress	4.606666667	BR18
2013	2013	1985	Barisal	2013-2014-Barisal	BR18	Stress	4.403333333	BR18
2013	2013	1985	Bhanga	2013-2014-Bhanga	BR18	Stress	6.833333333	BR18
2013	2013	1985	Comilla	2013-2014-Comilla	BR18	Stress	5.943333333	BR18
2013	2013	1985	Gazipur	2013-2014-Gazipur	BR18	Stress	5.133333333	BR18
2013	2013	1985	Habiganj	2013-2014-Habiganj	BR18	Stress	5.516666667	BR18
2013	2013	1985	Rangpur	2013-2014-Rangpur	BR18	Stress	5.966666667	BR18
2013	2013	1985	Satkhira	2013-2014-Satkhira	BR18	Stress	5.896666667	BR18
2013	2013	1985	Sonagazi	2013-2014-Sonagazi	BR18	Stress	5.43	BR18
2013	2013	1985	Kustia	2013-2014-Kustia	BR18	Stress	5.87	BR18
2013	2013	1985	Rajshahi	2013-2014-Rajshahi	BR18	Stress	1.343333333	BR18
2014	2014	1985	Barisal	2014-2015-Barisal	BR18	Stress	4.94	BR18
2014	2014	1985	Bhanga	2014-2015-Bhanga	BR18	Stress	7.966666667	BR18
2014	2014	1985	Comilla	2014-2015-Comilla	BR18	Stress	4.313333333	BR18
2014	2014	1985	Gazipur	2014-2015-Gazipur	BR18	Stress	5.766666667	BR18
2014	2014	1985	Habiganj	2014-2015-Habiganj	BR18	Stress	5.4	BR18
2014	2014	1985	Rangpur	2014-2015-Rangpur	BR18	Stress	3.733333333	BR18
2014	2014	1985	Satkhira	2014-2015-Satkhira	BR18	Stress	6.456666667	BR18
2014	2014	1985	Sonagazi	2014-2015-Sonagazi	BR18	Stress	4.79	BR18
2014	2014	1985	Kustia	2014-2015-Kustia	BR18	Stress	6.226666667	BR18
2014	2014	1985	Rajshahi	2014-2015-Rajshahi	BR18	Stress	3.84	BR18
2015	2015	1985	Barisal	2015-2016-Barisal	BR18	Stress	4.58	BR18
2015	2015	1985	Bhanga	2015-2016-Bhanga	BR18	Stress	6.576666667	BR18
2015	2015	1985	Comilla	2015-2016-Comilla	BR18	Stress	4.38	BR18
2015	2015	1985	Gazipur	2015-2016-Gazipur	BR18	Stress	5.693333333	BR18
2015	2015	1985	Habiganj	2015-2016-Habiganj	BR18	Stress	6.366666667	BR18
2015	2015	1985	Rangpur	2015-2016-Rangpur	BR18	Stress	5.536666667	BR18
2015	2015	1985	Satkhira	2015-2016-Satkhira	BR18	Stress	4.933333333	BR18
2015	2015	1985	Sonagazi	2015-2016-Sonagazi	BR18	Stress	3.846666667	BR18
2015	2015	1985	Kustia	2015-2016-Kustia	BR18	Stress	6.033333333	BR18
2015	2015	1985	Rajshahi	2015-2016-Rajshahi	BR18	Stress	5.366666667	BR18
2001	2001	1985	Barisal	2001-2002-Barisal	BR19	Stress	6.6	BR19
2001	2001	1985	Bhanga	2001-2002-Bhanga	BR19	Stress	6.733333333	BR19
2001	2001	1985	Comilla	2001-2002-Comilla	BR19	Stress	5.41	BR19
2001	2001	1985	Habiganj	2001-2002-Habiganj	BR19	Stress	5.52	BR19
2001	2001	1985	Rajshahi	2001-2002-Rajshahi	BR19	Stress	5.366666667	BR19
2001	2001	1985	Rangpur	2001-2002-Rangpur	BR19	Stress	6.903333333	BR19
2001	2001	1985	Satkhira	2001-2002-Satkhira	BR19	Stress	6.5	BR19
2002	2002	1985	Barisal	2002-2003-Barisal	BR19	Stress	4.91	BR19
2002	2002	1985	Bhanga	2002-2003-Bhanga	BR19	Stress	6.803333333	BR19
2002	2002	1985	Comilla	2002-2003-Comilla	BR19	Stress	5.35	BR19
2002	2002	1985	Gazipur	2002-2003-Gazipur	BR19	Stress	3.856666667	BR19
2002	2002	1985	Habiganj	2002-2003-Habiganj	BR19	Stress	6.193333333	BR19
2002	2002	1985	Rajshahi	2002-2003-Rajshahi	BR19	Stress	4.233333333	BR19
2002	2002	1985	Rangpur	2002-2003-Rangpur	BR19	Stress	2.383333333	BR19
2002	2002	1985	Satkhira	2002-2003-Satkhira	BR19	Stress	5.4	BR19
2003	2003	1985	Barisal	2003-2004-Barisal	BR19	Stress	4.373333333	BR19
2003	2003	1985	Bhanga	2003-2004-Bhanga	BR19	Stress	5.64	BR19
2003	2003	1985	Comilla	2003-2004-Comilla	BR19	Stress	4.536666667	BR19
2003	2003	1985	Gazipur	2003-2004-Gazipur	BR19	Stress	2.873333333	BR19
2003	2003	1985	Habiganj	2003-2004-Habiganj	BR19	Stress	5.296666667	BR19
2003	2003	1985	Rajshahi	2003-2004-Rajshahi	BR19	Stress	3.43	BR19
2003	2003	1985	Rangpur	2003-2004-Rangpur	BR19	Stress	3.963333333	BR19
2003	2003	1985	Satkhira	2003-2004-Satkhira	BR19	Stress	6.873333333	BR19
2004	2004	1985	Barisal	2004-2005-Barisal	BR19	Stress	5.24	BR19
2004	2004	1985	Bhanga	2004-2005-Bhanga	BR19	Stress	5.96	BR19
2004	2004	1985	Comilla	2004-2005-Comilla	BR19	Stress	6.72	BR19
2004	2004	1985	Gazipur	2004-2005-Gazipur	BR19	Stress	4.47	BR19
2004	2004	1985	Habiganj	2004-2005-Habiganj	BR19	Stress	5.633333333	BR19
2004	2004	1985	Rajshahi	2004-2005-Rajshahi	BR19	Stress	5.593333333	BR19
2004	2004	1985	Rangpur	2004-2005-Rangpur	BR19	Stress	4.25	BR19
2004	2004	1985	Satkhira	2004-2005-Satkhira	BR19	Stress	6.63	BR19
2004	2004	1985	Kustia	2004-2005-Kustia	BR19	Stress	5.593333333	BR19
2005	2005	1985	Barisal	2005-2006-Barisal	BR19	Stress	5.293333333	BR19
2005	2005	1985	Bhanga	2005-2006-Bhanga	BR19	Stress	6.493333333	BR19
2005	2005	1985	Comilla	2005-2006-Comilla	BR19	Stress	5.943333333	BR19
2005	2005	1985	Gazipur	2005-2006-Gazipur	BR19	Stress	5.803333333	BR19
2005	2005	1985	Habiganj	2005-2006-Habiganj	BR19	Stress	6.266666667	BR19
2005	2005	1985	Rajshahi	2005-2006-Rajshahi	BR19	Stress	4.343333333	BR19
2005	2005	1985	Rangpur	2005-2006-Rangpur	BR19	Stress	5.606666667	BR19
2005	2005	1985	Satkhira	2005-2006-Satkhira	BR19	Stress	6.266666667	BR19
2005	2005	1985	Kustia	2005-2006-Kustia	BR19	Stress	5.593333333	BR19
2006	2006	1985	Barisal	2006-2007-Barisal	BR19	Stress	5.363333333	BR19
2006	2006	1985	Bhanga	2006-2007-Bhanga	BR19	Stress	6.866666667	BR19
2006	2006	1985	Comilla	2006-2007-Comilla	BR19	Stress	5.656666667	BR19
2006	2006	1985	Gazipur	2006-2007-Gazipur	BR19	Stress	4.64	BR19
2006	2006	1985	Habiganj	2006-2007-Habiganj	BR19	Stress	6.166666667	BR19
2006	2006	1985	Rajshahi	2006-2007-Rajshahi	BR19	Stress	4.966666667	BR19
2006	2006	1985	Kustia	2006-2007-Kustia	BR19	Stress	8.446666667	BR19
2006	2006	1985	Rangpur	2006-2007-Rangpur	BR19	Stress	5.433333333	BR19
2006	2006	1985	Satkhira	2006-2007-Satkhira	BR19	Stress	5.78	BR19
2007	2007	1985	Barisal	2007-2008-Barisal	BR19	Stress	4.84	BR19
2007	2007	1985	Bhanga	2007-2008-Bhanga	BR19	Stress	6.196666667	BR19
2007	2007	1985	Comilla	2007-2008-Comilla	BR19	Stress	7	BR19
2007	2007	1985	Gazipur	2007-2008-Gazipur	BR19	Stress	5.05	BR19
2007	2007	1985	Habiganj	2007-2008-Habiganj	BR19	Stress	6.166666667	BR19
2007	2007	1985	Rangpur	2007-2008-Rangpur	BR19	Stress	2.6	BR19
2007	2007	1985	Satkhira	2007-2008-Satkhira	BR19	Stress	7.333333333	BR19
2007	2007	1985	Kustia	2007-2008-Kustia	BR19	Stress	7.226666667	BR19
2007	2007	1985	Rajshahi	2007-2008-Rajshahi	BR19	Stress	4.256666667	BR19
2008	2008	1985	Barisal	2008-2009-Barisal	BR19	Stress	5.09	BR19
2008	2008	1985	Bhanga	2008-2009-Bhanga	BR19	Stress	6.533333333	BR19
2008	2008	1985	Comilla	2008-2009-Comilla	BR19	Stress	6.033333333	BR19
2008	2008	1985	Gazipur	2008-2009-Gazipur	BR19	Stress	4.733333333	BR19
2008	2008	1985	Habiganj	2008-2009-Habiganj	BR19	Stress	7.8	BR19
2008	2008	1985	Rajshahi	2008-2009-Rajshahi	BR19	Stress	3.54	BR19
2008	2008	1985	Rangpur	2008-2009-Rangpur	BR19	Stress	2.466666667	BR19
2008	2008	1985	Kustia	2008-2009-Kustia	BR19	Stress	8.083333333	BR19
2008	2008	1985	Satkhira	2008-2009-Satkhira	BR19	Stress	6.56	BR19
2009	2009	1985	Barisal	2009-2010-Barisal	BR19	Stress	5.333333333	BR19
2009	2009	1985	Bhanga	2009-2010-Bhanga	BR19	Stress	5.703333333	BR19
2009	2009	1985	Comilla	2009-2010-Comilla	BR19	Stress	6.32	BR19
2009	2009	1985	Gazipur	2009-2010-Gazipur	BR19	Stress	3.656666667	BR19
2009	2009	1985	Habiganj	2009-2010-Habiganj	BR19	Stress	6.666666667	BR19
2009	2009	1985	Rajshahi	2009-2010-Rajshahi	BR19	Stress	3.896666667	BR19
2009	2009	1985	Rangpur	2009-2010-Rangpur	BR19	Stress	4.633333333	BR19
2009	2009	1985	Satkhira	2009-2010-Satkhira	BR19	Stress	5.863333333	BR19
2009	2009	1985	Kustia	2009-2010-Kustia	BR19	Stress	5.7	BR19
2010	2010	1985	Barisal	2010-2011-Barisal	BR19	Stress	3.563333333	BR19
2010	2010	1985	Bhanga	2010-2011-Bhanga	BR19	Stress	4.873333333	BR19
2010	2010	1985	Comilla	2010-2011-Comilla	BR19	Stress	5.933333333	BR19
2010	2010	1985	Gazipur	2010-2011-Gazipur	BR19	Stress	2.4	BR19
2010	2010	1985	Habiganj	2010-2011-Habiganj	BR19	Stress	5.533333333	BR19
2010	2010	1985	Rangpur	2010-2011-Rangpur	BR19	Stress	2.216666667	BR19
2010	2010	1985	Satkhira	2010-2011-Satkhira	BR19	Stress	5.166666667	BR19
2010	2010	1985	Sonagazi	2010-2011-Sonagazi	BR19	Stress	5.4	BR19
2010	2010	1985	Kustia	2010-2011-Kustia	BR19	Stress	3.313333333	BR19
2010	2010	1985	Rajshahi	2010-2011-Rajshahi	BR19	Stress	5.153333333	BR19
2011	2011	1985	Barisal	2011-2012-Barisal	BR19	Stress	3.563333333	BR19
2011	2011	1985	Bhanga	2011-2012-Bhanga	BR19	Stress	4.873333333	BR19
2011	2011	1985	Comilla	2011-2012-Comilla	BR19	Stress	5.2	BR19
2011	2011	1985	Gazipur	2011-2012-Gazipur	BR19	Stress	4.72	BR19
2011	2011	1985	Habiganj	2011-2012-Habiganj	BR19	Stress	5.533333333	BR19
2011	2011	1985	Rangpur	2011-2012-Rangpur	BR19	Stress	2.216666667	BR19
2011	2011	1985	Satkhira	2011-2012-Satkhira	BR19	Stress	5.906666667	BR19
2011	2011	1985	Sonagazi	2011-2012-Sonagazi	BR19	Stress	5.4	BR19
2011	2011	1985	Kustia	2011-2012-Kustia	BR19	Stress	3.313333333	BR19
2011	2011	1985	Rajshahi	2011-2012-Rajshahi	BR19	Stress	6.41	BR19
2012	2012	1985	Barisal	2012-2013-Barisal	BR19	Stress	3.693333333	BR19
2012	2012	1985	Bhanga	2012-2013-Bhanga	BR19	Stress	7.776666667	BR19
2012	2012	1985	Comilla	2012-2013-Comilla	BR19	Stress	5.803333333	BR19
2012	2012	1985	Gazipur	2012-2013-Gazipur	BR19	Stress	4.496666667	BR19
2012	2012	1985	Habiganj	2012-2013-Habiganj	BR19	Stress	5.533333333	BR19
2012	2012	1985	Rangpur	2012-2013-Rangpur	BR19	Stress	4.95	BR19
2012	2012	1985	Satkhira	2012-2013-Satkhira	BR19	Stress	5.8	BR19
2012	2012	1985	Sonagazi	2012-2013-Sonagazi	BR19	Stress	4.073333333	BR19
2012	2012	1985	Kustia	2012-2013-Kustia	BR19	Stress	6.163333333	BR19
2012	2012	1985	Rajshahi	2012-2013-Rajshahi	BR19	Stress	5.406666667	BR19
2013	2013	1985	Barisal	2013-2014-Barisal	BR19	Stress	4.413333333	BR19
2013	2013	1985	Bhanga	2013-2014-Bhanga	BR19	Stress	6.8	BR19
2013	2013	1985	Comilla	2013-2014-Comilla	BR19	Stress	5.636666667	BR19
2013	2013	1985	Gazipur	2013-2014-Gazipur	BR19	Stress	5.666666667	BR19
2013	2013	1985	Habiganj	2013-2014-Habiganj	BR19	Stress	5.523333333	BR19
2013	2013	1985	Rangpur	2013-2014-Rangpur	BR19	Stress	7.033333333	BR19
2013	2013	1985	Satkhira	2013-2014-Satkhira	BR19	Stress	6.01	BR19
2013	2013	1985	Sonagazi	2013-2014-Sonagazi	BR19	Stress	2.406666667	BR19
2013	2013	1985	Kustia	2013-2014-Kustia	BR19	Stress	6.27	BR19
2013	2013	1985	Rajshahi	2013-2014-Rajshahi	BR19	Stress	1.83	BR19
2014	2014	1985	Barisal	2014-2015-Barisal	BR19	Stress	4.336666667	BR19
2014	2014	1985	Bhanga	2014-2015-Bhanga	BR19	Stress	7.63	BR19
2014	2014	1985	Comilla	2014-2015-Comilla	BR19	Stress	5.426666667	BR19
2014	2014	1985	Gazipur	2014-2015-Gazipur	BR19	Stress	6.3	BR19
2014	2014	1985	Habiganj	2014-2015-Habiganj	BR19	Stress	5.5	BR19
2014	2014	1985	Rangpur	2014-2015-Rangpur	BR19	Stress	3.433333333	BR19
2014	2014	1985	Satkhira	2014-2015-Satkhira	BR19	Stress	5.873333333	BR19
2014	2014	1985	Sonagazi	2014-2015-Sonagazi	BR19	Stress	4.33	BR19
2014	2014	1985	Kustia	2014-2015-Kustia	BR19	Stress	6.373333333	BR19
2014	2014	1985	Rajshahi	2014-2015-Rajshahi	BR19	Stress	5.116666667	BR19
2015	2015	1985	Barisal	2015-2016-Barisal	BR19	Stress	4.77	BR19
2015	2015	1985	Bhanga	2015-2016-Bhanga	BR19	Stress	6.546666667	BR19
2015	2015	1985	Comilla	2015-2016-Comilla	BR19	Stress	5.536666667	BR19
2015	2015	1985	Gazipur	2015-2016-Gazipur	BR19	Stress	5.146666667	BR19
2015	2015	1985	Habiganj	2015-2016-Habiganj	BR19	Stress	6.8	BR19
2015	2015	1985	Rangpur	2015-2016-Rangpur	BR19	Stress	5.29	BR19
2015	2015	1985	Satkhira	2015-2016-Satkhira	BR19	Stress	5.326666667	BR19
2015	2015	1985	Sonagazi	2015-2016-Sonagazi	BR19	Stress	3.853333333	BR19
2015	2015	1985	Kustia	2015-2016-Kustia	BR19	Stress	6.183333333	BR19
2015	2015	1985	Rajshahi	2015-2016-Rajshahi	BR19	Stress	5.66	BR19
2001	2001	1971	Barisal	2001-2002-Barisal	BR2	Long	5.906666667	BR2
2001	2001	1971	Bhanga	2001-2002-Bhanga	BR2	Long	6.533333333	BR2
2001	2001	1971	Comilla	2001-2002-Comilla	BR2	Long	5.473333333	BR2
2001	2001	1971	Habiganj	2001-2002-Habiganj	BR2	Long	4.566666667	BR2
2001	2001	1971	Rajshahi	2001-2002-Rajshahi	BR2	Long	5.566666667	BR2
2001	2001	1971	Rangpur	2001-2002-Rangpur	BR2	Long	6.54	BR2
2001	2001	1971	Satkhira	2001-2002-Satkhira	BR2	Long	5.933333333	BR2
2002	2002	1971	Barisal	2002-2003-Barisal	BR2	Long	3.34	BR2
2002	2002	1971	Bhanga	2002-2003-Bhanga	BR2	Long	5.903333333	BR2
2002	2002	1971	Comilla	2002-2003-Comilla	BR2	Long	5.243333333	BR2
2002	2002	1971	Gazipur	2002-2003-Gazipur	BR2	Long	3.843333333	BR2
2002	2002	1971	Habiganj	2002-2003-Habiganj	BR2	Long	4.48	BR2
2002	2002	1971	Rajshahi	2002-2003-Rajshahi	BR2	Long	3.83	BR2
2002	2002	1971	Rangpur	2002-2003-Rangpur	BR2	Long	3.786666667	BR2
2002	2002	1971	Satkhira	2002-2003-Satkhira	BR2	Long	4.326666667	BR2
2003	2003	1971	Barisal	2003-2004-Barisal	BR2	Long	5.416666667	BR2
2003	2003	1971	Bhanga	2003-2004-Bhanga	BR2	Long	3.983333333	BR2
2003	2003	1971	Comilla	2003-2004-Comilla	BR2	Long	4.45	BR2
2003	2003	1971	Gazipur	2003-2004-Gazipur	BR2	Long	1.97	BR2
2003	2003	1971	Habiganj	2003-2004-Habiganj	BR2	Long	4.873333333	BR2
2003	2003	1971	Rajshahi	2003-2004-Rajshahi	BR2	Long	1.333333333	BR2
2003	2003	1971	Rangpur	2003-2004-Rangpur	BR2	Long	4.956666667	BR2
2003	2003	1971	Satkhira	2003-2004-Satkhira	BR2	Long	4.893333333	BR2
2004	2004	1971	Barisal	2004-2005-Barisal	BR2	Long	4.94	BR2
2004	2004	1971	Bhanga	2004-2005-Bhanga	BR2	Long	5.986666667	BR2
2004	2004	1971	Comilla	2004-2005-Comilla	BR2	Long	5.59	BR2
2004	2004	1971	Gazipur	2004-2005-Gazipur	BR2	Long	3.766666667	BR2
2004	2004	1971	Habiganj	2004-2005-Habiganj	BR2	Long	4.62	BR2
2004	2004	1971	Rajshahi	2004-2005-Rajshahi	BR2	Long	5.23	BR2
2004	2004	1971	Rangpur	2004-2005-Rangpur	BR2	Long	4.63	BR2
2004	2004	1971	Satkhira	2004-2005-Satkhira	BR2	Long	5.356666667	BR2
2004	2004	1971	Kustia	2004-2005-Kustia	BR2	Long	5.4	BR2
2005	2005	1971	Barisal	2005-2006-Barisal	BR2	Long	5.343333333	BR2
2005	2005	1971	Bhanga	2005-2006-Bhanga	BR2	Long	5.58	BR2
2005	2005	1971	Comilla	2005-2006-Comilla	BR2	Long	4.846666667	BR2
2005	2005	1971	Gazipur	2005-2006-Gazipur	BR2	Long	4.52	BR2
2005	2005	1971	Habiganj	2005-2006-Habiganj	BR2	Long	6.066666667	BR2
2005	2005	1971	Rajshahi	2005-2006-Rajshahi	BR2	Long	4.743333333	BR2
2005	2005	1971	Rangpur	2005-2006-Rangpur	BR2	Long	4.433333333	BR2
2005	2005	1971	Satkhira	2005-2006-Satkhira	BR2	Long	5.52	BR2
2005	2005	1971	Kustia	2005-2006-Kustia	BR2	Long	6.386666667	BR2
2006	2006	1971	Barisal	2006-2007-Barisal	BR2	Long	4.87	BR2
2006	2006	1971	Bhanga	2006-2007-Bhanga	BR2	Long	6.146666667	BR2
2006	2006	1971	Comilla	2006-2007-Comilla	BR2	Long	5.473333333	BR2
2006	2006	1971	Gazipur	2006-2007-Gazipur	BR2	Long	3.44	BR2
2006	2006	1971	Habiganj	2006-2007-Habiganj	BR2	Long	4.886666667	BR2
2006	2006	1971	Rajshahi	2006-2007-Rajshahi	BR2	Long	3.7	BR2
2006	2006	1971	Kustia	2006-2007-Kustia	BR2	Long	6.59	BR2
2006	2006	1971	Rangpur	2006-2007-Rangpur	BR2	Long	4.94	BR2
2006	2006	1971	Satkhira	2006-2007-Satkhira	BR2	Long	5.913333333	BR2
2007	2007	1971	Barisal	2007-2008-Barisal	BR2	Long	5.26	BR2
2007	2007	1971	Bhanga	2007-2008-Bhanga	BR2	Long	6.196666667	BR2
2007	2007	1971	Comilla	2007-2008-Comilla	BR2	Long	5.403333333	BR2
2007	2007	1971	Gazipur	2007-2008-Gazipur	BR2	Long	4.383333333	BR2
2007	2007	1971	Habiganj	2007-2008-Habiganj	BR2	Long	4.886666667	BR2
2007	2007	1971	Rangpur	2007-2008-Rangpur	BR2	Long	2.366666667	BR2
2007	2007	1971	Satkhira	2007-2008-Satkhira	BR2	Long	6.333333333	BR2
2007	2007	1971	Kustia	2007-2008-Kustia	BR2	Long	5.676666667	BR2
2007	2007	1971	Rajshahi	2007-2008-Rajshahi	BR2	Long	3.76	BR2
2008	2008	1971	Barisal	2008-2009-Barisal	BR2	Long	5.036666667	BR2
2008	2008	1971	Bhanga	2008-2009-Bhanga	BR2	Long	6.173333333	BR2
2008	2008	1971	Comilla	2008-2009-Comilla	BR2	Long	5.05	BR2
2008	2008	1971	Gazipur	2008-2009-Gazipur	BR2	Long	4.1	BR2
2008	2008	1971	Habiganj	2008-2009-Habiganj	BR2	Long	6.533333333	BR2
2008	2008	1971	Rajshahi	2008-2009-Rajshahi	BR2	Long	3.816666667	BR2
2008	2008	1971	Rangpur	2008-2009-Rangpur	BR2	Long	2.233333333	BR2
2008	2008	1971	Kustia	2008-2009-Kustia	BR2	Long	7.316666667	BR2
2008	2008	1971	Satkhira	2008-2009-Satkhira	BR2	Long	6.126666667	BR2
2009	2009	1971	Barisal	2009-2010-Barisal	BR2	Long	4.816666667	BR2
2009	2009	1971	Bhanga	2009-2010-Bhanga	BR2	Long	6.373333333	BR2
2009	2009	1971	Comilla	2009-2010-Comilla	BR2	Long	5.426666667	BR2
2009	2009	1971	Gazipur	2009-2010-Gazipur	BR2	Long	3.233333333	BR2
2009	2009	1971	Habiganj	2009-2010-Habiganj	BR2	Long	6.05	BR2
2009	2009	1971	Rajshahi	2009-2010-Rajshahi	BR2	Long	3.79	BR2
2009	2009	1971	Rangpur	2009-2010-Rangpur	BR2	Long	4.866666667	BR2
2009	2009	1971	Satkhira	2009-2010-Satkhira	BR2	Long	5.896666667	BR2
2009	2009	1971	Kustia	2009-2010-Kustia	BR2	Long	6.01	BR2
2010	2010	1971	Barisal	2010-2011-Barisal	BR2	Long	4.443333333	BR2
2010	2010	1971	Bhanga	2010-2011-Bhanga	BR2	Long	6.576666667	BR2
2010	2010	1971	Comilla	2010-2011-Comilla	BR2	Long	5.216666667	BR2
2010	2010	1971	Gazipur	2010-2011-Gazipur	BR2	Long	2.283333333	BR2
2010	2010	1971	Habiganj	2010-2011-Habiganj	BR2	Long	5.566666667	BR2
2010	2010	1971	Rangpur	2010-2011-Rangpur	BR2	Long	1.8	BR2
2010	2010	1971	Satkhira	2010-2011-Satkhira	BR2	Long	5.666666667	BR2
2010	2010	1971	Sonagazi	2010-2011-Sonagazi	BR2	Long	5	BR2
2010	2010	1971	Kustia	2010-2011-Kustia	BR2	Long	4.7	BR2
2010	2010	1971	Rajshahi	2010-2011-Rajshahi	BR2	Long	5.08	BR2
2011	2011	1971	Barisal	2011-2012-Barisal	BR2	Long	4.443333333	BR2
2011	2011	1971	Bhanga	2011-2012-Bhanga	BR2	Long	6.576666667	BR2
2011	2011	1971	Comilla	2011-2012-Comilla	BR2	Long	4.603333333	BR2
2011	2011	1971	Gazipur	2011-2012-Gazipur	BR2	Long	4.55	BR2
2011	2011	1971	Habiganj	2011-2012-Habiganj	BR2	Long	5.566666667	BR2
2011	2011	1971	Rangpur	2011-2012-Rangpur	BR2	Long	1.8	BR2
