"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2005"	2005	1985	"Habiganj"	"2005-2006-Habiganj"	"BR17"	"3"	"Stress"	7.4
"2005"	2005	1985	"Rajshahi"	"2005-2006-Rajshahi"	"BR17"	"3"	"Stress"	6.2
"2005"	2005	1985	"Rangpur"	"2005-2006-Rangpur"	"BR17"	"3"	"Stress"	4.46
"2005"	2005	1985	"Satkhira"	"2005-2006-Satkhira"	"BR17"	"3"	"Stress"	5.9
"2005"	2005	1985	"Kustia"	"2005-2006-Kustia"	"BR17"	"3"	"Stress"	6.18
"2006"	2006	1985	"Barisal"	"2006-2007-Barisal"	"BR17"	"3"	"Stress"	5.63
"2006"	2006	1985	"Bhanga"	"2006-2007-Bhanga"	"BR17"	"3"	"Stress"	7.05
"2006"	2006	1985	"Comilla"	"2006-2007-Comilla"	"BR17"	"3"	"Stress"	6.18
"2006"	2006	1985	"Gazipur"	"2006-2007-Gazipur"	"BR17"	"3"	"Stress"	5.26
"2006"	2006	1985	"Habiganj"	"2006-2007-Habiganj"	"BR17"	"3"	"Stress"	6.63
"2006"	2006	1985	"Rajshahi"	"2006-2007-Rajshahi"	"BR17"	"3"	"Stress"	3.1
"2006"	2006	1985	"Kustia"	"2006-2007-Kustia"	"BR17"	"3"	"Stress"	7.57
"2006"	2006	1985	"Rangpur"	"2006-2007-Rangpur"	"BR17"	"3"	"Stress"	5.87
"2006"	2006	1985	"Satkhira"	"2006-2007-Satkhira"	"BR17"	"3"	"Stress"	5.66
"2007"	2007	1985	"Barisal"	"2007-2008-Barisal"	"BR17"	"3"	"Stress"	5.75
"2007"	2007	1985	"Bhanga"	"2007-2008-Bhanga"	"BR17"	"3"	"Stress"	5.59
"2007"	2007	1985	"Comilla"	"2007-2008-Comilla"	"BR17"	"3"	"Stress"	7.94
"2007"	2007	1985	"Gazipur"	"2007-2008-Gazipur"	"BR17"	"3"	"Stress"	4.45
"2007"	2007	1985	"Habiganj"	"2007-2008-Habiganj"	"BR17"	"3"	"Stress"	6.63
"2007"	2007	1985	"Rangpur"	"2007-2008-Rangpur"	"BR17"	"3"	"Stress"	2.9
"2007"	2007	1985	"Satkhira"	"2007-2008-Satkhira"	"BR17"	"3"	"Stress"	6
"2007"	2007	1985	"Kustia"	"2007-2008-Kustia"	"BR17"	"3"	"Stress"	5.87
"2007"	2007	1985	"Rajshahi"	"2007-2008-Rajshahi"	"BR17"	"3"	"Stress"	4.3
"2008"	2008	1985	"Barisal"	"2008-2009-Barisal"	"BR17"	"3"	"Stress"	5.62
"2008"	2008	1985	"Bhanga"	"2008-2009-Bhanga"	"BR17"	"3"	"Stress"	6.32
"2008"	2008	1985	"Comilla"	"2008-2009-Comilla"	"BR17"	"3"	"Stress"	5.41
"2008"	2008	1985	"Gazipur"	"2008-2009-Gazipur"	"BR17"	"3"	"Stress"	5.8
"2008"	2008	1985	"Habiganj"	"2008-2009-Habiganj"	"BR17"	"3"	"Stress"	7.5
"2008"	2008	1985	"Rajshahi"	"2008-2009-Rajshahi"	"BR17"	"3"	"Stress"	5.49
"2008"	2008	1985	"Rangpur"	"2008-2009-Rangpur"	"BR17"	"3"	"Stress"	3.1
"2008"	2008	1985	"Kustia"	"2008-2009-Kustia"	"BR17"	"3"	"Stress"	7.1
"2008"	2008	1985	"Satkhira"	"2008-2009-Satkhira"	"BR17"	"3"	"Stress"	5.83
"2009"	2009	1985	"Barisal"	"2009-2010-Barisal"	"BR17"	"3"	"Stress"	5.5
"2009"	2009	1985	"Bhanga"	"2009-2010-Bhanga"	"BR17"	"3"	"Stress"	6.02
"2009"	2009	1985	"Comilla"	"2009-2010-Comilla"	"BR17"	"3"	"Stress"	4.76
"2009"	2009	1985	"Gazipur"	"2009-2010-Gazipur"	"BR17"	"3"	"Stress"	5.05
"2009"	2009	1985	"Habiganj"	"2009-2010-Habiganj"	"BR17"	"3"	"Stress"	5.9
"2009"	2009	1985	"Rajshahi"	"2009-2010-Rajshahi"	"BR17"	"3"	"Stress"	4.89
"2009"	2009	1985	"Rangpur"	"2009-2010-Rangpur"	"BR17"	"3"	"Stress"	4.4
"2009"	2009	1985	"Satkhira"	"2009-2010-Satkhira"	"BR17"	"3"	"Stress"	6.17
"2009"	2009	1985	"Kustia"	"2009-2010-Kustia"	"BR17"	"3"	"Stress"	5.89
"2010"	2010	1985	"Barisal"	"2010-2011-Barisal"	"BR17"	"3"	"Stress"	3.33
"2010"	2010	1985	"Bhanga"	"2010-2011-Bhanga"	"BR17"	"3"	"Stress"	5.71
"2010"	2010	1985	"Comilla"	"2010-2011-Comilla"	"BR17"	"3"	"Stress"	5.11
"2010"	2010	1985	"Gazipur"	"2010-2011-Gazipur"	"BR17"	"3"	"Stress"	2.6
"2010"	2010	1985	"Habiganj"	"2010-2011-Habiganj"	"BR17"	"3"	"Stress"	4.3
"2010"	2010	1985	"Rangpur"	"2010-2011-Rangpur"	"BR17"	"3"	"Stress"	2.45
"2010"	2010	1985	"Satkhira"	"2010-2011-Satkhira"	"BR17"	"3"	"Stress"	6.5
"2010"	2010	1985	"Sonagazi"	"2010-2011-Sonagazi"	"BR17"	"3"	"Stress"	5.6
"2010"	2010	1985	"Kustia"	"2010-2011-Kustia"	"BR17"	"3"	"Stress"	4.68
"2010"	2010	1985	"Rajshahi"	"2010-2011-Rajshahi"	"BR17"	"3"	"Stress"	4.43
"2011"	2011	1985	"Barisal"	"2011-2012-Barisal"	"BR17"	"3"	"Stress"	3.33
"2011"	2011	1985	"Bhanga"	"2011-2012-Bhanga"	"BR17"	"3"	"Stress"	5.71
"2011"	2011	1985	"Comilla"	"2011-2012-Comilla"	"BR17"	"3"	"Stress"	3.28
"2011"	2011	1985	"Gazipur"	"2011-2012-Gazipur"	"BR17"	"3"	"Stress"	4.28
"2011"	2011	1985	"Habiganj"	"2011-2012-Habiganj"	"BR17"	"3"	"Stress"	4.3
"2011"	2011	1985	"Rangpur"	"2011-2012-Rangpur"	"BR17"	"3"	"Stress"	2.45
"2011"	2011	1985	"Satkhira"	"2011-2012-Satkhira"	"BR17"	"3"	"Stress"	6.29
"2011"	2011	1985	"Sonagazi"	"2011-2012-Sonagazi"	"BR17"	"3"	"Stress"	5.6
"2011"	2011	1985	"Kustia"	"2011-2012-Kustia"	"BR17"	"3"	"Stress"	4.68
"2011"	2011	1985	"Rajshahi"	"2011-2012-Rajshahi"	"BR17"	"3"	"Stress"	3.97
"2012"	2012	1985	"Barisal"	"2012-2013-Barisal"	"BR17"	"3"	"Stress"	4.8
"2012"	2012	1985	"Bhanga"	"2012-2013-Bhanga"	"BR17"	"3"	"Stress"	6.49
"2012"	2012	1985	"Comilla"	"2012-2013-Comilla"	"BR17"	"3"	"Stress"	5.96
"2012"	2012	1985	"Gazipur"	"2012-2013-Gazipur"	"BR17"	"3"	"Stress"	4.21
"2012"	2012	1985	"Habiganj"	"2012-2013-Habiganj"	"BR17"	"3"	"Stress"	5.13
"2012"	2012	1985	"Rangpur"	"2012-2013-Rangpur"	"BR17"	"3"	"Stress"	5.75
"2012"	2012	1985	"Satkhira"	"2012-2013-Satkhira"	"BR17"	"3"	"Stress"	6.8
"2012"	2012	1985	"Sonagazi"	"2012-2013-Sonagazi"	"BR17"	"3"	"Stress"	2.16
"2012"	2012	1985	"Kustia"	"2012-2013-Kustia"	"BR17"	"3"	"Stress"	5.65
"2012"	2012	1985	"Rajshahi"	"2012-2013-Rajshahi"	"BR17"	"3"	"Stress"	5.1
"2013"	2013	1985	"Barisal"	"2013-2014-Barisal"	"BR17"	"3"	"Stress"	4.32
"2013"	2013	1985	"Bhanga"	"2013-2014-Bhanga"	"BR17"	"3"	"Stress"	6.5
"2013"	2013	1985	"Comilla"	"2013-2014-Comilla"	"BR17"	"3"	"Stress"	5.9
"2013"	2013	1985	"Gazipur"	"2013-2014-Gazipur"	"BR17"	"3"	"Stress"	6.15
"2013"	2013	1985	"Habiganj"	"2013-2014-Habiganj"	"BR17"	"3"	"Stress"	5.95
"2013"	2013	1985	"Rangpur"	"2013-2014-Rangpur"	"BR17"	"3"	"Stress"	4.7
"2013"	2013	1985	"Satkhira"	"2013-2014-Satkhira"	"BR17"	"3"	"Stress"	5.78
"2013"	2013	1985	"Sonagazi"	"2013-2014-Sonagazi"	"BR17"	"3"	"Stress"	3.27
"2013"	2013	1985	"Kustia"	"2013-2014-Kustia"	"BR17"	"3"	"Stress"	5.11
"2013"	2013	1985	"Rajshahi"	"2013-2014-Rajshahi"	"BR17"	"3"	"Stress"	1.78
"2014"	2014	1985	"Barisal"	"2014-2015-Barisal"	"BR17"	"3"	"Stress"	3.99
"2014"	2014	1985	"Bhanga"	"2014-2015-Bhanga"	"BR17"	"3"	"Stress"	6.5
"2014"	2014	1985	"Comilla"	"2014-2015-Comilla"	"BR17"	"3"	"Stress"	4.74
"2014"	2014	1985	"Gazipur"	"2014-2015-Gazipur"	"BR17"	"3"	"Stress"	5.52
"2014"	2014	1985	"Habiganj"	"2014-2015-Habiganj"	"BR17"	"3"	"Stress"	5.48
"2014"	2014	1985	"Rangpur"	"2014-2015-Rangpur"	"BR17"	"3"	"Stress"	3
"2014"	2014	1985	"Satkhira"	"2014-2015-Satkhira"	"BR17"	"3"	"Stress"	6.26
"2014"	2014	1985	"Sonagazi"	"2014-2015-Sonagazi"	"BR17"	"3"	"Stress"	5.03
"2014"	2014	1985	"Kustia"	"2014-2015-Kustia"	"BR17"	"3"	"Stress"	4.57
"2014"	2014	1985	"Rajshahi"	"2014-2015-Rajshahi"	"BR17"	"3"	"Stress"	4.05
"2015"	2015	1985	"Barisal"	"2015-2016-Barisal"	"BR17"	"3"	"Stress"	5.95
"2015"	2015	1985	"Bhanga"	"2015-2016-Bhanga"	"BR17"	"3"	"Stress"	6.15
"2015"	2015	1985	"Comilla"	"2015-2016-Comilla"	"BR17"	"3"	"Stress"	3.23
"2015"	2015	1985	"Gazipur"	"2015-2016-Gazipur"	"BR17"	"3"	"Stress"	5.91
"2015"	2015	1985	"Habiganj"	"2015-2016-Habiganj"	"BR17"	"3"	"Stress"	6.6
"2015"	2015	1985	"Rangpur"	"2015-2016-Rangpur"	"BR17"	"3"	"Stress"	5.64
"2015"	2015	1985	"Satkhira"	"2015-2016-Satkhira"	"BR17"	"3"	"Stress"	5.15
"2015"	2015	1985	"Sonagazi"	"2015-2016-Sonagazi"	"BR17"	"3"	"Stress"	3.56
"2015"	2015	1985	"Kustia"	"2015-2016-Kustia"	"BR17"	"3"	"Stress"	6.86
"2015"	2015	1985	"Rajshahi"	"2015-2016-Rajshahi"	"BR17"	"3"	"Stress"	4.66
"2001"	2001	1985	"Barisal"	"2001-2002-Barisal"	"BR18"	"1"	"Stress"	4.87
"2001"	2001	1985	"Bhanga"	"2001-2002-Bhanga"	"BR18"	"1"	"Stress"	7.5
"2001"	2001	1985	"Comilla"	"2001-2002-Comilla"	"BR18"	"1"	"Stress"	5.33
"2001"	2001	1985	"Habiganj"	"2001-2002-Habiganj"	"BR18"	"1"	"Stress"	4.88
"2001"	2001	1985	"Rajshahi"	"2001-2002-Rajshahi"	"BR18"	"1"	"Stress"	7.1
"2001"	2001	1985	"Rangpur"	"2001-2002-Rangpur"	"BR18"	"1"	"Stress"	6.34
"2001"	2001	1985	"Satkhira"	"2001-2002-Satkhira"	"BR18"	"1"	"Stress"	4.4
"2002"	2002	1985	"Barisal"	"2002-2003-Barisal"	"BR18"	"1"	"Stress"	4.93
"2002"	2002	1985	"Bhanga"	"2002-2003-Bhanga"	"BR18"	"1"	"Stress"	6.37
"2002"	2002	1985	"Comilla"	"2002-2003-Comilla"	"BR18"	"1"	"Stress"	3.4
"2002"	2002	1985	"Gazipur"	"2002-2003-Gazipur"	"BR18"	"1"	"Stress"	2.43
"2002"	2002	1985	"Habiganj"	"2002-2003-Habiganj"	"BR18"	"1"	"Stress"	6.77
"2002"	2002	1985	"Rajshahi"	"2002-2003-Rajshahi"	"BR18"	"1"	"Stress"	4.4
"2002"	2002	1985	"Rangpur"	"2002-2003-Rangpur"	"BR18"	"1"	"Stress"	2.78
"2002"	2002	1985	"Satkhira"	"2002-2003-Satkhira"	"BR18"	"1"	"Stress"	4.25
"2003"	2003	1985	"Barisal"	"2003-2004-Barisal"	"BR18"	"1"	"Stress"	3.41
"2003"	2003	1985	"Bhanga"	"2003-2004-Bhanga"	"BR18"	"1"	"Stress"	6.09
"2003"	2003	1985	"Comilla"	"2003-2004-Comilla"	"BR18"	"1"	"Stress"	5.26
"2003"	2003	1985	"Gazipur"	"2003-2004-Gazipur"	"BR18"	"1"	"Stress"	1.42
"2003"	2003	1985	"Habiganj"	"2003-2004-Habiganj"	"BR18"	"1"	"Stress"	5.23
"2003"	2003	1985	"Rajshahi"	"2003-2004-Rajshahi"	"BR18"	"1"	"Stress"	2.16
"2003"	2003	1985	"Rangpur"	"2003-2004-Rangpur"	"BR18"	"1"	"Stress"	4.37
"2003"	2003	1985	"Satkhira"	"2003-2004-Satkhira"	"BR18"	"1"	"Stress"	5.88
"2004"	2004	1985	"Barisal"	"2004-2005-Barisal"	"BR18"	"1"	"Stress"	5.23
"2004"	2004	1985	"Bhanga"	"2004-2005-Bhanga"	"BR18"	"1"	"Stress"	7.91
"2004"	2004	1985	"Comilla"	"2004-2005-Comilla"	"BR18"	"1"	"Stress"	5.07
"2004"	2004	1985	"Gazipur"	"2004-2005-Gazipur"	"BR18"	"1"	"Stress"	2.64
"2004"	2004	1985	"Habiganj"	"2004-2005-Habiganj"	"BR18"	"1"	"Stress"	5.52
"2004"	2004	1985	"Rajshahi"	"2004-2005-Rajshahi"	"BR18"	"1"	"Stress"	4.36
"2004"	2004	1985	"Rangpur"	"2004-2005-Rangpur"	"BR18"	"1"	"Stress"	5.13
"2004"	2004	1985	"Satkhira"	"2004-2005-Satkhira"	"BR18"	"1"	"Stress"	4.69
"2004"	2004	1985	"Kustia"	"2004-2005-Kustia"	"BR18"	"1"	"Stress"	4.64
"2005"	2005	1985	"Barisal"	"2005-2006-Barisal"	"BR18"	"1"	"Stress"	6.56
"2005"	2005	1985	"Bhanga"	"2005-2006-Bhanga"	"BR18"	"1"	"Stress"	5.42
"2005"	2005	1985	"Comilla"	"2005-2006-Comilla"	"BR18"	"1"	"Stress"	5.94
"2005"	2005	1985	"Gazipur"	"2005-2006-Gazipur"	"BR18"	"1"	"Stress"	4.18
"2005"	2005	1985	"Habiganj"	"2005-2006-Habiganj"	"BR18"	"1"	"Stress"	7.5
"2005"	2005	1985	"Rajshahi"	"2005-2006-Rajshahi"	"BR18"	"1"	"Stress"	5.5
"2005"	2005	1985	"Rangpur"	"2005-2006-Rangpur"	"BR18"	"1"	"Stress"	3.79
"2005"	2005	1985	"Satkhira"	"2005-2006-Satkhira"	"BR18"	"1"	"Stress"	5.04
"2005"	2005	1985	"Kustia"	"2005-2006-Kustia"	"BR18"	"1"	"Stress"	6.43
"2006"	2006	1985	"Barisal"	"2006-2007-Barisal"	"BR18"	"1"	"Stress"	4.18
"2006"	2006	1985	"Bhanga"	"2006-2007-Bhanga"	"BR18"	"1"	"Stress"	6.85
"2006"	2006	1985	"Comilla"	"2006-2007-Comilla"	"BR18"	"1"	"Stress"	6.28
"2006"	2006	1985	"Gazipur"	"2006-2007-Gazipur"	"BR18"	"1"	"Stress"	4
"2006"	2006	1985	"Habiganj"	"2006-2007-Habiganj"	"BR18"	"1"	"Stress"	6.51
"2006"	2006	1985	"Rajshahi"	"2006-2007-Rajshahi"	"BR18"	"1"	"Stress"	4.1
"2006"	2006	1985	"Kustia"	"2006-2007-Kustia"	"BR18"	"1"	"Stress"	5.73
"2006"	2006	1985	"Rangpur"	"2006-2007-Rangpur"	"BR18"	"1"	"Stress"	5.89
"2006"	2006	1985	"Satkhira"	"2006-2007-Satkhira"	"BR18"	"1"	"Stress"	6.97
"2007"	2007	1985	"Barisal"	"2007-2008-Barisal"	"BR18"	"1"	"Stress"	4.54
"2007"	2007	1985	"Bhanga"	"2007-2008-Bhanga"	"BR18"	"1"	"Stress"	5.37
"2007"	2007	1985	"Comilla"	"2007-2008-Comilla"	"BR18"	"1"	"Stress"	6.45
"2007"	2007	1985	"Gazipur"	"2007-2008-Gazipur"	"BR18"	"1"	"Stress"	4.75
"2007"	2007	1985	"Habiganj"	"2007-2008-Habiganj"	"BR18"	"1"	"Stress"	6.51
"2007"	2007	1985	"Rangpur"	"2007-2008-Rangpur"	"BR18"	"1"	"Stress"	2.6
"2007"	2007	1985	"Satkhira"	"2007-2008-Satkhira"	"BR18"	"1"	"Stress"	5.9
"2007"	2007	1985	"Kustia"	"2007-2008-Kustia"	"BR18"	"1"	"Stress"	5.58
"2007"	2007	1985	"Rajshahi"	"2007-2008-Rajshahi"	"BR18"	"1"	"Stress"	3.71
"2008"	2008	1985	"Barisal"	"2008-2009-Barisal"	"BR18"	"1"	"Stress"	4.17
"2008"	2008	1985	"Bhanga"	"2008-2009-Bhanga"	"BR18"	"1"	"Stress"	6.11
"2008"	2008	1985	"Comilla"	"2008-2009-Comilla"	"BR18"	"1"	"Stress"	5.2
"2008"	2008	1985	"Gazipur"	"2008-2009-Gazipur"	"BR18"	"1"	"Stress"	3.7
"2008"	2008	1985	"Habiganj"	"2008-2009-Habiganj"	"BR18"	"1"	"Stress"	6.9
"2008"	2008	1985	"Rajshahi"	"2008-2009-Rajshahi"	"BR18"	"1"	"Stress"	3.31
"2008"	2008	1985	"Rangpur"	"2008-2009-Rangpur"	"BR18"	"1"	"Stress"	2.7
"2008"	2008	1985	"Kustia"	"2008-2009-Kustia"	"BR18"	"1"	"Stress"	6.5
"2008"	2008	1985	"Satkhira"	"2008-2009-Satkhira"	"BR18"	"1"	"Stress"	6.44
"2009"	2009	1985	"Barisal"	"2009-2010-Barisal"	"BR18"	"1"	"Stress"	3.8
"2009"	2009	1985	"Bhanga"	"2009-2010-Bhanga"	"BR18"	"1"	"Stress"	6.52
"2009"	2009	1985	"Comilla"	"2009-2010-Comilla"	"BR18"	"1"	"Stress"	5.95
"2009"	2009	1985	"Gazipur"	"2009-2010-Gazipur"	"BR18"	"1"	"Stress"	3.18
"2009"	2009	1985	"Habiganj"	"2009-2010-Habiganj"	"BR18"	"1"	"Stress"	6.35
"2009"	2009	1985	"Rajshahi"	"2009-2010-Rajshahi"	"BR18"	"1"	"Stress"	3.51
"2009"	2009	1985	"Rangpur"	"2009-2010-Rangpur"	"BR18"	"1"	"Stress"	4.9
"2009"	2009	1985	"Satkhira"	"2009-2010-Satkhira"	"BR18"	"1"	"Stress"	5.47
"2009"	2009	1985	"Kustia"	"2009-2010-Kustia"	"BR18"	"1"	"Stress"	5.23
"2010"	2010	1985	"Barisal"	"2010-2011-Barisal"	"BR18"	"1"	"Stress"	4.23
"2010"	2010	1985	"Bhanga"	"2010-2011-Bhanga"	"BR18"	"1"	"Stress"	6.93
"2010"	2010	1985	"Comilla"	"2010-2011-Comilla"	"BR18"	"1"	"Stress"	5.8
"2010"	2010	1985	"Gazipur"	"2010-2011-Gazipur"	"BR18"	"1"	"Stress"	2.2
"2010"	2010	1985	"Habiganj"	"2010-2011-Habiganj"	"BR18"	"1"	"Stress"	5.8
"2010"	2010	1985	"Rangpur"	"2010-2011-Rangpur"	"BR18"	"1"	"Stress"	2.65
"2010"	2010	1985	"Satkhira"	"2010-2011-Satkhira"	"BR18"	"1"	"Stress"	4.5
"2010"	2010	1985	"Sonagazi"	"2010-2011-Sonagazi"	"BR18"	"1"	"Stress"	6.2
"2010"	2010	1985	"Kustia"	"2010-2011-Kustia"	"BR18"	"1"	"Stress"	3.96
"2010"	2010	1985	"Rajshahi"	"2010-2011-Rajshahi"	"BR18"	"1"	"Stress"	4.51
"2011"	2011	1985	"Barisal"	"2011-2012-Barisal"	"BR18"	"1"	"Stress"	4.23
"2011"	2011	1985	"Bhanga"	"2011-2012-Bhanga"	"BR18"	"1"	"Stress"	6.93
"2011"	2011	1985	"Comilla"	"2011-2012-Comilla"	"BR18"	"1"	"Stress"	5.05
"2011"	2011	1985	"Gazipur"	"2011-2012-Gazipur"	"BR18"	"1"	"Stress"	4.78
"2011"	2011	1985	"Habiganj"	"2011-2012-Habiganj"	"BR18"	"1"	"Stress"	5.8
"2011"	2011	1985	"Rangpur"	"2011-2012-Rangpur"	"BR18"	"1"	"Stress"	2.65
"2011"	2011	1985	"Satkhira"	"2011-2012-Satkhira"	"BR18"	"1"	"Stress"	6.07
"2011"	2011	1985	"Sonagazi"	"2011-2012-Sonagazi"	"BR18"	"1"	"Stress"	6.2
"2011"	2011	1985	"Kustia"	"2011-2012-Kustia"	"BR18"	"1"	"Stress"	3.96
"2011"	2011	1985	"Rajshahi"	"2011-2012-Rajshahi"	"BR18"	"1"	"Stress"	5.51
"2012"	2012	1985	"Barisal"	"2012-2013-Barisal"	"BR18"	"1"	"Stress"	3.68
"2012"	2012	1985	"Bhanga"	"2012-2013-Bhanga"	"BR18"	"1"	"Stress"	7.5
"2012"	2012	1985	"Comilla"	"2012-2013-Comilla"	"BR18"	"1"	"Stress"	5.86
"2012"	2012	1985	"Gazipur"	"2012-2013-Gazipur"	"BR18"	"1"	"Stress"	4.07
"2012"	2012	1985	"Habiganj"	"2012-2013-Habiganj"	"BR18"	"1"	"Stress"	5.65
"2012"	2012	1985	"Rangpur"	"2012-2013-Rangpur"	"BR18"	"1"	"Stress"	6.9
"2012"	2012	1985	"Satkhira"	"2012-2013-Satkhira"	"BR18"	"1"	"Stress"	6.1
"2012"	2012	1985	"Sonagazi"	"2012-2013-Sonagazi"	"BR18"	"1"	"Stress"	4.91
"2012"	2012	1985	"Kustia"	"2012-2013-Kustia"	"BR18"	"1"	"Stress"	5.46
"2012"	2012	1985	"Rajshahi"	"2012-2013-Rajshahi"	"BR18"	"1"	"Stress"	4.41
"2013"	2013	1985	"Barisal"	"2013-2014-Barisal"	"BR18"	"1"	"Stress"	4.52
"2013"	2013	1985	"Bhanga"	"2013-2014-Bhanga"	"BR18"	"1"	"Stress"	6.9
"2013"	2013	1985	"Comilla"	"2013-2014-Comilla"	"BR18"	"1"	"Stress"	5.82
"2013"	2013	1985	"Gazipur"	"2013-2014-Gazipur"	"BR18"	"1"	"Stress"	5.1
"2013"	2013	1985	"Habiganj"	"2013-2014-Habiganj"	"BR18"	"1"	"Stress"	5.5
"2013"	2013	1985	"Rangpur"	"2013-2014-Rangpur"	"BR18"	"1"	"Stress"	5.6
"2013"	2013	1985	"Satkhira"	"2013-2014-Satkhira"	"BR18"	"1"	"Stress"	6.04
"2013"	2013	1985	"Sonagazi"	"2013-2014-Sonagazi"	"BR18"	"1"	"Stress"	5.61
"2013"	2013	1985	"Kustia"	"2013-2014-Kustia"	"BR18"	"1"	"Stress"	5.64
"2013"	2013	1985	"Rajshahi"	"2013-2014-Rajshahi"	"BR18"	"1"	"Stress"	1.09
"2014"	2014	1985	"Barisal"	"2014-2015-Barisal"	"BR18"	"1"	"Stress"	4.95
"2014"	2014	1985	"Bhanga"	"2014-2015-Bhanga"	"BR18"	"1"	"Stress"	7.76
"2014"	2014	1985	"Comilla"	"2014-2015-Comilla"	"BR18"	"1"	"Stress"	4.41
"2014"	2014	1985	"Gazipur"	"2014-2015-Gazipur"	"BR18"	"1"	"Stress"	5.5
"2014"	2014	1985	"Habiganj"	"2014-2015-Habiganj"	"BR18"	"1"	"Stress"	5.25
"2014"	2014	1985	"Rangpur"	"2014-2015-Rangpur"	"BR18"	"1"	"Stress"	3
"2014"	2014	1985	"Satkhira"	"2014-2015-Satkhira"	"BR18"	"1"	"Stress"	6.45
"2014"	2014	1985	"Sonagazi"	"2014-2015-Sonagazi"	"BR18"	"1"	"Stress"	4.82
"2014"	2014	1985	"Kustia"	"2014-2015-Kustia"	"BR18"	"1"	"Stress"	5.82
"2014"	2014	1985	"Rajshahi"	"2014-2015-Rajshahi"	"BR18"	"1"	"Stress"	3.33
"2015"	2015	1985	"Barisal"	"2015-2016-Barisal"	"BR18"	"1"	"Stress"	4.74
"2015"	2015	1985	"Bhanga"	"2015-2016-Bhanga"	"BR18"	"1"	"Stress"	6.77
"2015"	2015	1985	"Comilla"	"2015-2016-Comilla"	"BR18"	"1"	"Stress"	4
"2015"	2015	1985	"Gazipur"	"2015-2016-Gazipur"	"BR18"	"1"	"Stress"	5.11
"2015"	2015	1985	"Habiganj"	"2015-2016-Habiganj"	"BR18"	"1"	"Stress"	5
"2015"	2015	1985	"Rangpur"	"2015-2016-Rangpur"	"BR18"	"1"	"Stress"	5.43
"2015"	2015	1985	"Satkhira"	"2015-2016-Satkhira"	"BR18"	"1"	"Stress"	5.37
"2015"	2015	1985	"Sonagazi"	"2015-2016-Sonagazi"	"BR18"	"1"	"Stress"	4.42
"2015"	2015	1985	"Kustia"	"2015-2016-Kustia"	"BR18"	"1"	"Stress"	6.18
"2015"	2015	1985	"Rajshahi"	"2015-2016-Rajshahi"	"BR18"	"1"	"Stress"	6.3
"2001"	2001	1985	"Barisal"	"2001-2002-Barisal"	"BR18"	"2"	"Stress"	5.72
"2001"	2001	1985	"Bhanga"	"2001-2002-Bhanga"	"BR18"	"2"	"Stress"	6.9
"2001"	2001	1985	"Comilla"	"2001-2002-Comilla"	"BR18"	"2"	"Stress"	5.4
"2001"	2001	1985	"Habiganj"	"2001-2002-Habiganj"	"BR18"	"2"	"Stress"	4.88
"2001"	2001	1985	"Rajshahi"	"2001-2002-Rajshahi"	"BR18"	"2"	"Stress"	5.1
"2001"	2001	1985	"Rangpur"	"2001-2002-Rangpur"	"BR18"	"2"	"Stress"	6.89
"2001"	2001	1985	"Satkhira"	"2001-2002-Satkhira"	"BR18"	"2"	"Stress"	4.3
"2002"	2002	1985	"Barisal"	"2002-2003-Barisal"	"BR18"	"2"	"Stress"	4.5
"2002"	2002	1985	"Bhanga"	"2002-2003-Bhanga"	"BR18"	"2"	"Stress"	6.4
"2002"	2002	1985	"Comilla"	"2002-2003-Comilla"	"BR18"	"2"	"Stress"	4.02
"2002"	2002	1985	"Gazipur"	"2002-2003-Gazipur"	"BR18"	"2"	"Stress"	3.21
"2002"	2002	1985	"Habiganj"	"2002-2003-Habiganj"	"BR18"	"2"	"Stress"	6.18
"2002"	2002	1985	"Rajshahi"	"2002-2003-Rajshahi"	"BR18"	"2"	"Stress"	3.1
"2002"	2002	1985	"Rangpur"	"2002-2003-Rangpur"	"BR18"	"2"	"Stress"	2.3
"2002"	2002	1985	"Satkhira"	"2002-2003-Satkhira"	"BR18"	"2"	"Stress"	4.15
"2003"	2003	1985	"Barisal"	"2003-2004-Barisal"	"BR18"	"2"	"Stress"	3.6
"2003"	2003	1985	"Bhanga"	"2003-2004-Bhanga"	"BR18"	"2"	"Stress"	5.58
"2003"	2003	1985	"Comilla"	"2003-2004-Comilla"	"BR18"	"2"	"Stress"	4.81
"2003"	2003	1985	"Gazipur"	"2003-2004-Gazipur"	"BR18"	"2"	"Stress"	1.45
"2003"	2003	1985	"Habiganj"	"2003-2004-Habiganj"	"BR18"	"2"	"Stress"	6.07
"2003"	2003	1985	"Rajshahi"	"2003-2004-Rajshahi"	"BR18"	"2"	"Stress"	1.75
"2003"	2003	1985	"Rangpur"	"2003-2004-Rangpur"	"BR18"	"2"	"Stress"	4.05
"2003"	2003	1985	"Satkhira"	"2003-2004-Satkhira"	"BR18"	"2"	"Stress"	6.12
"2004"	2004	1985	"Barisal"	"2004-2005-Barisal"	"BR18"	"2"	"Stress"	4.55
"2004"	2004	1985	"Bhanga"	"2004-2005-Bhanga"	"BR18"	"2"	"Stress"	7.36
"2004"	2004	1985	"Comilla"	"2004-2005-Comilla"	"BR18"	"2"	"Stress"	5.83
"2004"	2004	1985	"Gazipur"	"2004-2005-Gazipur"	"BR18"	"2"	"Stress"	2.97
